orig.ident,nCount_RNA,nFeature_RNA,Sample,Condition,Doublet,cell_type_1,S.Score,G2M.Score,Phase,nCount_SCT,nFeature_SCT,SCT_snn_res.0.5,seurat_clusters,percent.mt,percent.rib,RNA_snn_res.0.6,RNA_snn_res.0.8,RNA_snn_res.1,RNA_snn_res.1.2,RNA_snn_res.1.4,Celltypes,CelltypesDetailed,RNA_DebrisFilt_res1,cell_class,AddModuleScore_FA95,AddModuleScore_FA96,FA_95_UCell,FA_96_UCell,UMAP_1,UMAP_2
snRNA_MCAO_all,6050.45404296744,2771,sn_sham,Ctrl,Singlet,Glutamatergic 10,-0.0054703113551622,0.0271468381099481,G2M,6311,2732,23,19,0.0747553751694211,0.247027865027896,18,20,20,23,23,NeuronsGLUT,NeuronsGLUT9,19,Neuron,-0.0305728148272708,-0.0327756260482403,0.0377917935334203,0.0374110115971983,-3.9331921869455155,12.632332050169513
snRNA_MCAO_all,5288.69210883419,2319,sn_sham,Ctrl,Singlet,GABAergic 1,-0.031258468299554,-0.0140673904962408,G1,5905,2303,1,2,0.233639553406806,0.113063720204813,2,2,2,1,2,NeuronsGABA,NeuronsGABA2,2,Neuron,-0.0598333413873184,-0.066114733871698,0.0234232274902131,0.0231872201171203,-8.46113436757906,-9.658668316041425
snRNA_MCAO_all,2332.13506510838,1312,sn_sham,Ctrl,Singlet,OLIGO,-0.00113087550290876,-0.0269442578912248,G1,5318,1562,0,0,0.129773806940834,0.437723557643918,0,0,0,3,0,OLs,OLs1,0,Oligodendrocyte,-0.0147331219174894,-0.0126946103458518,0.0281644193127447,0.0278806407165002,12.613627023106975,2.8573779695878487
snRNA_MCAO_all,8278.85352700479,3219,sn_sham,Ctrl,Singlet,Glutamatergic 4,0.0353011691476797,-0.032355073238685,S,6912,3167,7,11,0,0.109744185555025,11,11,11,12,12,NeuronsGLUT,NeuronsGLUT5,11,Neuron,0.021641928470377,0.0116947150004005,0.04573727707699,0.045276438167413,0.8883750653328124,6.087457858885334
snRNA_MCAO_all,14788.3247965787,4545,sn_sham,Ctrl,Singlet,Glutamatergic 2,0.0012771323049371,0.00763173423480866,G2M,6665,3158,3,3,0.00146801261048517,0.0636340653989578,3,3,3,15,14,NeuronsGLUT,NeuronsGLUT6,3,Neuron,0.0189684866512717,0.0183960817038595,0.0498695084819487,0.0493670341026524,0.5032372093261901,9.512983524168536
snRNA_MCAO_all,2348.34108502126,1418,sn_sham,Ctrl,Singlet,Glutamatergic 4,0.0087095437361298,-0.0147148046442383,S,5572,1561,7,11,0.0373685883479298,0.159920790461029,11,11,11,12,12,NeuronsGLUT,NeuronsGLUT5,11,Neuron,0.0312125569667839,0.0468405788199405,0.039335943163694403,0.0436330233092204,1.405520147687358,6.691638194883869
snRNA_MCAO_all,2968.69536149647,1768,sn_sham,Ctrl,Singlet,ASTRO,-0.0325388206764864,-0.0220766875849207,G1,5178,1886,4,5,0.980327435258695,0.601840779662483,4,4,4,5,4,Astrocytes,Astrocytes,5,Astrocyte,0.0654358129487454,0.0636193050909408,0.0677033492822966,0.067021184981054,3.554198331242961,-9.566285885011151
snRNA_MCAO_all,6138.52208954267,2619,sn_sham,Ctrl,Singlet,GABAergic 1,0.00144013791774136,-0.0173359238763442,S,6317,2600,1,2,0.0293638854620571,0.301559332832311,2,2,2,1,2,NeuronsGABA,NeuronsGABA2,2,Neuron,0.0361730794902437,0.0401214259978188,0.0701101928374656,0.0694037777012286,-8.50417750417574,-9.328572071229413
snRNA_MCAO_all,3141.85928822951,1811,sn_sham,Ctrl,Singlet,GABAergic 1,0.0262278173127213,-0.00596928093468829,S,5517,1842,1,8,0.00626445817838465,0.305342876850119,5,6,6,9,7,NeuronsGABA,NeuronsGABA4,8,Neuron,0.0444778175627489,0.0438273664276227,0.0566913150645209,0.0561201056378459,-8.133233481043415,-7.601397789155437
snRNA_MCAO_all,9519.26333138352,3688,sn_sham,Ctrl,Singlet,Glutamatergic 2,0.0108248684666787,-0.0177918109494368,S,6979,3516,3,3,0.0933924282276019,0.205357450869943,3,3,3,15,14,NeuronsGLUT,NeuronsGLUT6,3,Neuron,-0.0040728447074756,-0.00606925436602254,0.0446136001159925,0.0441640831323917,0.14646888435499106,9.783760272825763
snRNA_MCAO_all,13171.44308785,3863,sn_sham,Ctrl,Singlet,Glutamatergic 6,-0.0197966885627921,0.0503517284483761,G2M,6541,2815,3,3,0.00667481658194768,0.0784541072394464,3,3,3,7,8,NeuronsGLUT,NeuronsGLUT3,3,Neuron,0.0506463303680231,0.0554674297018809,0.0619254748441351,0.0622847054770926,2.2237045234502975,8.772670947874591
snRNA_MCAO_all,13589.1567619028,4049,sn_sham,Ctrl,Singlet,Glutamatergic 4,-0.0183672660904903,-0.0272094236256524,G1,6605,2977,7,11,0.0711469504816793,0.171106103645369,11,11,11,12,12,NeuronsGLUT,NeuronsGLUT5,11,Neuron,0.0374049274787869,0.0405078605771101,0.066093953892997,0.0654280055115398,0.7754183961512271,5.9880582922349435
snRNA_MCAO_all,2378.15701733956,1435,sn_sham,Ctrl,Singlet,ASTRO,-0.0302639789476126,0.0242484221425914,G2M,5187,1667,4,5,0.735137250365918,0.34912369559462,4,4,4,5,4,Astrocytes,Astrocytes,5,Astrocyte,0.0717322586407467,0.0768109278267849,0.0655212411193272,0.0648610632678838,4.568984574681682,-10.02627638641496
snRNA_MCAO_all,1203.61320555213,945,sn_sham,Ctrl,Singlet,MG,-0.0261815850735642,-0.010849981627264,G1,4393,1647,6,9,0.5903239383305,0.603749502763656,10,9,9,10,10,Microglia,Microglia1,9,Microglia,0.0569045243963499,0.0633630525962728,0.0561331013484123,0.0555675163623838,4.0832627481283374,2.386485301817463
snRNA_MCAO_all,18181.8087704034,5360,sn_sham,Ctrl,Singlet,Neuro 1,-0.0590906408591582,-0.0247541233462803,G1,6615,3103,2,1,0.643060884095634,0.11170142576104,1,1,1,0,1,NeuronsGABA,NeuronsGABA1,1,Neuron,0.0220321365312577,0.0173699041676815,0.0467159634623749,0.0462452635204961,-6.418605261438923,-0.6063388353933832
snRNA_MCAO_all,1776.67928025959,1292,sn_sham,Ctrl,Singlet,MG,-0.0220229857446834,0.0160368869316822,G2M,4665,1764,6,9,0.31272668368038,0.439948346766202,10,9,9,10,10,Microglia,Microglia1,9,Microglia,-0.0309971037781663,-0.0416110523275536,0.0267435116717414,0.0264740498335055,3.633793181783122,2.398248159254597
snRNA_MCAO_all,9058.76410304206,3236,sn_sham,Ctrl,Singlet,GABAergic 1,0.054870170448301,0.00231479863640814,S,6897,3111,1,2,0.0351917217237471,0.124102401369444,2,2,2,1,2,NeuronsGABA,NeuronsGABA2,2,Neuron,0.0451796588898624,0.0487494425746329,0.0611642743221691,0.0605479963256401,-8.56126635610445,-10.030540264283612
snRNA_MCAO_all,1592.36207270943,1127,sn_sham,Ctrl,Singlet,OLIGO,0.00142900973952201,0.089225860582212893,G2M,4871,1622,0,0,0.388285491575771,0.645703200058574,0,0,0,2,9,OLs,OLs2,0,Oligodendrocyte,0.00484586985520249,0.00121379995833493,0.0413730607510512,0.0409561947410725,12.441561288243694,0.5209205978761176
snRNA_MCAO_all,13280.7559544268,3985,sn_sham,Ctrl,Singlet,Glutamatergic 6,-0.00919063674938747,0.0463050367479894,G2M,6582,2889,3,3,0,0.0519765409433392,3,3,3,7,8,NeuronsGLUT,NeuronsGLUT3,3,Neuron,-0.00595847446654565,0.00388418643817393,0.0471146875453096,0.0476446779193938,2.692758268720073,9.148154460753009
snRNA_MCAO_all,4681.660159204,2350,sn_sham,Ctrl,Singlet,ASTRO,-0.0136400526459659,-0.00470054332998831,G1,5557,2342,4,5,0.0884515385791344,0.173409551880184,4,4,4,5,4,Astrocytes,Astrocytes,5,Astrocyte,0.0925537375673286,0.0918972627664027,0.0797593156444831,0.0789556780342174,4.721621579533977,-10.104709423219159
snRNA_MCAO_all,17269.105255717,4428,sn_sham,Ctrl,Singlet,Glutamatergic 2,-0.0446315234858613,-0.017625036156482,G1,6349,2668,3,3,0.0128268330399864,0.0700211324364332,3,3,3,7,8,NeuronsGLUT,NeuronsGLUT3,3,Neuron,0.03215366693685,0.0317818743892963,0.0500289981151225,0.0495249167527845,1.6977984970869247,9.198957645262286
snRNA_MCAO_all,4738.44593329043,2424,sn_sham,Ctrl,Singlet,GABAergic 2,-0.0172112844500124,-0.0278094370022982,G1,5668,2416,9,7,0.171584780386617,0.153200368701299,9,8,8,8,6,NeuronsGABA,NeuronsGABA3,7,Neuron,-0.0158641960489835,-0.0158391324728354,0.0223140495867769,0.0220892180502928,-1.4480737978158769,0.4818974369416693
snRNA_MCAO_all,21065.0409531526,5577,sn_sham,Ctrl,Singlet,GABAergic 4,0.0511112491972979,-0.041192742032852,S,6551,3063,14,7,0.128652285345163,0.101910230618395,9,8,8,8,6,NeuronsGABA,NeuronsGABA3,7,Neuron,0.0372696333348671,0.0355914909323929,0.0583804552704075,0.0577922264324262,-3.26466768323763,-0.840273893510296
snRNA_MCAO_all,4069.34186431099,2000,sn_sham,Ctrl,Singlet,OPC,-0.00478988673823296,0.0138544830405966,G2M,5555,1988,10,13,0.182446828130672,0.136356750555585,12,13,13,14,15,OPCs,OPCs,13,Oligodendrocyte,0.0544812849801031,0.0581333874826854,0.067362621429607,0.0666838902284993,7.468296594029827,-10.055956638490155
snRNA_MCAO_all,20931.7504073336,5995,sn_sham,Ctrl,Singlet,Glutamatergic 1,-0.0281976842247994,-0.0331207293875201,G1,6773,3451,12,14,0.0125236047675668,0.112626331037891,13,14,14,16,16,NeuronsGLUT,NeuronsGLUT7,14,Neuron,-0.025311782759266,-0.0189776269187731,0.0365231259968102,0.0396141922149501,-7.780845099085408,1.825884782637165
snRNA_MCAO_all,5019.40756812327,2529,sn_sham,Ctrl,Singlet,GABAergic 2,-3.7638067739904e-4,-0.0192195634583055,G1,5748,2514,9,7,0.0588403421332859,0.196418706439761,9,8,8,8,6,NeuronsGABA,NeuronsGABA3,7,Neuron,0.0363780639728869,0.0331747215741691,0.051486153400029,0.0509673900562636,-2.2883583837686357,0.06516961094240936
