OriginalID,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,Dataset,Species
ILMN_1779670,A1CF,-0.0480716630814601,7.70902776001017,0.180534595914016,0.402829722915315,GSE16561,Human
ILMN_1745607,A2M,-0.0162284265792328,7.52945938892306,0.639773008875474,0.822335429956733,GSE16561,Human
ILMN_2136495,A2ML1,1.85852978891947e-06,7.53837942483581,0.999947956635792,0.999947956635792,GSE16561,Human
ILMN_1735045,A4GALT,-0.0120429505579719,7.55760007817352,0.65348269279824,0.83060020399138,GSE16561,Human
ILMN_1680754,A4GNT,0.0617082821362862,7.7912810365834,0.0493603272042086,0.166875582070451,GSE16561,Human
ILMN_1755321,AAAS,-0.0714742106329524,7.98404657561423,0.111798770322067,0.294042632654725,GSE16561,Human
ILMN_1698554,AACS,-0.13464550137148,8.27604914236754,0.0243299876764499,0.0991624856469767,GSE16561,Human
ILMN_1760414,AADAC,-0.0095995361524612,7.63823815034188,0.727677871880654,0.874574358602193,GSE16561,Human
ILMN_1752884,AADACL2,0.005226817817026,7.53428640023759,0.844814101868404,0.932180069122842,GSE16561,Human
ILMN_1668851,AADACL4,0.0544651398628132,7.64344794360148,0.0880160899232586,0.250539145180208,GSE16561,Human
ILMN_1809959,AADAT,0.0351213616146862,7.49993181840261,0.167757223573839,0.384710895717477,GSE16561,Human
ILMN_1688755,AAK1,-0.445844359561818,9.21146170310072,0.0008776890462394,0.0072910904142568,GSE16561,Human
ILMN_1779163,AAMDC,-0.0818490640717128,8.78589763288148,0.18665271535422,0.411567883390941,GSE16561,Human
ILMN_1653165,AAMP,-0.0043142094482575,8.69271401000327,0.92933863815809,0.970417378456184,GSE16561,Human
ILMN_1729835,AANAT,-0.0360579433326658,7.48835131803465,0.153438730133521,0.363180768902491,GSE16561,Human
ILMN_1721225,AAR2,-0.199138964663443,9.32853805478002,0.0231197670227921,0.0952874672103684,GSE16561,Human
ILMN_2159290,AARD,-0.0001147520989965,7.53167433156421,0.996280321982835,0.998769236292805,GSE16561,Human
ILMN_1662364,AARS1,-0.293847810437778,10.2742507448445,0.0079816758980464,0.0419808086309986,GSE16561,Human
ILMN_1674698,AARS2,-0.21389398968488,8.56756877318947,1.53437871285246e-05,0.0002893147133357,GSE16561,Human
