OriginalID,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,Dataset,Species
1378366_at,4930542C12Rik,0.0622409058597822,4.59312613049752,0.329340234080142,0.471945071406246,GSE97537,Rat
1369509_a_at,A1bg,0.0873029150417837,3.39977009499455,0.0662521826512785,0.142340354284775,GSE97537,Rat
1368784_at,A1cf,-0.021972802555499,4.36386014199993,0.63980642798147,0.751580422444501,GSE97537,Rat
1370027_a_at,A1i3 /// Cpamd8 /// LOC100911833 /// Mug1,0.103157111592612,4.68957285423963,0.0679421560361601,0.145060429539439,GSE97537,Rat
1367794_at,A2m /// LOC100911545,1.39292621337778,8.16748131609051,1.80993267929268e-10,7.61552181043772e-07,GSE97537,Rat
1370561_at,A3galt2,1.40240984725054,5.00326533624266,1.25889289946321e-05,0.0006032405282034,GSE97537,Rat
1369027_at,A4galt,-0.0693994401471454,4.33672799074564,0.288047390751442,0.428017860623015,GSE97537,Rat
1376037_at,Aaas,-0.102612166879744,6.24107078394434,0.203554181105176,0.33115356131983,GSE97537,Rat
1368126_at,Aacs,-0.048136840561747,7.73906171741324,0.484150126692228,0.622272907138298,GSE97537,Rat
1369492_at,Aadac,-0.0233546188618659,3.57857591722917,0.608466374815912,0.727197803553741,GSE97537,Rat
1387223_at,Aadat,-0.119114619262141,6.39070392894734,0.558419982931728,0.686360882507067,GSE97537,Rat
1377141_at,Aaed1,-0.208810528617107,8.04378540184623,0.0712857656681348,0.150248459946684,GSE97537,Rat
1390827_at,Aagab,-0.320084754352272,8.61928825378197,0.0001038576987392,0.0017002618903219,GSE97537,Rat
1376459_at,Aak1,-0.354645659902733,10.9241425031009,0.0020379313207593,0.0109498317457319,GSE97537,Rat
1383104_at,Aamdc,-0.0496269785023895,7.59072970628179,0.57850892384441,0.702885178255872,GSE97537,Rat
1398975_at,Aamp,0.137498418119707,9.46390237342726,0.0126591131891693,0.0409875857438809,GSE97537,Rat
1387255_at,Aanat,-0.0275792462426902,4.28106007338122,0.659309109770896,0.766852887416771,GSE97537,Rat
1395383_at,Aar2,0.0252202067779014,7.62868152652069,0.644307253283871,0.755156074088909,GSE97537,Rat
1370459_at,Aard,-0.0534480755927772,6.31212430081822,0.544535419969381,0.674634026033889,GSE97537,Rat
1388394_at,Aars,0.104782380793395,10.626227475646,0.167897860354057,0.286216935764447,GSE97537,Rat
1378476_at,Aars2,-0.152714420021469,4.93833680889506,0.123193089143038,0.226925420793659,GSE97537,Rat
1373135_at,Aarsd1,-0.142108588347271,8.10680540505366,0.0286456493243699,0.0756419546795475,GSE97537,Rat
1374981_at,Aasdh,-0.441271679786901,7.13098940229975,0.0001338068453553,0.0019423231471605,GSE97537,Rat
1379353_at,Aasdhppt,0.348650722129936,9.38785810656376,0.0026359566791889,0.0131730060687926,GSE97537,Rat
1377375_at,Aass,-0.966674188690139,6.81956256423359,0.0003445836227396,0.003341504859239,GSE97537,Rat
1368330_at,Aatf,0.831889740595209,7.02675865315706,4.77820097485865e-05,0.0011381820781594,GSE97537,Rat
1385333_at,Aatk,-0.262613312596813,9.17934930098108,0.0152020173872195,0.0470790219801972,GSE97537,Rat
1369799_at,Abat,-0.207551459598725,7.19529151806685,0.0211601571905698,0.0601517119259169,GSE97537,Rat
1383355_at,Abca1,0.434200493436559,6.40050945277448,0.0002705652619916,0.0028838907540487,GSE97537,Rat
1368081_at,Abca2,-0.351282811213137,8.43056052290948,0.0155935020260111,0.0479562533698798,GSE97537,Rat
1390563_at,Abca3,-0.198989423662873,8.45010748298438,0.0419112330125763,0.100532004277525,GSE97537,Rat
1384603_at,Abca4,0.0959201037713658,3.48166500673001,0.139881358412531,0.249866189849012,GSE97537,Rat
1384469_at,Abca5,-0.491398583032816,7.8517590332884,0.0007140427282989,0.0053328565819812,GSE97537,Rat
1383229_at,Abca7,-0.205502031591522,6.96937938520644,0.11647102381959,0.217519359222041,GSE97537,Rat
1395644_at,Abca8,-0.74441422454054,5.36052701656254,0.0002952441855241,0.0030524597492076,GSE97537,Rat
1390783_at,Abca8a,-0.0620316690043313,9.25592133409877,0.634224913814496,0.746885814704522,GSE97537,Rat
1382963_at,Abcb10,0.0856133172178986,6.35987387465843,0.276481042179898,0.415315844599945,GSE97537,Rat
1368769_at,Abcb11,-0.0184365635024534,3.3687644424579,0.710889580366589,0.806418203896428,GSE97537,Rat
1370465_at,Abcb1a,-0.696816376652325,7.81598443897669,0.0009158355948001,0.0062859349288654,GSE97537,Rat
1370583_s_at,Abcb1a /// Abcb1b,-0.409210501544321,5.53429936750218,0.0176552696569775,0.0526497077764295,GSE97537,Rat
1369161_at,Abcb4,-0.0542480033038615,5.45412791139321,0.485036106711491,0.623036654644582,GSE97537,Rat
1368159_at,Abcb6,-0.332580751716077,7.62411581306906,0.0014713896049805,0.0086946431187247,GSE97537,Rat
1378041_at,Abcb8,0.0119380657528714,7.12170240705607,0.892340850343485,0.932336066964586,GSE97537,Rat
1368484_at,Abcb9,-0.65643749409959,5.69860661229776,0.0011610196759146,0.0073497402434949,GSE97537,Rat
1371005_at,Abcc1,0.162010672218728,7.41397353794895,0.0387806079483615,0.0948235358331119,GSE97537,Rat
1390834_at,Abcc10,-0.195662408977738,5.72747721823318,0.0098992775570732,0.0341760249497581,GSE97537,Rat
