OriginalID,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,Dataset,Species
ILMN_1660703,AADACL3,-0.0182523063001063,8.17984735068432,0.656464180424669,0.880658580881415,GSE37587,Human
ILMN_1770152,ADAMTS18,-0.144547469634132,12.458743186498,0.196317779368267,0.554562451084191,GSE37587,Human
ILMN_1740717,ADH1C,-0.018003102967379,9.82233769579583,0.918563009965546,0.974870251473594,GSE37587,Human
ILMN_1740161,ANKRD26,-0.0087768828435788,7.45933570932171,0.684160533916696,0.892755773365947,GSE37587,Human
ILMN_1740112,ARHGAP27P1,-0.0096673113325995,7.48287942129156,0.585482629851295,0.848611401544731,GSE37587,Human
ILMN_1660433,ARID1B,-0.0338502525702001,7.60993300851351,0.16031528644551,0.510435149636556,GSE37587,Human
ILMN_2350296,AURKC,0.0222715229873759,7.76458489989476,0.365149631121037,0.713402803522631,GSE37587,Human
ILMN_2230035,BBS2,0.0218579866257393,7.60322567521447,0.469378439540446,0.784300967261542,GSE37587,Human
ILMN_1660446,BTNL3,-0.0554913807991353,7.63118251950563,0.0086243645292639,0.121449073632246,GSE37587,Human
ILMN_1660113,CDH7,-0.195184312027643,8.94540819599994,0.0435922212964697,0.277548545725801,GSE37587,Human
ILMN_1660379,CDPF1,-0.0340785146475377,7.4863822406912,0.0778717909859133,0.367501520714782,GSE37587,Human
ILMN_2370414,CHD3,0.126289013298522,8.19046672350147,0.0084022108318093,0.119903800997741,GSE37587,Human
ILMN_1770044,CHRNA5,0.204251136951763,10.4596476645204,0.138331225335772,0.479383434688842,GSE37587,Human
ILMN_1780465,CLEC5A,-0.0142709338953209,7.76961478283514,0.657082753162706,0.88091031904221,GSE37587,Human
ILMN_1740487,CMTM7,0.0044543709370189,8.72397346430741,0.916114199935062,0.974722303895169,GSE37587,Human
ILMN_1690392,COMMD3,-0.0448255760059092,8.23330689748637,0.529875450491191,0.820241981195142,GSE37587,Human
ILMN_1690170,CRABP2,-0.0376860416323506,7.6857187698277,0.176578044505664,0.532142015942069,GSE37587,Human
ILMN_1660551,CRAMP1,0.0080603144015214,7.95333737714633,0.883770680297843,0.964227830446731,GSE37587,Human
ILMN_1740441,CYB5R3,0.0056408601064018,7.61249923943168,0.835943470626234,0.949694850794433,GSE37587,Human
ILMN_1770048,DPH5,0.158182867586568,8.64098186012104,0.0175024251691718,0.177110435487553,GSE37587,Human
ILMN_2060719,FAM217A,0.0212077370073599,7.6236433528013,0.285974549163409,0.645554584110388,GSE37587,Human
ILMN_1770484,FBXW7,-0.0134736169594418,7.59501943744857,0.573998584053986,0.842403572171516,GSE37587,Human
ILMN_1780368,GPR18,-0.0328007390260755,7.6205594602403,0.111112286844484,0.435544947184159,GSE37587,Human
ILMN_1690561,GZMM,-0.0320291089656155,7.56685294005345,0.0878474378363522,0.389403813937585,GSE37587,Human
ILMN_2100437,HBB,-0.022390555688143,10.2453559703082,0.732433532092907,0.910475675269641,GSE37587,Human
ILMN_1660195,IFNA5,-0.0746507348451502,8.09598247783343,0.0841401479797811,0.382114668127217,GSE37587,Human
ILMN_2360184,INVS,-0.303738270937223,10.2437126170066,3.74835064222949e-05,0.0043995593112216,GSE37587,Human
ILMN_1770451,KLF16,-0.0359318384805184,7.58474542321731,0.258393962143388,0.620849780586377,GSE37587,Human
ILMN_1710768,KRABD4,-0.0016848381485119,7.608289056277,0.94810976213006,0.984188932592511,GSE37587,Human
ILMN_1770612,KRT15,-0.0307027177025314,7.88702387252147,0.325114198399405,0.680202678118193,GSE37587,Human
ILMN_1780411,KRTAP13-3,0.214894909522424,9.03048772434914,0.0005431246772435,0.0233192603319343,GSE37587,Human
ILMN_2140059,LAMA4,0.0345714231409029,7.80191510467892,0.326737114483982,0.68156125238225,GSE37587,Human
ILMN_2100689,MAP2K4,-0.201299769458624,8.93186696376756,0.245699486638204,0.608688864623442,GSE37587,Human
ILMN_2340131,MAPK10,-0.151974996672859,10.5777921686162,0.113353898762487,0.43984253251227,GSE37587,Human
ILMN_2320377,MAPK8IP3,0.0057971805062274,7.81609705582718,0.873787050587851,0.960796903842199,GSE37587,Human
ILMN_1710209,MFSD6,-0.0893921708937781,7.72040824770665,0.0053551543949747,0.0927292863826485,GSE37587,Human
ILMN_1660754,MIR17HG,0.0558416121960276,7.90120414228341,0.147028807436082,0.491585617447801,GSE37587,Human
ILMN_1780356,MROH8,0.202256217603024,10.8693386547078,0.305875885500681,0.663845116094594,GSE37587,Human
