category,term,number_of_genes,ratio_in_set,ncbiTaxonId,inputGenes,preferredNames,description
COMPARTMENTS,GOCC:0071944,6,0.214,9606,"['CD74', 'MAPK1', 'EMP1', 'IL1B', 'EPHA4', 'TLR4']","['CD74', 'MAPK1', 'EMP1', 'IL1B', 'EPHA4', 'TLR4']",Cell periphery
COMPARTMENTS,GOCC:0072559,1,0.036,9606,['IL1B'],['IL1B'],NLRP3 inflammasome complex
COMPARTMENTS,GOCC:0072686,1,0.036,9606,['MAPK1'],['MAPK1'],Mitotic spindle
COMPARTMENTS,GOCC:0097071,1,0.036,9606,['IRF1'],['IRF1'],Interferon regulatory factor complex
COMPARTMENTS,GOCC:0097447,2,0.071,9606,"['SOD1', 'EPHA4']","['SOD1', 'EPHA4']",Dendritic tree
COMPARTMENTS,GOCC:0097708,8,0.286,9606,"['CD74', 'MAPK1', 'SOD1', 'EPHA4', 'CTSB', 'LCN2', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'SOD1', 'EPHA4', 'CTSB', 'LCN2', 'TLR4', 'LGMN']",Intracellular vesicle
COMPARTMENTS,GOCC:0098552,2,0.071,9606,"['CD74', 'TLR4']","['CD74', 'TLR4']",Side of membrane
COMPARTMENTS,GOCC:0098553,1,0.036,9606,['CD74'],['CD74'],Lumenal side of endoplasmic reticulum membrane
COMPARTMENTS,GOCC:0098576,1,0.036,9606,['CD74'],['CD74'],Lumenal side of membrane
COMPARTMENTS,GOCC:0098588,4,0.143,9606,"['CD74', 'EPHA4', 'PTGS2', 'TLR4']","['CD74', 'EPHA4', 'PTGS2', 'TLR4']",Bounding membrane of organelle
COMPARTMENTS,GOCC:0098590,1,0.036,9606,['MAPK1'],['MAPK1'],Plasma membrane region
COMPARTMENTS,GOCC:0098791,1,0.036,9606,['CD74'],['CD74'],Golgi apparatus subcompartment
COMPARTMENTS,GOCC:0098794,1,0.036,9606,['EPHA4'],['EPHA4'],Postsynapse
COMPARTMENTS,GOCC:0098796,3,0.107,9606,"['CD74', 'IL1B', 'TLR4']","['CD74', 'IL1B', 'TLR4']",Membrane protein complex
COMPARTMENTS,GOCC:0098797,3,0.107,9606,"['CD74', 'IL1B', 'TLR4']","['CD74', 'IL1B', 'TLR4']",Plasma membrane protein complex
COMPARTMENTS,GOCC:0098802,2,0.071,9606,"['IL1B', 'TLR4']","['IL1B', 'TLR4']",Plasma membrane signaling receptor complex
COMPARTMENTS,GOCC:0098827,3,0.107,9606,"['CD74', 'LPCAT3', 'PTGS2']","['CD74', 'LPCAT3', 'PTGS2']",Endoplasmic reticulum subcompartment
COMPARTMENTS,GOCC:0098852,1,0.036,9606,['CD74'],['CD74'],Lytic vacuole membrane
COMPARTMENTS,GOCC:0098857,1,0.036,9606,['MAPK1'],['MAPK1'],Membrane microdomain
COMPARTMENTS,GOCC:0099126,1,0.036,9606,['IL1B'],['IL1B'],Transforming growth factor beta complex
COMPARTMENTS,GOCC:0099503,3,0.107,9606,"['MAPK1', 'CTSB', 'LCN2']","['MAPK1', 'CTSB', 'LCN2']",Secretory vesicle
COMPARTMENTS,GOCC:0099568,1,0.036,9606,['SOD1'],['SOD1'],Cytoplasmic region
COMPARTMENTS,GOCC:0101002,2,0.071,9606,"['MAPK1', 'CTSB']","['MAPK1', 'CTSB']",ficolin-1-rich granule
COMPARTMENTS,GOCC:0110165,25,0.893,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'EMP1', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'EMP1', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Cellular anatomical entity
COMPARTMENTS,GOCC:0120025,3,0.107,9606,"['SOD1', 'EPHA4', 'PTGS2']","['SOD1', 'EPHA4', 'PTGS2']",Plasma membrane bounded cell projection
COMPARTMENTS,GOCC:0120111,1,0.036,9606,['SOD1'],['SOD1'],Neuron projection cytoplasm
COMPARTMENTS,GOCC:1902494,4,0.143,9606,"['KDM6B', 'IL1B', 'FBXO31', 'PTGS2']","['KDM6B', 'IL1B', 'FBXO31', 'PTGS2']",Catalytic complex
COMPARTMENTS,GOCC:1903561,6,0.214,9606,"['CD74', 'SOD1', 'IGFBP7', 'CTSB', 'LCN2', 'LGMN']","['CD74', 'SOD1', 'IGFBP7', 'CTSB', 'LCN2', 'LGMN']",Extracellular vesicle
COMPARTMENTS,GOCC:1903958,2,0.071,9606,"['IL1B', 'PTGS2']","['IL1B', 'PTGS2']",Nitric-oxide synthase complex
COMPARTMENTS,GOCC:1904090,1,0.036,9606,['CTSB'],['CTSB'],Peptidase inhibitor complex
COMPARTMENTS,GOCC:1904115,1,0.036,9606,['SOD1'],['SOD1'],Axon cytoplasm
COMPARTMENTS,GOCC:1904813,2,0.071,9606,"['MAPK1', 'CTSB']","['MAPK1', 'CTSB']",ficolin-1-rich granule lumen
COMPARTMENTS,GOCC:1990204,2,0.071,9606,"['IL1B', 'PTGS2']","['IL1B', 'PTGS2']",Oxidoreductase complex
COMPARTMENTS,GOCC:1990234,2,0.071,9606,"['KDM6B', 'FBXO31']","['KDM6B', 'FBXO31']",Transferase complex
COMPARTMENTS,GOCC:0035693,1,0.036,9606,['CD74'],['CD74'],NOS2-CD74 complex
COMPARTMENTS,GOCC:0035839,1,0.036,9606,['DYRK1A'],['DYRK1A'],Non-growing cell tip
COMPARTMENTS,GOCC:0097412,1,0.036,9606,['SOD1'],['SOD1'],Hyaline inclusion
COMPARTMENTS,GOCC:0097416,1,0.036,9606,['SOD1'],['SOD1'],Lewy body-like hyaline inclusion
Process,GO:0000003,8,0.286,9606,"['MAPK1', 'EGR1', 'IL1B', 'SOD1', 'IGFBP7', 'CTSB', 'PTGS2', 'BCL6']","['MAPK1', 'EGR1', 'IL1B', 'SOD1', 'IGFBP7', 'CTSB', 'PTGS2', 'BCL6']",Reproduction
Process,GO:0000018,1,0.036,9606,['BCL6'],['BCL6'],Regulation of DNA recombination
Process,GO:0000041,1,0.036,9606,['LCN2'],['LCN2'],Transition metal ion transport
Process,GO:0000075,1,0.036,9606,['FBXO31'],['FBXO31'],Cell cycle checkpoint signaling
Process,GO:0000077,1,0.036,9606,['FBXO31'],['FBXO31'],DNA damage checkpoint signaling
Process,GO:0000122,3,0.107,9606,"['EGR1', 'RUNX3', 'BCL6']","['EGR1', 'RUNX3', 'BCL6']",Negative regulation of transcription by RNA polymerase II
Process,GO:0000165,3,0.107,9606,"['MAPK1', 'IL1B', 'TLR4']","['MAPK1', 'IL1B', 'TLR4']",MAPK cascade
Process,GO:0000278,1,0.036,9606,['FBXO31'],['FBXO31'],Mitotic cell cycle
Process,GO:0000302,3,0.107,9606,"['MAPK1', 'KDM6B', 'SOD1']","['MAPK1', 'KDM6B', 'SOD1']",Response to reactive oxygen species
Process,GO:0000303,1,0.036,9606,['SOD1'],['SOD1'],Response to superoxide
Process,GO:0000305,1,0.036,9606,['SOD1'],['SOD1'],Response to oxygen radical
Process,GO:0000902,3,0.107,9606,"['SOD1', 'EPHA4', 'BCL6']","['SOD1', 'EPHA4', 'BCL6']",Cell morphogenesis
Process,GO:0000904,2,0.071,9606,"['SOD1', 'EPHA4']","['SOD1', 'EPHA4']",Cell morphogenesis involved in differentiation
Process,GO:0001501,1,0.036,9606,['RUNX3'],['RUNX3'],Skeletal system development
Process,GO:0001503,2,0.071,9606,"['PTGS2', 'RUNX3']","['PTGS2', 'RUNX3']",Ossification
Process,GO:0001516,2,0.071,9606,"['CD74', 'PTGS2']","['CD74', 'PTGS2']",Prostaglandin biosynthetic process
Process,GO:0001525,2,0.071,9606,"['PTGS2', 'SAT1']","['PTGS2', 'SAT1']",Angiogenesis
Process,GO:0001541,1,0.036,9606,['SOD1'],['SOD1'],Ovarian follicle development
Process,GO:0001558,2,0.071,9606,"['IGFBP7', 'BCL6']","['IGFBP7', 'BCL6']",Regulation of cell growth
Process,GO:0001568,4,0.143,9606,"['MAPK1', 'EGR1', 'PTGS2', 'SAT1']","['MAPK1', 'EGR1', 'PTGS2', 'SAT1']",Blood vessel development
Process,GO:0001655,2,0.071,9606,"['EGR1', 'EPHA4']","['EGR1', 'EPHA4']",Urogenital system development
Process,GO:0001659,2,0.071,9606,"['EGR1', 'IL1B']","['EGR1', 'IL1B']",Temperature homeostasis
Process,GO:0001660,1,0.036,9606,['IL1B'],['IL1B'],Fever generation
Process,GO:0001666,2,0.071,9606,"['EGR1', 'PTGS2']","['EGR1', 'PTGS2']",Response to hypoxia
Process,GO:0001676,1,0.036,9606,['PTGS2'],['PTGS2'],Long-chain fatty acid metabolic process
Process,GO:0001701,1,0.036,9606,['MAPK1'],['MAPK1'],In utero embryonic development
Process,GO:0001704,1,0.036,9606,['KDM6B'],['KDM6B'],Formation of primary germ layer
Process,GO:0001707,1,0.036,9606,['KDM6B'],['KDM6B'],Mesoderm formation
Process,GO:0001775,8,0.286,9606,"['CD74', 'EGR1', 'IRF1', 'IL1B', 'CXCL10', 'TLR4', 'BCL6', 'KLF6']","['CD74', 'EGR1', 'IRF1', 'IL1B', 'CXCL10', 'TLR4', 'BCL6', 'KLF6']",Cell activation
Process,GO:0001776,1,0.036,9606,['PDE4B'],['PDE4B'],Leukocyte homeostasis
Process,GO:0001780,1,0.036,9606,['PDE4B'],['PDE4B'],Neutrophil homeostasis
Process,GO:0001816,1,0.036,9606,['IL1B'],['IL1B'],Cytokine production
Process,GO:0001817,9,0.321,9606,"['CD74', 'EGR1', 'IRF1', 'IL1B', 'SOD1', 'PDE4B', 'PTGS2', 'TLR4', 'BCL6']","['CD74', 'EGR1', 'IRF1', 'IL1B', 'SOD1', 'PDE4B', 'PTGS2', 'TLR4', 'BCL6']",Regulation of cytokine production
Process,GO:0001818,2,0.071,9606,"['TLR4', 'BCL6']","['TLR4', 'BCL6']",Negative regulation of cytokine production
Process,GO:0001819,8,0.286,9606,"['CD74', 'EGR1', 'IRF1', 'IL1B', 'SOD1', 'PDE4B', 'PTGS2', 'TLR4']","['CD74', 'EGR1', 'IRF1', 'IL1B', 'SOD1', 'PDE4B', 'PTGS2', 'TLR4']",Positive regulation of cytokine production
Process,GO:0001822,2,0.071,9606,"['EGR1', 'EPHA4']","['EGR1', 'EPHA4']",Kidney development
Process,GO:0001890,4,0.143,9606,"['MAPK1', 'SOD1', 'CTSB', 'PTGS2']","['MAPK1', 'SOD1', 'CTSB', 'PTGS2']",Placenta development
Process,GO:0001892,1,0.036,9606,['MAPK1'],['MAPK1'],Embryonic placenta development
Process,GO:0001893,2,0.071,9606,"['CTSB', 'PTGS2']","['CTSB', 'PTGS2']",Maternal placenta development
Process,GO:0001894,3,0.107,9606,"['SOD1', 'PTGS2', 'TLR4']","['SOD1', 'PTGS2', 'TLR4']",Tissue homeostasis
Process,GO:0001895,1,0.036,9606,['SOD1'],['SOD1'],Retina homeostasis
Process,GO:0001906,1,0.036,9606,['CXCL10'],['CXCL10'],Cell killing
Process,GO:0001932,8,0.286,9606,"['CD74', 'MAPK1', 'EGR1', 'IL1B', 'SOD1', 'EPHA4', 'PTGS2', 'TLR4']","['CD74', 'MAPK1', 'EGR1', 'IL1B', 'SOD1', 'EPHA4', 'PTGS2', 'TLR4']",Regulation of protein phosphorylation
Process,GO:0001933,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of protein phosphorylation
Process,GO:0001934,7,0.25,9606,"['CD74', 'MAPK1', 'EGR1', 'IL1B', 'EPHA4', 'PTGS2', 'TLR4']","['CD74', 'MAPK1', 'EGR1', 'IL1B', 'EPHA4', 'PTGS2', 'TLR4']",Positive regulation of protein phosphorylation
Process,GO:0001936,1,0.036,9606,['SP1'],['SP1'],Regulation of endothelial cell proliferation
Process,GO:0001938,1,0.036,9606,['SP1'],['SP1'],Positive regulation of endothelial cell proliferation
Process,GO:0001944,4,0.143,9606,"['MAPK1', 'EGR1', 'PTGS2', 'SAT1']","['MAPK1', 'EGR1', 'PTGS2', 'SAT1']",Vasculature development
Process,GO:0001952,1,0.036,9606,['BCL6'],['BCL6'],Regulation of cell-matrix adhesion
Process,GO:0001953,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of cell-matrix adhesion
Process,GO:0001959,1,0.036,9606,['CD74'],['CD74'],Regulation of cytokine-mediated signaling pathway
Process,GO:0001961,1,0.036,9606,['CD74'],['CD74'],Positive regulation of cytokine-mediated signaling pathway
Process,GO:0001975,1,0.036,9606,['SOD1'],['SOD1'],Response to amphetamine
Process,GO:0002009,1,0.036,9606,['EPHA4'],['EPHA4'],Morphogenesis of an epithelium
Process,GO:0002062,1,0.036,9606,['RUNX3'],['RUNX3'],Chondrocyte differentiation
Process,GO:0002093,1,0.036,9606,['SOD1'],['SOD1'],Auditory receptor cell morphogenesis
Process,GO:0002200,1,0.036,9606,['BCL6'],['BCL6'],Somatic diversification of immune receptors
Process,GO:0002204,1,0.036,9606,['BCL6'],['BCL6'],Somatic recombination of immunoglobulin genes involved in immune response
Process,GO:0002208,1,0.036,9606,['BCL6'],['BCL6'],Somatic diversification of immunoglobulins involved in immune response
Process,GO:0002218,1,0.036,9606,['TLR4'],['TLR4'],Activation of innate immune response
Process,GO:0002221,1,0.036,9606,['TLR4'],['TLR4'],Pattern recognition receptor signaling pathway
Process,GO:0002224,1,0.036,9606,['TLR4'],['TLR4'],Toll-like receptor signaling pathway
Process,GO:0002237,6,0.214,9606,"['MAPK1', 'IL1B', 'CXCL10', 'PDE4B', 'PTGS2', 'TLR4']","['MAPK1', 'IL1B', 'CXCL10', 'PDE4B', 'PTGS2', 'TLR4']",Response to molecule of bacterial origin
Process,GO:0002246,1,0.036,9606,['TLR4'],['TLR4'],Wound healing involved in inflammatory response
Process,GO:0002250,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Adaptive immune response
Process,GO:0002252,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Immune effector process
Process,GO:0002253,3,0.107,9606,"['MAPK1', 'PDE4B', 'TLR4']","['MAPK1', 'PDE4B', 'TLR4']",Activation of immune response
Process,GO:0002262,3,0.107,9606,"['SOD1', 'PDE4B', 'BCL6']","['SOD1', 'PDE4B', 'BCL6']",Myeloid cell homeostasis
Process,GO:0002263,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Cell activation involved in immune response
Process,GO:0002274,1,0.036,9606,['TLR4'],['TLR4'],Myeloid leukocyte activation
Process,GO:0002285,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Lymphocyte activation involved in immune response
Process,GO:0002286,2,0.071,9606,"['CD74', 'BCL6']","['CD74', 'BCL6']",T cell activation involved in immune response
Process,GO:0002287,1,0.036,9606,['BCL6'],['BCL6'],Alpha-beta T cell activation involved in immune response
Process,GO:0002292,1,0.036,9606,['BCL6'],['BCL6'],T cell differentiation involved in immune response
Process,GO:0002293,1,0.036,9606,['BCL6'],['BCL6'],Alpha-beta T cell differentiation involved in immune response
Process,GO:0002294,1,0.036,9606,['BCL6'],['BCL6'],"CD4-positive, alpha-beta T cell differentiation involved in immune response"
Process,GO:0002312,2,0.071,9606,"['TLR4', 'BCL6']","['TLR4', 'BCL6']",B cell activation involved in immune response
Process,GO:0002313,1,0.036,9606,['BCL6'],['BCL6'],Mature B cell differentiation involved in immune response
Process,GO:0002317,1,0.036,9606,['BCL6'],['BCL6'],Plasma cell differentiation
Process,GO:0002322,1,0.036,9606,['TLR4'],['TLR4'],B cell proliferation involved in immune response
Process,GO:0002335,1,0.036,9606,['BCL6'],['BCL6'],Mature B cell differentiation
Process,GO:0002366,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Leukocyte activation involved in immune response
Process,GO:0002376,14,0.5,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'IL1B', 'SOD1', 'CXCL10', 'PDE4B', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'IL1B', 'SOD1', 'CXCL10', 'PDE4B', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Immune system process
Process,GO:0002377,1,0.036,9606,['BCL6'],['BCL6'],Immunoglobulin production
Process,GO:0002381,1,0.036,9606,['BCL6'],['BCL6'],Immunoglobulin production involved in immunoglobulin-mediated immune response
Process,GO:0002429,2,0.071,9606,"['MAPK1', 'PDE4B']","['MAPK1', 'PDE4B']",Immune response-activating cell surface receptor signaling pathway
Process,GO:0002440,1,0.036,9606,['BCL6'],['BCL6'],Production of molecular mediator of immune response
Process,GO:0002443,2,0.071,9606,"['CD74', 'BCL6']","['CD74', 'BCL6']",Leukocyte mediated immunity
Process,GO:0002449,2,0.071,9606,"['CD74', 'BCL6']","['CD74', 'BCL6']",Lymphocyte mediated immunity
Process,GO:0002460,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
Process,GO:0002467,1,0.036,9606,['BCL6'],['BCL6'],Germinal center formation
Process,GO:0002478,2,0.071,9606,"['CD74', 'LGMN']","['CD74', 'LGMN']",Antigen processing and presentation of exogenous peptide antigen
Process,GO:0002495,2,0.071,9606,"['CD74', 'LGMN']","['CD74', 'LGMN']",Antigen processing and presentation of peptide antigen via MHC class II
Process,GO:0002504,2,0.071,9606,"['CD74', 'LGMN']","['CD74', 'LGMN']",Antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
Process,GO:0002520,8,0.286,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'SOD1', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'SOD1', 'RUNX3', 'BCL6', 'KLF6']",Immune system development
Process,GO:0002521,5,0.179,9606,"['CD74', 'EGR1', 'IRF1', 'BCL6', 'KLF6']","['CD74', 'EGR1', 'IRF1', 'BCL6', 'KLF6']",Leukocyte differentiation
Process,GO:0002526,1,0.036,9606,['IL1B'],['IL1B'],Acute inflammatory response
Process,GO:0002532,1,0.036,9606,['TLR4'],['TLR4'],Production of molecular mediator involved in inflammatory response
Process,GO:0002537,1,0.036,9606,['TLR4'],['TLR4'],Nitric oxide production involved in inflammatory response
Process,GO:0002562,1,0.036,9606,['BCL6'],['BCL6'],Somatic diversification of immune receptors via germline recombination within a single locus
Process,GO:0002577,1,0.036,9606,['CD74'],['CD74'],Regulation of antigen processing and presentation
Process,GO:0002579,1,0.036,9606,['CD74'],['CD74'],Positive regulation of antigen processing and presentation
Process,GO:0002604,1,0.036,9606,['CD74'],['CD74'],Regulation of dendritic cell antigen processing and presentation
Process,GO:0002606,1,0.036,9606,['CD74'],['CD74'],Positive regulation of dendritic cell antigen processing and presentation
Process,GO:0002634,1,0.036,9606,['BCL6'],['BCL6'],Regulation of germinal center formation
Process,GO:0002637,1,0.036,9606,['BCL6'],['BCL6'],Regulation of immunoglobulin production
Process,GO:0002638,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of immunoglobulin production
Process,GO:0002673,2,0.071,9606,"['IL1B', 'PTGS2']","['IL1B', 'PTGS2']",Regulation of acute inflammatory response
Process,GO:0002675,2,0.071,9606,"['IL1B', 'PTGS2']","['IL1B', 'PTGS2']",Positive regulation of acute inflammatory response
Process,GO:0002682,11,0.393,9606,"['CD74', 'MAPK1', 'IRF1', 'IL1B', 'SOD1', 'CXCL10', 'PDE4B', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']","['CD74', 'MAPK1', 'IRF1', 'IL1B', 'SOD1', 'CXCL10', 'PDE4B', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']",Regulation of immune system process
Process,GO:0002683,5,0.179,9606,"['CD74', 'IRF1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'TLR4', 'RUNX3', 'BCL6']",Negative regulation of immune system process
Process,GO:0002684,9,0.321,9606,"['CD74', 'MAPK1', 'IL1B', 'CXCL10', 'PDE4B', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']","['CD74', 'MAPK1', 'IL1B', 'CXCL10', 'PDE4B', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']",Positive regulation of immune system process
Process,GO:0002685,4,0.143,9606,"['CD74', 'MAPK1', 'CXCL10', 'LGMN']","['CD74', 'MAPK1', 'CXCL10', 'LGMN']",Regulation of leukocyte migration
Process,GO:0002687,4,0.143,9606,"['CD74', 'MAPK1', 'CXCL10', 'LGMN']","['CD74', 'MAPK1', 'CXCL10', 'LGMN']",Positive regulation of leukocyte migration
Process,GO:0002688,4,0.143,9606,"['CD74', 'MAPK1', 'CXCL10', 'LGMN']","['CD74', 'MAPK1', 'CXCL10', 'LGMN']",Regulation of leukocyte chemotaxis
Process,GO:0002690,4,0.143,9606,"['CD74', 'MAPK1', 'CXCL10', 'LGMN']","['CD74', 'MAPK1', 'CXCL10', 'LGMN']",Positive regulation of leukocyte chemotaxis
Process,GO:0002694,7,0.25,9606,"['CD74', 'IRF1', 'IL1B', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'IL1B', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']",Regulation of leukocyte activation
Process,GO:0002695,4,0.143,9606,"['CD74', 'IRF1', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'RUNX3', 'BCL6']",Negative regulation of leukocyte activation
Process,GO:0002696,5,0.179,9606,"['CD74', 'IL1B', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IL1B', 'TLR4', 'RUNX3', 'BCL6']",Positive regulation of leukocyte activation
Process,GO:0002697,4,0.143,9606,"['CD74', 'IL1B', 'TLR4', 'BCL6']","['CD74', 'IL1B', 'TLR4', 'BCL6']",Regulation of immune effector process
Process,GO:0002698,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of immune effector process
Process,GO:0002699,3,0.107,9606,"['CD74', 'IL1B', 'TLR4']","['CD74', 'IL1B', 'TLR4']",Positive regulation of immune effector process
Process,GO:0002700,4,0.143,9606,"['CD74', 'IL1B', 'TLR4', 'BCL6']","['CD74', 'IL1B', 'TLR4', 'BCL6']",Regulation of production of molecular mediator of immune response
Process,GO:0002701,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of production of molecular mediator of immune response
Process,GO:0002702,3,0.107,9606,"['CD74', 'IL1B', 'TLR4']","['CD74', 'IL1B', 'TLR4']",Positive regulation of production of molecular mediator of immune response
Process,GO:0002703,3,0.107,9606,"['IL1B', 'TLR4', 'BCL6']","['IL1B', 'TLR4', 'BCL6']",Regulation of leukocyte mediated immunity
Process,GO:0002704,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of leukocyte mediated immunity
Process,GO:0002705,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of leukocyte mediated immunity
Process,GO:0002706,2,0.071,9606,"['IL1B', 'BCL6']","['IL1B', 'BCL6']",Regulation of lymphocyte mediated immunity
Process,GO:0002707,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of lymphocyte mediated immunity
Process,GO:0002708,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of lymphocyte mediated immunity
Process,GO:0002709,1,0.036,9606,['IL1B'],['IL1B'],Regulation of T cell mediated immunity
Process,GO:0002711,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of T cell mediated immunity
Process,GO:0002712,1,0.036,9606,['BCL6'],['BCL6'],Regulation of B cell mediated immunity
Process,GO:0002713,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of B cell mediated immunity
Process,GO:0002718,4,0.143,9606,"['CD74', 'IL1B', 'TLR4', 'BCL6']","['CD74', 'IL1B', 'TLR4', 'BCL6']",Regulation of cytokine production involved in immune response
Process,GO:0002719,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of cytokine production involved in immune response
Process,GO:0002720,3,0.107,9606,"['CD74', 'IL1B', 'TLR4']","['CD74', 'IL1B', 'TLR4']",Positive regulation of cytokine production involved in immune response
Process,GO:0002724,1,0.036,9606,['IL1B'],['IL1B'],Regulation of T cell cytokine production
Process,GO:0002726,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of T cell cytokine production
Process,GO:0002730,1,0.036,9606,['TLR4'],['TLR4'],Regulation of dendritic cell cytokine production
Process,GO:0002753,1,0.036,9606,['TLR4'],['TLR4'],Cytoplasmic pattern recognition receptor signaling pathway
Process,GO:0002755,1,0.036,9606,['TLR4'],['TLR4'],MyD88-dependent toll-like receptor signaling pathway
Process,GO:0002756,1,0.036,9606,['TLR4'],['TLR4'],MyD88-independent toll-like receptor signaling pathway
Process,GO:0002757,2,0.071,9606,"['MAPK1', 'PDE4B']","['MAPK1', 'PDE4B']",Immune response-activating signal transduction
Process,GO:0002761,2,0.071,9606,"['CD74', 'TLR4']","['CD74', 'TLR4']",Regulation of myeloid leukocyte differentiation
Process,GO:0002762,1,0.036,9606,['TLR4'],['TLR4'],Negative regulation of myeloid leukocyte differentiation
Process,GO:0002763,1,0.036,9606,['CD74'],['CD74'],Positive regulation of myeloid leukocyte differentiation
Process,GO:0002764,3,0.107,9606,"['MAPK1', 'PDE4B', 'TLR4']","['MAPK1', 'PDE4B', 'TLR4']",Immune response-regulating signaling pathway
Process,GO:0002768,2,0.071,9606,"['MAPK1', 'PDE4B']","['MAPK1', 'PDE4B']",Immune response-regulating cell surface receptor signaling pathway
Process,GO:0002791,2,0.071,9606,"['CD74', 'IL1B']","['CD74', 'IL1B']",Regulation of peptide secretion
Process,GO:0002792,1,0.036,9606,['CD74'],['CD74'],Negative regulation of peptide secretion
Process,GO:0002819,3,0.107,9606,"['IRF1', 'IL1B', 'BCL6']","['IRF1', 'IL1B', 'BCL6']",Regulation of adaptive immune response
Process,GO:0002820,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of adaptive immune response
Process,GO:0002821,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of adaptive immune response
Process,GO:0002822,2,0.071,9606,"['IL1B', 'BCL6']","['IL1B', 'BCL6']",Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
Process,GO:0002823,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
Process,GO:0002824,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
Process,GO:0002825,1,0.036,9606,['IL1B'],['IL1B'],Regulation of T-helper 1 type immune response
Process,GO:0002827,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of T-helper 1 type immune response
Process,GO:0002828,2,0.071,9606,"['CD74', 'BCL6']","['CD74', 'BCL6']",Regulation of type 2 immune response
Process,GO:0002829,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of type 2 immune response
Process,GO:0002830,1,0.036,9606,['CD74'],['CD74'],Positive regulation of type 2 immune response
Process,GO:0002831,3,0.107,9606,"['IRF1', 'IL1B', 'TLR4']","['IRF1', 'IL1B', 'TLR4']",Regulation of response to biotic stimulus
