"logFC","logCPM","PValue","FDR","Gene","Dataset","Species"
1.98305263063276,-1.74206189680716,0.000709782283162191,0.00570723576817651,"Gm15679","GSE104036","Mouse"
1.0116551503232,0.767845093828622,0.000712294732904415,0.00572411346301437,"Gm15413","GSE104036","Mouse"
0.593456924648291,4.77069905671386,0.000712549402778503,0.00572411346301437,"Arntl","GSE104036","Mouse"
2.03297888916682,-1.19289582645521,0.000713581183378376,0.00572971582811081,"Srms","GSE104036","Mouse"
-0.476232279056754,5.05771243169066,0.00071467093141523,0.00573323770143258,"Pomp","GSE104036","Mouse"
-0.539593939226116,7.0586844632846,0.000714688983382549,0.00573323770143258,"Grm3","GSE104036","Mouse"
-0.390365447896603,8.43480972298474,0.000715621921315703,0.00573803538687158,"Phactr1","GSE104036","Mouse"
-0.42813677569294,6.98745815393017,0.000718531498032277,0.00575611152741683,"Cntn2","GSE104036","Mouse"
-0.439780039629164,5.67403873238722,0.00071854815040237,0.00575611152741683,"Ap2s1","GSE104036","Mouse"
0.550312855569186,5.49190102082384,0.000720468071674161,0.00576697608958064,"Papd5","GSE104036","Mouse"
-0.415520126589994,5.06282487236855,0.000720718540521104,0.00576697608958064,"Efnb3","GSE104036","Mouse"
-0.513429151715496,4.45736790160116,0.000720914081347052,0.00576697608958064,"Cnrip1","GSE104036","Mouse"
0.966567893429103,3.30004587964239,0.000722836090067186,0.00577965301133982,"Wisp1","GSE104036","Mouse"
-0.527273546050868,8.70793536767825,0.000723354558650808,0.00578110091533657,"Cplx2","GSE104036","Mouse"
-0.413808203974219,7.08091172719131,0.000724968152373992,0.00578873094269675,"Iqsec2","GSE104036","Mouse"
-0.447858823570174,6.60466666215738,0.000725201639712328,0.00578873094269675,"Slitrk1","GSE104036","Mouse"
0.665554982240694,3.49601245796924,0.000725322750742335,0.00578873094269675,"Pmp22","GSE104036","Mouse"
0.646190879069688,2.85622920545781,0.000725982971470069,0.00579130270770002,"Nfe2l3","GSE104036","Mouse"
-0.404430720023333,6.37829184790219,0.000727015967470907,0.00579532508074935,"Shisa7","GSE104036","Mouse"
-0.753531167172468,6.02790186757332,0.000727163637211036,0.00579532508074935,"Gm26448","GSE104036","Mouse"
-0.385695864446636,7.28938433244762,0.000728349345065665,0.00580207625648544,"Adrbk1","GSE104036","Mouse"
0.479582318912916,4.96416503900376,0.000729047495976142,0.00580493905369479,"Eif1a","GSE104036","Mouse"
-0.465517798825307,4.30408818416127,0.000730150289190524,0.00581019982081795,"Nenf","GSE104036","Mouse"
-0.470596060727662,4.62163957184554,0.000730386367904399,0.00581019982081795,"Inpp5j","GSE104036","Mouse"
-0.57486873137566,4.46613065241086,0.000737265825730319,0.00586113205453858,"Ndufb3","GSE104036","Mouse"
0.813882547342669,2.86495561143886,0.000737473049873661,0.00586113205453858,"Slc22a4","GSE104036","Mouse"
1.70552763076528,-0.793099410421739,0.000739550314600408,0.0058749163841808,"Cxcl5","GSE104036","Mouse"
1.03734957113832,1.89699069995038,0.000741587525650224,0.00588757002958769,"Gm20642","GSE104036","Mouse"
-1.39614961449072,2.40247410666912,0.000741830387737369,0.00588757002958769,"Gm24233","GSE104036","Mouse"
1.13770727045104,2.78321269187878,0.000742866961553584,0.00589306730843549,"Atp8b1","GSE104036","Mouse"
-0.578709088887787,3.31781272874843,0.000744494854093872,0.00590324818366427,"Gm28042","GSE104036","Mouse"
-0.460649396580747,6.30858623052125,0.000744878092782458,0.00590355509705246,"Usp46","GSE104036","Mouse"
-0.395931299288525,6.08399873026242,0.000750289942437892,0.00594369771783323,"Nefm","GSE104036","Mouse"
-0.464124743232548,7.17030974003594,0.000750739190156442,0.00594450832871101,"Mmp17","GSE104036","Mouse"
1.0465867948741,2.83867763957693,0.000752255859679646,0.00595376635363082,"Vav1","GSE104036","Mouse"
0.537798629589925,5.4456887448189,0.000753339586215204,0.00595959086324909,"Hbs1l","GSE104036","Mouse"
0.546236160369834,4.7471978263807,0.000755979967288342,0.00597314268427753,"Gcc1","GSE104036","Mouse"
-0.394437872280248,7.69098151669993,0.000756036081262281,0.00597314268427753,"Anks1b","GSE104036","Mouse"
-0.381819010425334,7.44735451074514,0.000756098423238866,0.00597314268427753,"Ociad1","GSE104036","Mouse"
0.744762080632016,3.87781040981027,0.000758805063451477,0.00599176256324473,"Rce1","GSE104036","Mouse"
0.607610481145651,5.28566941638902,0.000763233057013845,0.00602395137352936,"Sgpl1","GSE104036","Mouse"
-0.413008618252501,8.00037414161386,0.000763975379639318,0.00602703412988937,"Kifc2","GSE104036","Mouse"
-0.4550134733219,10.8098963249345,0.000764790905395558,0.00603069128575835,"Calm1","GSE104036","Mouse"
0.587150329487095,4.62553971105438,0.00076736138945008,0.0060427632303436,"Tjp2","GSE104036","Mouse"
-0.623032585465801,5.05281216997458,0.000767365270582522,0.0060427632303436,"Vat1l","GSE104036","Mouse"
-0.440589651601765,7.88116792819816,0.00076737979511104,0.0060427632303436,"Mapt","GSE104036","Mouse"
2.50064813576391,0.895679608850364,0.00076791927532293,0.00604423370815728,"Clcf1","GSE104036","Mouse"
0.699144319182598,4.89027803027896,0.000769854912166616,0.00605668683194443,"Usp53","GSE104036","Mouse"
1.72601961207262,-1.39085077586801,0.000770343656279335,0.00605775059676292,"Opn1sw","GSE104036","Mouse"
1.61937961440261,-0.615738133292538,0.000773716540056044,0.00607872292183403,"Ckap2","GSE104036","Mouse"
0.980682451155232,1.77505824644519,0.000773720145463671,0.00607872292183403,"Gm17137","GSE104036","Mouse"
-0.978331588692535,2.03712586248478,0.000777106525381235,0.00610252993235906,"Gucy2g","GSE104036","Mouse"
-0.447908317087561,6.99198591577311,0.000779093113995613,0.00611532776377226,"Rap1gap","GSE104036","Mouse"
1.63824174397688,-0.984718883169652,0.000780503907130463,0.00612233711046994,"Gm13963","GSE104036","Mouse"
-0.517404282835169,5.69741409907633,0.000781046288981359,0.00612233711046994,"Strip1","GSE104036","Mouse"
0.512886891745561,5.19137218337381,0.000781058005455926,0.00612233711046994,"Rars","GSE104036","Mouse"
-0.527447776349672,4.8957261574127,0.000782616575458204,0.00613174898055616,"Maged2","GSE104036","Mouse"
1.07181932364412,0.593042833619568,0.000783293151149871,0.0061330840017464,"Gm12404","GSE104036","Mouse"
-0.417460428157605,7.08248494573176,0.000783502823450415,0.0061330840017464,"Jph3","GSE104036","Mouse"
1.24681818045955,0.533179977433917,0.000784568416507588,0.0061386209209395,"Gsta3","GSE104036","Mouse"
-0.659211820952723,2.38019571400042,0.000785513589021781,0.00614321102140038,"Cml1","GSE104036","Mouse"
0.850055248659729,1.81393333472385,0.00078646395854291,0.00614783755913903,"Mob3c","GSE104036","Mouse"
-0.501811694118475,5.72279641501796,0.000788310815095124,0.00615946457667804,"Dnajb5","GSE104036","Mouse"
0.482935315955235,6.0348818419737,0.000792782275098235,0.00619157898076949,"Pabpc1","GSE104036","Mouse"
-0.640900685779114,3.68536005858531,0.000795285520956295,0.00620829949958365,"Acot13","GSE104036","Mouse"
-0.536750308753332,4.60496526213077,0.000797426987355052,0.00622218188903862,"AI464131","GSE104036","Mouse"
0.840294001400055,2.60780583539559,0.000800410129800832,0.00624261610110936,"Pqlc3","GSE104036","Mouse"
0.673241054207884,3.77128159719538,0.000800966828120451,0.00624411583250406,"Efcab6","GSE104036","Mouse"
1.12154263481402,-0.126378874787783,0.000806820278468265,0.00628688743590437,"Arsi","GSE104036","Mouse"
1.16280223605523,-0.231606512015947,0.000808013826067352,0.00629332586802912,"Masp2","GSE104036","Mouse"
-0.403469235833666,6.61396936068311,0.000809030253718697,0.0062983795535983,"Neurl4","GSE104036","Mouse"
-0.666146238035328,3.33755782341388,0.00081000635536029,0.00630311484972687,"Slc30a10","GSE104036","Mouse"
0.538627755267575,4.27308781672279,0.00081067204859963,0.00630543148105069,"Rtel1","GSE104036","Mouse"
-0.564515076227629,7.06571895827061,0.000811136445047368,0.00630618102807924,"Tenm2","GSE104036","Mouse"
0.538607919748206,4.29637532848853,0.000812095166086879,0.00631077127931912,"Gpc6","GSE104036","Mouse"
-0.427202245287326,5.95666594382428,0.000812827342047156,0.00631359769083319,"Palm","GSE104036","Mouse"
-0.478166201236729,4.51405368311836,0.000814965590785221,0.00632733819578829,"Tpgs2","GSE104036","Mouse"
0.572955741587824,3.891422055756,0.000816065569862656,0.00633300884945499,"Casp2","GSE104036","Mouse"
0.72329212975805,5.37787184705332,0.000819087403641786,0.00635358201059394,"Amotl1","GSE104036","Mouse"
1.51057618231972,-0.219484651488318,0.000822182079249348,0.00637470132485863,"Akr1b8","GSE104036","Mouse"
-0.443019317227253,7.59054196726093,0.000823297668723963,0.00638046384151294,"Gdi1","GSE104036","Mouse"
0.473802399476337,4.25129318171487,0.000827131115732229,0.00640727471431815,"Rnf149","GSE104036","Mouse"
0.99222806269086,2.47652281909986,0.000827815825778676,0.0064079746722692,"Gm13833","GSE104036","Mouse"
-0.389085259016099,7.56440427580424,0.000827969414905399,0.0064079746722692,"Snap91","GSE104036","Mouse"
-0.419806418287763,9.69440405225325,0.000832508938347945,0.0064360302023691,"Pkm","GSE104036","Mouse"
0.66957827741807,2.87494125859466,0.000832550509715234,0.0064360302023691,"Heatr2","GSE104036","Mouse"
-0.442674974593386,6.11125624436341,0.000832721269836725,0.0064360302023691,"Mgat5b","GSE104036","Mouse"
2.21093136119561,-2.00308629504607,0.000833676232935815,0.00644050597446131,"F2","GSE104036","Mouse"
1.16330789779624,0.830241400846487,0.000838687412973315,0.0064762996040098,"Bcas3os1","GSE104036","Mouse"
1.06741932001337,0.36924524435907,0.000844175603541953,0.00651470128751593,"Gm17022","GSE104036","Mouse"
-0.482360865512,4.32134326948831,0.000844420867205888,0.00651470128751593,"Stard10","GSE104036","Mouse"
0.673146909559999,3.16652806924977,0.000846495545444274,0.00652776830386482,"Plekhh3","GSE104036","Mouse"
-0.659836316037357,3.94632994133477,0.000847436919328055,0.00653208799491058,"Tmem163","GSE104036","Mouse"
1.19606812792546,1.10532091847088,0.000848447518640143,0.00653693715463078,"Dll4","GSE104036","Mouse"
0.510209626343099,7.47026473658508,0.000848898652791929,0.00653747344520886,"Cpeb4","GSE104036","Mouse"
-0.414997238942537,5.41522475494469,0.000849541460936719,0.00653948469593472,"Rprd1a","GSE104036","Mouse"
-0.515801588507924,4.50918562263508,0.000850547718576359,0.00654429059623076,"Rab27b","GSE104036","Mouse"
-1.04336424114004,0.439605105909818,0.000851637596491265,0.00654912296884697,"Zfp493","GSE104036","Mouse"
1.45328568527201,-0.441470642099989,0.000851940186609857,0.00654912296884697,"Catsperg1","GSE104036","Mouse"
1.01413948175547,1.64085116184437,0.000854025051359701,0.00656220594396793,"Gm12141","GSE104036","Mouse"
-0.700842254376525,3.92066822109297,0.000855682689161917,0.00657199591160441,"Tmsb10","GSE104036","Mouse"
0.702719319220445,3.06533399061225,0.000860180014273775,0.00660191388871395,"Aaas","GSE104036","Mouse"
-0.636810214081625,4.68810186066584,0.000860348626407835,0.00660191388871395,"Slc17a6","GSE104036","Mouse"
0.838918063561184,4.04873105682012,0.000860786893966222,0.00660232024534969,"Ddit3","GSE104036","Mouse"
1.65520784929747,-0.798030502350777,0.000862221081294683,0.00661036162325923,"Zp2","GSE104036","Mouse"
-0.4005006902781,6.97562690304576,0.000866538374058545,0.00664048973143701,"Dctn2","GSE104036","Mouse"
0.480176750260033,5.22748649376246,0.000867464254020224,0.00664461331812094,"Aff1","GSE104036","Mouse"
1.08480309436802,3.86578852583063,0.000867857497228142,0.00664465514522083,"Cyr61","GSE104036","Mouse"
0.410828860671185,5.6288883799542,0.000869484647408175,0.00665355465490695,"Arrdc3","GSE104036","Mouse"
-0.470061377228255,4.79935155133234,0.000869796464954279,0.00665355465490695,"Limd2","GSE104036","Mouse"
-0.414843241886639,5.93449858868245,0.000876129977684919,0.00669599647934446,"Ppp2r2b","GSE104036","Mouse"
-0.729589088507988,2.37441914949836,0.000876284002035564,0.00669599647934446,"Fam198a","GSE104036","Mouse"
0.545291147617746,3.91328995683919,0.000876517076344886,0.00669599647934446,"Umps","GSE104036","Mouse"
0.53749675104095,4.92130635166398,0.000877312014267939,0.00669908260449248,"Arl14ep","GSE104036","Mouse"
-0.456635860761682,6.08376685842468,0.000878248438811053,0.00670324587929951,"Casd1","GSE104036","Mouse"
2.66901230614749,1.45998237086296,0.000880831913284318,0.0067199709858089,"Klk6","GSE104036","Mouse"
1.25264451571649,0.696803176717837,0.000881322190971566,0.00672071906644317,"Gm16060","GSE104036","Mouse"
0.70668749490136,5.77172094569916,0.000882985838670573,0.00673041029609443,"Prkab2","GSE104036","Mouse"
0.801713190166838,7.79845231490899,0.0008844705030495,0.00673872924399874,"Ahnak","GSE104036","Mouse"
1.01623478766598,1.74674148736522,0.000888891249940004,0.00676940069676532,"Adamts5","GSE104036","Mouse"
0.44340337421704,6.39922338894064,0.000889872504268799,0.00677386288789244,"Chd2","GSE104036","Mouse"
0.937955707112707,2.21242216513311,0.000890545766377263,0.00677597766735097,"Tpcn2","GSE104036","Mouse"
2.16149176111982,-0.77548098162918,0.00089158382340935,0.00677710491422604,"Slfn3","GSE104036","Mouse"
-0.396873398198298,7.85315230402371,0.000891796160422179,0.00677710491422604,"Grin2a","GSE104036","Mouse"
-0.42533899400163,10.3196137992935,0.000891993553896424,0.00677710491422604,"Adcy1","GSE104036","Mouse"
0.855657056327775,1.04816097359157,0.00089227596653014,0.00677710491422604,"Hspb6","GSE104036","Mouse"
0.973123953669134,2.54262804527332,0.000894657066787641,0.00679217937058318,"Pdlim4","GSE104036","Mouse"
1.3883115729938,-0.517761642087551,0.0008993921188794,0.00682510361248827,"Tex14","GSE104036","Mouse"
0.840262796525142,5.00896857331629,0.000902121462610217,0.0068427849764613,"Itga6","GSE104036","Mouse"
-0.383984554187043,7.95011247098337,0.000903749418193182,0.00685210012422131,"Gpr158","GSE104036","Mouse"
0.540346548588323,4.15406129309385,0.000906385463427619,0.00686904684468477,"Gabpa","GSE104036","Mouse"
-0.511403138877856,5.13077645830714,0.000908429619743679,0.00688149493117062,"St6galnac5","GSE104036","Mouse"
0.674204656146567,3.67979405483511,0.000910684377660303,0.00689552665099836,"Map3k1","GSE104036","Mouse"
-1.24962082557229,3.39016908540384,0.000918123289430046,0.00694644558429206,"Gm23245","GSE104036","Mouse"
0.600831521219051,3.13608877574033,0.000918219973645842,0.00694644558429206,"Gm28047","GSE104036","Mouse"
-0.44471990462419,4.88954807758404,0.000921788537315887,0.00697036477798223,"Zcchc17","GSE104036","Mouse"
0.553496610490248,3.65219648040142,0.000922320581667332,0.00697131149839865,"Frmd8","GSE104036","Mouse"
-0.44127634041761,6.47975937378302,0.000928370609383997,0.0070139463808619,"Sgtb","GSE104036","Mouse"
-0.487773353660549,6.08258892179099,0.000929934827014563,0.00702087679336285,"Pnkd","GSE104036","Mouse"
1.38957251258317,-0.464067701556703,0.000930107401280051,0.00702087679336285,"Slc35d2","GSE104036","Mouse"
1.07703357233271,0.840544121405741,0.000930703070109192,0.00702227965932233,"Gch1","GSE104036","Mouse"
0.407007537408841,5.31850702444018,0.000932441357901858,0.00703229870935226,"Mdm4","GSE104036","Mouse"
-0.487971871664963,6.33281724946133,0.000932948067421002,0.00703302469655032,"Gprc5b","GSE104036","Mouse"
0.54423907921419,5.49001494437024,0.00093794431052514,0.00706757949025869,"Nfrkb","GSE104036","Mouse"
1.73772472278131,2.24066325900662,0.000939331358252395,0.00707491992248562,"Adcy4","GSE104036","Mouse"
-0.577721363864598,4.4788744749364,0.00094150775576494,0.0070881965707523,"Gng3","GSE104036","Mouse"
-0.442303884330319,5.17939975111603,0.000944552270040483,0.00710799435535515,"Ankrd13d","GSE104036","Mouse"
-0.407354625705658,7.61277839015236,0.000947939102200654,0.00713034965592986,"Ppm1e","GSE104036","Mouse"
0.903837485870056,1.93652838260118,0.000949418668394213,0.00713834527553086,"Nfatc1","GSE104036","Mouse"
1.63568765154,-0.4769270436983,0.000950650716134588,0.00714447369340621,"A630001G21Rik","GSE104036","Mouse"
0.540981867482664,4.48983811340476,0.000951620609480037,0.00714862741930751,"Kpna2","GSE104036","Mouse"
0.438466464681782,5.67664799683119,0.000954248338355883,0.00716522580093254,"Srrm1","GSE104036","Mouse"
0.749908328672279,2.01178616443893,0.000955104694363671,0.00716851464648336,"St6galnac2","GSE104036","Mouse"
-0.44166765814423,6.2167819414281,0.000956606690747744,0.0071766443283549,"Pfdn5","GSE104036","Mouse"
0.41336339510993,5.08515971126625,0.00095803589970884,0.00718172961943233,"Smurf2","GSE104036","Mouse"
0.551374935419095,3.72181605897703,0.0009581227843608,0.00718172961943233,"Cdon","GSE104036","Mouse"
-0.474880232919327,4.57425955770962,0.00096030918566391,0.00719497065865811,"Snrpd2","GSE104036","Mouse"
-0.395892152451327,8.20252743925168,0.000960733755905015,0.00719500564136033,"Ppp2r1a","GSE104036","Mouse"
0.53496780064622,5.39981867878273,0.000961506641881575,0.00719764801600734,"Klhl29","GSE104036","Mouse"
-0.478335552781513,5.59750067342845,0.000962449463174674,0.00720155962947513,"Slc30a3","GSE104036","Mouse"
0.746585060094106,3.47017298071949,0.000964830756120858,0.0072162265413055,"Prox1","GSE104036","Mouse"
1.3573942517059,1.17421089016901,0.000965633312508897,0.00721907801476437,"Icam2","GSE104036","Mouse"
-0.415433199442455,8.60955673070748,0.000967288251886003,0.00722829664023841,"Snord17","GSE104036","Mouse"
-0.957514053911762,2.60974515344007,0.000967911526445847,0.00722980122303818,"Moxd1","GSE104036","Mouse"
-0.599763661263261,3.10249195195024,0.000969895016634915,0.00723929879471878,"Syt10","GSE104036","Mouse"
-0.487226297567289,4.72245414449474,0.000970400327463592,0.00723929879471878,"Ndufa3","GSE104036","Mouse"
-0.406712992291561,5.22580678519039,0.000970778099786954,0.00723929879471878,"Gbas","GSE104036","Mouse"
-0.457025407885066,4.66928637987494,0.000970872986884375,0.00723929879471878,"Slc16a7","GSE104036","Mouse"
0.707204969867469,4.36744696364752,0.000971669645315699,0.00724208759133732,"Cldn5","GSE104036","Mouse"
0.986753982953676,3.25009904291276,0.000972529239683182,0.00724534283563971,"Galnt6","GSE104036","Mouse"
-0.474450425021445,7.07668677514516,0.000973633457428777,0.00725041690266932,"Bcan","GSE104036","Mouse"
-0.563163544408538,5.48631480013472,0.000975337496180426,0.00725995134537428,"Slc39a12","GSE104036","Mouse"
-0.583918891794473,4.29569223753314,0.000975762235089661,0.00725995913949689,"Decr2","GSE104036","Mouse"
0.766977740881071,2.15202513290644,0.000978903500347761,0.00727745307322193,"Ccdc77","GSE104036","Mouse"
-0.643573348152259,2.80497198821478,0.000978962902467263,0.00727745307322193,"Cryl1","GSE104036","Mouse"
0.602326598772722,4.69230926041089,0.000980072170770877,0.00728253974248005,"Tbp","GSE104036","Mouse"
-1.83301530390765,1.21699004420525,0.000980890872599679,0.00728546385001972,"Gm23502","GSE104036","Mouse"
0.858723242522323,1.88647008500477,0.000983007877373199,0.00729802425424166,"4933407K13Rik","GSE104036","Mouse"
1.02515299475677,3.62602158494997,0.000984717937373582,0.00730755385746917,"Nid1","GSE104036","Mouse"
-0.417425606335184,5.66326068591816,0.000986116598737674,0.00731476533306063,"Tmub2","GSE104036","Mouse"
-0.430727939599072,7.12732399652761,0.000987750928678562,0.00732237131310539,"Gtf2i","GSE104036","Mouse"
1.14815539606133,0.754874060692191,0.000987996642888805,0.00732237131310539,"Gm14421","GSE104036","Mouse"
-0.440307754052951,5.48652030668654,0.000991819293239529,0.00734752424974463,"Nipa1","GSE104036","Mouse"
-0.36631974881083,7.3466144190404,0.000997149484638009,0.00738381867730003,"Slc4a8","GSE104036","Mouse"
-0.408805774552925,7.01498360009747,0.000998159743753088,0.00738534788080889,"Stk25","GSE104036","Mouse"
-0.400754426021739,6.66553597008626,0.000998218015287621,0.00738534788080889,"Lphn2","GSE104036","Mouse"
0.628606605361656,3.02371684763823,0.000998933522704004,0.00738745183924605,"Lair1","GSE104036","Mouse"
-0.512782166273867,4.81687370397196,0.00100370187471971,0.00741951321109676,"Rit2","GSE104036","Mouse"
-0.442051963643225,5.28625690283899,0.00100765487780189,0.00744552235064052,"Abcg4","GSE104036","Mouse"
-0.526981792559182,3.86435540925601,0.00100957450255872,0.00745546882038792,"Arsg","GSE104036","Mouse"
-1.76879188944164,0.765375825117963,0.00100987120701023,0.00745546882038792,"Gm23639","GSE104036","Mouse"
0.849073560850874,3.13373751870243,0.00101117884847583,0.00746159270084637,"Trim56","GSE104036","Mouse"
-0.384757606066784,8.76216540014141,0.00101186972079308,0.00746159270084637,"Aplp2","GSE104036","Mouse"
-0.531178538391306,4.37910333253151,0.00101200708705964,0.00746159270084637,"Esrrg","GSE104036","Mouse"
-0.394016172573243,8.63442296813677,0.0010148006701442,0.00747897182061115,"Aco2","GSE104036","Mouse"
1.0234490553355,2.48003226232594,0.00101536770513192,0.00747993363174353,"Mgst1","GSE104036","Mouse"
-0.452808783180645,4.6354035081529,0.00101766252728604,0.00749361727763058,"Atp5l","GSE104036","Mouse"
0.478428772773394,5.79704385377323,0.0010186935607394,0.00749737897867883,"March7","GSE104036","Mouse"
0.588235259277332,6.41380577016869,0.00101904847629664,0.00749737897867883,"Mapk6","GSE104036","Mouse"
-0.352414964587132,7.82747231214889,0.00102164418354219,0.00751325025107097,"Rims1","GSE104036","Mouse"
-0.450751724359813,8.78835114363232,0.00102237144492437,0.00751537310543936,"Napb","GSE104036","Mouse"
-0.393811300519781,6.02641146372048,0.00102291610289794,0.007516152411302,"Rab1b","GSE104036","Mouse"
1.36851662878995,-0.436206044422638,0.00102489293790363,0.00752744984611172,"Gm16103","GSE104036","Mouse"
-0.381584801401783,8.6784242450781,0.00102552606834233,0.00752887282821158,"Strbp","GSE104036","Mouse"
-0.69815272666539,2.1952424402175,0.00102817958477451,0.00754512085015474,"D630003M21Rik","GSE104036","Mouse"
-0.993971361732482,2.13352818851432,0.00103151055001189,0.00756632417570795,"Fmod","GSE104036","Mouse"
-0.454253672119895,5.15062074055774,0.00103249678199854,0.00757031765491868,"Arhgef28","GSE104036","Mouse"
1.58017919396213,4.74058964299227,0.00103472899744815,0.00758280449758409,"Hspg2","GSE104036","Mouse"
1.20220743785892,0.0921948718481789,0.00103531514431292,0.00758280449758409,"5730559C18Rik","GSE104036","Mouse"
-0.429099304126127,6.7125935700527,0.00103552743065928,0.00758280449758409,"Arhgap44","GSE104036","Mouse"
0.447295841095695,5.44294741292971,0.00103682096005705,0.00758903338341632,"Mfn1","GSE104036","Mouse"
-0.905685061796457,3.31225933116143,0.00104117038233091,0.00761625351804339,"Myl4","GSE104036","Mouse"
1.59722678043242,-1.35072386057163,0.00104183855982246,0.00761625351804339,"Spn","GSE104036","Mouse"
-0.433298256762707,7.25625636135042,0.00104187325627626,0.00761625351804339,"Atxn7l3","GSE104036","Mouse"
-0.505597063559992,5.55780397277373,0.00104534071599964,0.00763834250262426,"Lsm14b","GSE104036","Mouse"
2.07695874872123,-1.48578934117893,0.00104880563284447,0.00766039408303068,"Gm16239","GSE104036","Mouse"
-0.461853909860657,4.91636930196121,0.00104985954850521,0.00766482461169016,"Prelid1","GSE104036","Mouse"
1.29103470188442,1.67034976182279,0.00105096356692874,0.00766698723525009,"Lrg1","GSE104036","Mouse"
2.10683129889742,-1.4200122611762,0.00105142064856175,0.00766698723525009,"Serpinf2","GSE104036","Mouse"
0.638300350034199,2.71603888745045,0.00105178290961427,0.00766698723525009,"Zscan29","GSE104036","Mouse"
-0.925722757651502,2.33380508172536,0.00105200296107849,0.00766698723525009,"Neu4","GSE104036","Mouse"
-0.574248796980242,4.23667851886809,0.00105266475218767,0.00766698723525009,"Ptprr","GSE104036","Mouse"
1.50741519803376,-0.780171479122387,0.00105284044146737,0.00766698723525009,"Oas2","GSE104036","Mouse"
-0.444266345171871,8.67260850841874,0.00105388109382049,0.00766860792044831,"Rasgrp1","GSE104036","Mouse"
1.04919143786554,1.19209828731409,0.00105424717028415,0.00766860792044831,"Orc1","GSE104036","Mouse"
0.513309018042849,3.82247572806886,0.00105440561777509,0.00766860792044831,"Isg20l2","GSE104036","Mouse"
0.954740279451992,0.532209066762647,0.00105512180473593,0.00767056093515068,"Gm15832","GSE104036","Mouse"
-0.417082095769607,5.73784347918788,0.00105929920993944,0.00769766410615452,"Fndc4","GSE104036","Mouse"
0.514593694644464,4.71928730809631,0.00106468721818994,0.00773353772093452,"Hnrnpf","GSE104036","Mouse"
-0.421366052643384,6.27758398678473,0.00106525650774324,0.00773421181020158,"Rab5b","GSE104036","Mouse"
1.24640385536509,0.809130130607291,0.00106568275949145,0.00773421181020158,"Mamdc2","GSE104036","Mouse"
-0.461022464376559,6.31700051487402,0.00106716154599318,0.00773947453567476,"Myl12b","GSE104036","Mouse"
-0.427066645196059,6.52823048656504,0.00106731125344613,0.00773947453567476,"Extl2","GSE104036","Mouse"
0.455926868474942,4.89426530512186,0.00107016016311137,0.00775685042086014,"Tars","GSE104036","Mouse"
0.492676407234485,4.21168599709581,0.00107600171328714,0.00779518869172144,"Col12a1","GSE104036","Mouse"
1.4481510357157,-0.842214439666545,0.00107658300387203,0.00779518869172144,"Bhlha15","GSE104036","Mouse"
-0.406493953656131,5.86379335799358,0.00107681421845957,0.00779518869172144,"Atp5g1","GSE104036","Mouse"
-0.46674423044805,4.57745318793227,0.00107760264081555,0.00779760187938111,"Map6d1","GSE104036","Mouse"
1.02019283693816,0.405339539501807,0.00107828001082648,0.00779920978704591,"Cdk2","GSE104036","Mouse"
-0.472228101260313,4.69573335414382,0.00108010444630458,0.00780910957275482,"Cops6","GSE104036","Mouse"
0.629186020648678,2.90325302832735,0.00108318238819171,0.00782647235223855,"Nipal2","GSE104036","Mouse"
0.579747870642868,5.33156276636004,0.00108341945838984,0.00782647235223855,"Rad54l2","GSE104036","Mouse"
0.433160586957404,4.79080096653135,0.00108460742600373,0.00782916448527493,"Bnip2","GSE104036","Mouse"
1.07522161729244,0.837283269063541,0.0010847059520305,0.00782916448527493,"Mettl21c","GSE104036","Mouse"
-0.658708078194491,4.48901223630645,0.00108933862201286,0.00785929148976436,"Dcc","GSE104036","Mouse"
-0.457704744220613,4.63208235748207,0.00109297119804586,0.00788218075695113,"Cdk10","GSE104036","Mouse"
1.47002232340772,-0.0683313992593258,0.00109559790722772,0.00789779980662471,"Micall2","GSE104036","Mouse"
-0.394406889961297,6.97846348667714,0.0010969606176298,0.00790151933145483,"Ube2o","GSE104036","Mouse"
0.990542371562728,2.3140531095348,0.00109703615345965,0.00790151933145483,"Cdc42ep1","GSE104036","Mouse"
0.447355575000052,4.42589273577145,0.00109833617557047,0.00790755897831931,"Ell2","GSE104036","Mouse"
1.48607142808607,-0.555904352194748,0.00110372769986675,0.00794064612849937,"Rdh1","GSE104036","Mouse"
0.535560205120584,3.90809620290726,0.00110385871479927,0.00794064612849937,"Whamm","GSE104036","Mouse"
0.689495939401916,5.04710519870793,0.00110460184569137,0.00794265741750806,"C1qb","GSE104036","Mouse"
-0.448176282598398,5.89317169666658,0.00110552330912452,0.00794594878433251,"Slitrk3","GSE104036","Mouse"
-1.50155188447481,-0.316124750871153,0.00110710588875417,0.00795398717140576,"Serpina3g","GSE104036","Mouse"
1.83720150091431,-0.754808140305871,0.00110758935380327,0.00795412555633657,"Mcemp1","GSE104036","Mouse"
-0.991498646553729,2.30877883819639,0.00110839893653167,0.00795660485021789,"Ano2","GSE104036","Mouse"
0.904607412301167,1.83208690709796,0.00111003413565471,0.00796500624557934,"Arhgap30","GSE104036","Mouse"
0.519788072213931,4.46336995789154,0.00111176621265519,0.00797409545996092,"Stard9","GSE104036","Mouse"
-0.622093119102725,3.57424967404894,0.00111512005062121,0.00799480421229895,"Tppp3","GSE104036","Mouse"
