"logFC","AveExpr","t","P.Value","adj.P.Val","B","Probe","Dataset","Species"
0.057509299108246,8.04278283473091,1.38990224289807,0.168785536695189,0.52153646563417,-5.22666328532831,"ILMN_3840750","GSE37587","Human"
-0.202660379609487,8.65996316539274,-3.3133123603421,0.00143716012118695,0.0418101830713798,-1.21372494317916,"ILMN_3060154","GSE37587","Human"
0.0587649057229736,7.5374485117666,2.8015561528958,0.00650774833792374,0.103327879920781,-2.54828177217386,"ILMN_6450255","GSE37587","Human"
-0.0519770865435672,7.91754622816562,-1.44242545202548,0.153462308897433,0.501009302576913,-5.15664419275043,"ILMN_2570615","GSE37587","Human"
-0.0114589235819804,7.45983490751273,-0.504368571791266,0.615522466103835,0.861958025228497,-6.02641243825947,"ILMN_1580181","GSE37587","Human"
-0.0271581827581663,7.62196439089388,-1.39941551849392,0.165926400793511,0.517846548837774,-5.21416299434963,"ILMN_5220554","GSE37587","Human"
0.00421813392837291,7.52976232709582,0.17596587295022,0.860808318882824,0.95691952416609,-6.13437674266233,"ILMN_5390438","GSE37587","Human"
0.0254868876025711,7.7337094917486,0.926422881362295,0.357281109405689,0.707418374215522,-5.7363195669002,"ILMN_6420681","GSE37587","Human"
0.00712068904500776,7.55685655267498,0.267100661850542,0.790145312005564,0.933628180184408,-6.11483909412349,"ILMN_2370438","GSE37587","Human"
0.0470851966671378,7.61929058989319,1.75500261818538,0.0834573899710164,0.380885611968182,-4.6899632078793,"ILMN_4050154","GSE37587","Human"
0.025755551030618,7.45133426076098,1.23686757498195,0.220103333167494,0.582454678094044,-5.41659877925937,"ILMN_1740066","GSE37587","Human"
-0.00268808877222888,7.62630434804528,-0.101605449932618,0.919348614089777,0.97506126311511,-6.14436811742241,"ILMN_4830092","GSE37587","Human"
0.00271423082828203,7.60108674482729,0.105617331368709,0.916175858359066,0.974745629587814,-6.14396562660804,"ILMN_3610072","GSE37587","Human"
0.0161039563333863,7.84558231232931,0.525605211450498,0.600756629522092,0.85591328194831,-6.01586123752536,"ILMN_2260458","GSE37587","Human"
0.0372166619226896,7.67799094196303,1.62703836151094,0.108041086816578,0.429945197430634,-4.89125352683704,"ILMN_2750020","GSE37587","Human"
0.0125543907300784,7.74973285320015,0.53878391877454,0.591676393744014,0.851117692906277,-6.00909648486085,"ILMN_2750273","GSE37587","Human"
0.0315582768524053,7.66955340408012,1.23801487894062,0.219680126948617,0.582004623177726,-5.4152534102216,"ILMN_4560202","GSE37587","Human"
-0.0178135057286146,7.39554209542099,-0.804728978518947,0.423591071361114,0.753033739514421,-5.83724063362981,"ILMN_5360113","GSE37587","Human"
-0.0195292159680359,7.57192855819374,-0.657684591431001,0.512810824648119,0.811793734861727,-5.94056652871799,"ILMN_6180500","GSE37587","Human"
0.0334817147864514,7.98155377063267,0.867928028753439,0.388280002925822,0.727619967342442,-5.78656276258365,"ILMN_60689","GSE37587","Human"
-0.00548848299059372,8.24638304489299,-0.110300902609949,0.912473630688003,0.974229223294193,-6.14347603822292,"ILMN_1580504","GSE37587","Human"
0.0424050058767458,7.69361624263666,1.74602544727665,0.0850164073069282,0.383864805383076,-4.70454087006451,"ILMN_6200619","GSE37587","Human"
-0.242125087967259,8.59175048173566,-4.09270720010122,0.000108801475418662,0.00834014405325034,1.11603647584896,"ILMN_7210327","GSE37587","Human"
-0.011319778694794,7.57180757436955,-0.49653209732214,0.621012005724239,0.864343007796954,-6.03019680932155,"ILMN_1780408","GSE37587","Human"
-0.0221388592321975,7.72384252741713,-0.8709957998526,0.386613810246077,0.72632054955519,-5.78400734245295,"ILMN_520039","GSE37587","Human"
-0.0241449116481758,7.54230301129062,-1.0368565107507,0.303227516801295,0.66108018260332,-5.63277034308336,"ILMN_1110326","GSE37587","Human"
0.0388122857517562,7.59378469811822,1.60948398587457,0.111829855151174,0.436743406481548,-4.91776828722495,"ILMN_4220717","GSE37587","Human"
-0.00180120404291193,7.68694434831246,-0.0740983438922269,0.9411349444454,0.982215856841042,-6.14670810762077,"ILMN_6860170","GSE37587","Human"
0.101590320491372,8.70764408077326,2.35766836241961,0.0210743250634582,0.194643926254403,-3.55978314033818,"ILMN_4610048","GSE37587","Human"
0.00666791613227138,7.5254465064701,0.290511507624584,0.772249232804863,0.926313917653713,-6.10852512472916,"ILMN_1070703","GSE37587","Human"
0.161976857036989,10.2224750227294,1.6483879415637,0.103573696017251,0.421940686614235,-4.85864733985304,"ILMN_290603","GSE37587","Human"
-0.0440808393208913,8.82737703938825,-0.888763624695857,0.377051442388461,0.719966433166894,-5.76903348526872,"ILMN_60154","GSE37587","Human"
0.105010022676359,8.53218309826372,2.66516902911486,0.0094682611318068,0.127338768544053,-2.87425839847444,"ILMN_4560681","GSE37587","Human"
0.0432723167466946,8.85228084559844,0.682682123844894,0.496969984710737,0.80239331394133,-5.92444627644836,"ILMN_4150561","GSE37587","Human"
0.0317900338356995,9.40756519614746,0.317682376704992,0.751633441268334,0.919136370607647,-6.10053401992971,"ILMN_7040717","GSE37587","Human"
-0.0151330160239542,7.78914558516746,-0.512915994767696,0.609559848762241,0.85895351062809,-6.02221766583704,"ILMN_1500465","GSE37587","Human"
0.139455533656117,10.1690740277061,1.71120243427255,0.0912929612509686,0.397266567873595,-4.76043951833526,"ILMN_6020372","GSE37587","Human"
-0.0854614652640706,8.18857416263071,-1.4098988283981,0.162818953662142,0.513544390507679,-5.2002947628074,"ILMN_5550132","GSE37587","Human"
-0.027170484964656,7.7024043934662,-0.976150781610078,0.332215757792095,0.686049730987279,-5.69109440638833,"ILMN_6370746","GSE37587","Human"
-0.0109118920505506,7.63716753806161,-0.503312544910195,0.616260955221901,0.862075013023715,-6.02692584207448,"ILMN_1110025","GSE37587","Human"
0.0164160154451721,7.98850297459927,0.399473533643773,0.690711492765696,0.895115775056327,-6.07218436640973,"ILMN_1230592","GSE37587","Human"
0.00962257750863092,8.22646080793399,0.0994356929839513,0.921065093925183,0.975757808735475,-6.14457930596772,"ILMN_6580291","GSE37587","Human"
-0.0853906638983645,8.29465199102384,-2.05663221931015,0.0432986639606727,0.277548545725801,-4.16099595851527,"ILMN_2000220","GSE37587","Human"
-0.412729614870067,11.0220673119558,-2.66847956203606,0.00938382493032854,0.126735495344656,-2.86650180342274,"ILMN_4060358","GSE37587","Human"
-0.049392518149521,7.69887476270312,-1.44101718708878,0.153858580063175,0.501704345511913,-5.15855351415452,"ILMN_7550128","GSE37587","Human"
-0.00583397561378861,7.76725534268419,-0.214020871130383,0.831127866980246,0.947900771997415,-6.12719450023675,"ILMN_2320403","GSE37587","Human"
-0.0133600144318636,7.63022601820091,-0.570519542245904,0.570078566746594,0.840117585057113,-5.99212485357869,"ILMN_4570152","GSE37587","Human"
-0.0297883012331371,7.74050038584124,-1.06368660629176,0.290979070371836,0.650269433842717,-5.6059058378775,"ILMN_4900711","GSE37587","Human"
-0.112332761436203,7.81932841186381,-1.32424980899185,0.189554267209325,0.546539225306999,-5.31072503812967,"ILMN_1780537","GSE37587","Human"
0.0114281928861082,7.6681744084905,0.532968181288289,0.595675553369457,0.852824645675847,-6.01210224048604,"ILMN_450333","GSE37587","Human"
0.119166753077115,8.17285261657466,1.98759545107199,0.0506105479360389,0.29657090080122,-4.28869142175973,"ILMN_2320243","GSE37587","Human"
0.078218874812532,7.94727115993639,2.40651268420131,0.0186388444715563,0.183552586805198,-3.45559987027143,"ILMN_430402","GSE37587","Human"
0.071724507480585,8.26561894242428,1.27289785589246,0.207096068151393,0.567058114501821,-5.37377921188134,"ILMN_6650504","GSE37587","Human"
0.0239223768443196,7.79751191008252,0.832869310321424,0.407636966847673,0.741710609237521,-5.81513916118694,"ILMN_3450278","GSE37587","Human"
-0.0502095100043385,7.70384781973392,-1.61200779062899,0.111278645091042,0.435788065569661,-4.91397266612841,"ILMN_3780445","GSE37587","Human"
0.0426350841598663,7.93789217235586,1.0466576430436,0.298713153022805,0.657077865566933,-5.62303373070599,"ILMN_7650253","GSE37587","Human"
0.0232237662176068,7.59982974980954,0.86171868738559,0.391666107932425,0.730104746280799,-5.79170806898704,"ILMN_5810209","GSE37587","Human"
-0.0572654659430312,7.96455989543394,-1.16456117138435,0.247991000641558,0.61060596574707,-5.49897337580668,"ILMN_6940519","GSE37587","Human"
0.000859230300064864,7.5060281572342,0.0326314493980815,0.974057608651376,0.992075253419891,-6.14885101779748,"ILMN_1710193","GSE37587","Human"
-0.0499865748431728,9.57611830765872,-0.366742680733672,0.71487260573792,0.904403830794975,-6.08430240236412,"ILMN_2570100","GSE37587","Human"
0.0865680459205796,7.66187873495654,3.1584029896018,0.00230823041792927,0.0566232003822229,-1.63550108679439,"ILMN_5810091","GSE37587","Human"
-0.0177826098979975,7.58994760101381,-0.751712311020962,0.454642550931321,0.773535609439328,-5.87685259914931,"ILMN_150035","GSE37587","Human"
0.031843686907683,7.93369685315102,1.19534760141718,0.235822714171239,0.59824028795461,-5.46448208108361,"ILMN_4730370","GSE37587","Human"
0.0454353829339978,7.72581884544236,1.53134859699097,0.130008591571904,0.467626194110273,-5.03253768403793,"ILMN_5220386","GSE37587","Human"
-0.0524182848053614,8.14433055996854,-0.80064601672525,0.425936499932098,0.754960135826177,-5.84038547464601,"ILMN_4210039","GSE37587","Human"
-0.369350889591814,8.88510197973893,-3.95121336285155,0.000177816369167189,0.0113360522271392,0.669392050803491,"ILMN_4810048","GSE37587","Human"
0.077358100600626,7.78270139994643,2.21349365861361,0.0299908097762676,0.233522792393032,-3.85660900454203,"ILMN_7330332","GSE37587","Human"
0.0440245645029902,7.66767130330677,1.1546137795531,0.252016950697818,0.614654599789183,-5.50993285866752,"ILMN_1070594","GSE37587","Human"
0.000340872392129564,7.65518276997574,0.0146518744648499,0.988349912056909,0.996596994930452,-6.14926266068066,"ILMN_650376","GSE37587","Human"
0.0651070199733686,8.21237879757102,1.5877051118465,0.116678289138663,0.444091920938911,-4.95029257172475,"ILMN_2810367","GSE37587","Human"
-0.201753714362897,9.02318214628524,-3.36049241978498,0.00124062482352228,0.0386215324185596,-1.08234702924086,"ILMN_5700286","GSE37587","Human"
0.00348974371360324,7.85957328279212,0.120098799762869,0.904735039468384,0.971548557748158,-6.14238316626258,"ILMN_3990592","GSE37587","Human"
-0.0369085919561309,7.62702825334685,-1.52673745175573,0.131150660398,0.469696387209816,-5.03914422209423,"ILMN_2600315","GSE37587","Human"
0.0252900665365826,7.83686251681239,0.67743883811707,0.500270433266729,0.804114089625579,-5.9278767224214,"ILMN_5290598","GSE37587","Human"
0.103439131756835,8.15223967025366,1.69933209537329,0.0935175109600238,0.40211710102723,-4.77925754432337,"ILMN_6900241","GSE37587","Human"
0.047242495698953,7.58620201519876,2.26992735251181,0.0261673328241121,0.218059535117213,-3.74234358310045,"ILMN_580707","GSE37587","Human"
-0.0132797562697704,7.87827073054412,-0.464602880063737,0.643599581418336,0.874495476446948,-6.04500745911703,"ILMN_1500187","GSE37587","Human"
-0.00349595105622702,8.06071046569947,-0.116932355737534,0.907234992504067,0.972487725633265,-6.14274651784599,"ILMN_650646","GSE37587","Human"
0.0366194761650142,7.64573719155003,1.70940837860292,0.0916263630717698,0.397676051013818,-4.76329135858304,"ILMN_110138","GSE37587","Human"
-0.0316133139402636,7.76443442063923,-1.12868674211299,0.262728188935042,0.625021914465694,-5.53807225451313,"ILMN_2600541","GSE37587","Human"
0.00455805912604311,7.72286557964235,0.161096036221084,0.872463073618586,0.96037757532993,-6.13680266052785,"ILMN_4290608","GSE37587","Human"
-0.0548631919753535,7.82976163438515,-2.07363537021558,0.0416442872322458,0.273954414077292,-4.12895271955231,"ILMN_6290348","GSE37587","Human"
-0.0257246675496505,8.70512397345545,-0.289266521243369,0.773197932438151,0.926589521530088,-6.10887421775258,"ILMN_3990441","GSE37587","Human"
