"Name","Score","Gene"
"1388484_at",0.00312019879509341,"1388484_at"
"1371499_at",0.00312019879509341,"1371499_at"
"1372565_at",0.00312693310019367,"1372565_at"
"1368518_at",0.00313367455086211,"1368518_at"
"1374137_at",0.00314042314673114,"1374137_at"
"1370213_at",0.00314717888743319,"1370213_at"
"1371340_at",0.00315394177260072,"1371340_at"
"1379425_at",0.00318106475057452,"1379425_at"
"ILMN_1684982",0.00319628415997159,"ILMN_1684982"
"ILMN_7550041",0.00319628415997159,"ILMN_7550041"
"1373204_at",0.00319628415997159,"1373204_at"
"1368813_at",0.00319628415997159,"1368813_at"
"1375971_at",0.00320830201059278,"1375971_at"
"1371189_x_at",0.00321512917941044,"1371189_x_at"
"1398349_at",0.00322880493904903,"1398349_at"
"1367939_at",0.00324250925890879,"1367939_at"
"1367610_at",0.00327000356753299,"1367610_at"
"1391977_at",0.00330453205219581,"1391977_at"
"1385426_at",0.00331145915863853,"1385426_at"
"1388134_at",0.00333923893719679,"1388134_at"
"1383119_at",0.00335317163300513,"1383119_at"
"1372930_at",0.00336713286258114,"1372930_at"
"1369934_at",0.0033881282013311,"1369934_at"
"1367696_at",0.0033881282013311,"1367696_at"
"1367628_at",0.00339514091128139,"1367628_at"
"ILMN_1715273",0.00339598829728107,"ILMN_1715273"
"ILMN_5570088",0.00339598829728107,"ILMN_5570088"
"1387343_at",0.00339598829728107,"1387343_at"
"1374540_at",0.00340216075246963,"1374540_at"
"1379935_at",0.00340216075246963,"1379935_at"
"1370333_a_at",0.00340918772452853,"1370333_a_at"
"1387346_at",0.0034162218270908,"1387346_at"
"1370613_s_at",0.0034303114222563,"1370613_s_at"
"1373490_at",0.0034444295350279,"1373490_at"
"1368073_at",0.00347984956220262,"1368073_at"
"1372914_at",0.00348695494959892,"1372914_at"
"1373823_at",0.0034940674634588,"1373823_at"
"1373889_at",0.00351544776014795,"1373889_at"
"1367596_at",0.00356558447677254,"1367596_at"
"1369186_at",0.00357277535749764,"1369186_at"
"ILMN_1659753",0.00359568495069026,"ILMN_1659753"
"ILMN_70674",0.00359568495069026,"ILMN_70674"
"1394673_at",0.00359568495069026,"1394673_at"
"1373657_at",0.00365234502050675,"1373657_at"
"1387888_at",0.00365962134169351,"1387888_at"
"1373225_at",0.00365962134169351,"1373225_at"
"1377835_at",0.00371075486371653,"1377835_at"
"1380077_at",0.00373277596388819,"1380077_at"
"1367573_at",0.00376962007226251,"1367573_at"
"1382680_at",0.00376962007226251,"1382680_at"
"1368930_at",0.00377701023184795,"1368930_at"
"ILMN_1788931",0.00379537412038614,"ILMN_1788931"
"ILMN_4150500",0.00379537412038614,"ILMN_4150500"
"1392557_at",0.00379922337982053,"1392557_at"
"1367561_at",0.00381406769914657,"1367561_at"
"1376150_at",0.00381406769914657,"1376150_at"
"1371785_at",0.00382150052391216,"1371785_at"
"1373499_at",0.00382894045825694,"1373499_at"
"1368308_at",0.00383638750181402,"1368308_at"
"1368838_at",0.00385130291509754,"1368838_at"
"1387221_at",0.00385877128409025,"1387221_at"
"1389477_at",0.00386624676082778,"1389477_at"
"1371688_at",0.00387372934494327,"1371688_at"
"1391063_at",0.00391124886335085,"1391063_at"
"1388393_at",0.00391124886335085,"1388393_at"
"1374775_at",0.00391877408403062,"1374775_at"
"1371232_a_at",0.00392630640952058,"1371232_a_at"
"1373072_at",0.00393384583945393,"1373072_at"
"1368000_at",0.00398682074259304,"1368000_at"
"1371344_at",0.00399441699486972,"1371344_at"
"ILMN_1720850",0.00399505580655567,"ILMN_1720850"
"ILMN_3890600",0.00399505580655567,"ILMN_3890600"
"1375525_at",0.00401724835708812,"1375525_at"
"1372167_at",0.00403250476605683,"1372167_at"
"1370253_at",0.004040143619688,"1370253_at"
"1398835_at",0.00406310277276852,"1398835_at"
"1389918_at",0.00407077001996877,"1389918_at"
"1367683_at",0.00410921271077084,"1367683_at"
"1371368_at",0.00411692253732493,"1371368_at"
"1373595_at",0.00412463945915478,"1373595_at"
"1389778_a_at",0.0041400945871753,"1389778_a_at"
"1388271_at",0.00414783279263276,"1388271_at"
"1398871_at",0.00417108997039487,"1398871_at"
"1387883_a_at",0.00419441098254346,"1387883_a_at"
"ILMN_1678939",0.00419473000938583,"ILMN_1678939"
"ILMN_4780047",0.00419473000938583,"ILMN_4780047"
"1370224_at",0.00419473000938583,"1370224_at"
"1371486_at",0.00420999378263643,"1371486_at"
"1371926_at",0.0042256049462368,"1371926_at"
"1388629_at",0.00424124447041235,"1388629_at"
"1380071_at",0.00425691235223099,"1380071_at"
"1391803_at",0.00431197321270587,"1391803_at"
"1385608_at",0.00431986739729821,"1385608_at"
"1368361_a_at",0.0043832759301157,"1368361_a_at"
"ILMN_2379599",0.00439439672906359,"ILMN_2379599"
"ILMN_6510176",0.00439439672906359,"ILMN_6510176"
"1383962_at",0.00441515019580444,"1383962_at"
"1367583_at",0.00446317402749109,"1367583_at"
"1372550_at",0.00451145270862718,"1372550_at"
"1384765_at",0.0045195239269575,"1384765_at"
"1371908_at",0.00452760222187517,"1371908_at"
