OriginalID,GeneSymbol,logFC,logCPM,PValue,FDR,Dataset,Species
Naa10,NAA10,0.133763301654625,2.86324964927977,0.490749476736476,0.666956875307703,GSE104036,Mouse
1700034H15Rik,1700034H15RIK,0.180699771325604,1.15300833414066,0.490982645310766,0.667192529213566,GSE104036,Mouse
Tmem110,TMEM110,-0.109152925570543,3.98345568496341,0.491000746622881,0.667192529213566,GSE104036,Mouse
Pigu,PIGU,0.115431083371791,3.71832631890258,0.491271101893886,0.667506964630222,GSE104036,Mouse
Enox2,ENOX2,-0.172695911491738,2.16550048051594,0.491499176901847,0.66776390708953,GSE104036,Mouse
Sorbs1,SORBS1,0.108638429792487,6.15555537203413,0.491613536055987,0.667816193441309,GSE104036,Mouse
Txndc12,TXNDC12,-0.151961901875293,4.03564387025476,0.4916156092249,0.667816193441309,GSE104036,Mouse
Gm5540,GM5540,0.47945368027499,-1.90861404202204,0.491781899280435,0.667964688973568,GSE104036,Mouse
Arhgdia,ARHGDIA,-0.0931369815607399,6.49657787667413,0.491802889763089,0.667964688973568,GSE104036,Mouse
Hddc2,HDDC2,-0.139346908287211,2.70597913611648,0.491887209443169,0.667998427477616,GSE104036,Mouse
Hemk1,HEMK1,0.128324760031592,3.16451329813475,0.491905699323756,0.667998427477616,GSE104036,Mouse
Kat5,KAT5,-0.0990396796279971,4.72409046008317,0.491972190101572,0.668035777588592,GSE104036,Mouse
Heca,HECA,0.119596983855802,4.7040991544391,0.492336293400761,0.668444332880313,GSE104036,Mouse
BC068157,BC068157,-0.138294549550704,3.5001197396816,0.492351089891009,0.668444332880313,GSE104036,Mouse
Aldh9a1,ALDH9A1,0.119638652685369,3.62418478852055,0.49240233813843,0.668460946284424,GSE104036,Mouse
Txndc17,TXNDC17,0.137122296216738,3.33434201546367,0.492468361547672,0.668497613492779,GSE104036,Mouse
Rbpms,RBPMS,0.247927449524278,0.973131415621854,0.49252024334253,0.668515079980533,GSE104036,Mouse
Eny2,ENY2,0.129831554069938,4.71063605078051,0.492573343786634,0.66853419768586,GSE104036,Mouse
Pof1b,POF1B,-0.395254811055006,-0.473225903912672,0.492648588659753,0.668581161541307,GSE104036,Mouse
Trmt11,TRMT11,0.120522534568841,2.96618326341208,0.492685983471379,0.668581161541307,GSE104036,Mouse
Wdr48,WDR48,-0.0856881153412073,5.72035846093462,0.492797318292679,0.668679288006418,GSE104036,Mouse
Dpm2,DPM2,-0.111022458530358,3.5835943739434,0.493074682028363,0.669002666605115,GSE104036,Mouse
Mfap3l,MFAP3L,0.126099420199153,5.36175544220812,0.493298460568037,0.669253295473738,GSE104036,Mouse
Rhot1,RHOT1,-0.091316847399136,6.12234965719528,0.493350610569225,0.669271056298287,GSE104036,Mouse
Cap1,CAP1,-0.0798504516538494,7.00561045593522,0.493572843044057,0.669478296063036,GSE104036,Mouse
Sall2,SALL2,-0.0861060545317041,5.33167679555263,0.493581518188756,0.669478296063036,GSE104036,Mouse
9930104L06Rik,9930104L06RIK,0.107941766411804,3.67343195659655,0.493676749150733,0.669521013593179,GSE104036,Mouse
Themis,THEMIS,0.56129894377762,-2.06528903455875,0.493710324504762,0.669521013593179,GSE104036,Mouse
Sin3a,SIN3A,0.0957483973624735,4.90580464657105,0.493730232142598,0.669521013593179,GSE104036,Mouse
Cpsf3,CPSF3,-0.0944712994798474,4.9891263711194,0.493770927470822,0.669523212962928,GSE104036,Mouse
Tfb1m,TFB1M,-0.163869234852065,1.73223542069444,0.493895220904863,0.669638756939772,GSE104036,Mouse
Rpl37,RPL37,-0.0968587621669168,6.40318807144502,0.494001967606649,0.669730494100794,GSE104036,Mouse
Slc25a35,SLC25A35,-0.20515118621947,0.767222508531674,0.494307103964317,0.670091157154159,GSE104036,Mouse
Angel1,ANGEL1,0.157246418461092,2.86150147826777,0.494634015358079,0.670481279420987,GSE104036,Mouse
Pde5a,PDE5A,-0.114734456036797,3.98189989632879,0.494846973070417,0.670716886850308,GSE104036,Mouse
Cluap1,CLUAP1,-0.118336727961349,3.10714610607832,0.495081068007,0.670981104192039,GSE104036,Mouse
Fsd1l,FSD1L,0.096847682951892,5.02238341014443,0.495545243355579,0.671557082007105,GSE104036,Mouse
Sbk3,SBK3,-0.285729692848353,-1.04928390271839,0.495752713243972,0.671749627001214,GSE104036,Mouse
Uevld,UEVLD,-0.132004698420725,3.91947970121451,0.495818439344879,0.671749627001214,GSE104036,Mouse
Tbc1d17,TBC1D17,0.0950855375384432,4.87046852480684,0.495820920284876,0.671749627001214,GSE104036,Mouse
3010026O09Rik,3010026O09RIK,-0.151740296879693,2.04868823332717,0.495853091949777,0.671749627001214,GSE104036,Mouse
Limch1,LIMCH1,0.0985130685347982,6.55808048948234,0.495883340060599,0.671749627001214,GSE104036,Mouse
Ezh1,EZH1,-0.0944969266668795,5.69991861857086,0.49595126105955,0.6717885263443,GSE104036,Mouse
Prokr2,PROKR2,0.277720634273542,0.610991224299525,0.495996344234146,0.671796487111856,GSE104036,Mouse
Slc20a2,SLC20A2,0.0818154247350354,5.58202391772997,0.496088926122872,0.671868775617721,GSE104036,Mouse
Mkrn2os,MKRN2OS,-0.228345176337904,-0.0755620184625952,0.496331835722513,0.672144630135562,GSE104036,Mouse
Zic4,ZIC4,0.223081317914916,0.724498821510645,0.496388106999657,0.672167710877123,GSE104036,Mouse
Pigp,PIGP,-0.129876108738075,3.29736812822453,0.496461663594785,0.672178534511065,GSE104036,Mouse
Gm15894,GM15894,0.405661924900657,-1.49213788521065,0.496544934852221,0.672178534511065,GSE104036,Mouse
Hsd3b3,HSD3B3,-0.286675764457552,-0.123541465369708,0.496555899882722,0.672178534511065,GSE104036,Mouse
Parg,PARG,0.0865364245574175,5.22073836474062,0.496565380955906,0.672178534511065,GSE104036,Mouse
Sod2,SOD2,-0.0822205129864649,7.24527417024381,0.496632336587828,0.672178534511065,GSE104036,Mouse
Vcam1,VCAM1,-0.147947403141336,4.68418734821364,0.496663554076657,0.672178534511065,GSE104036,Mouse
Il12a,IL12A,0.202248718378813,0.704036146418784,0.496706865864093,0.672178534511065,GSE104036,Mouse
Ciart,CIART,-0.134188388530928,3.88825510003001,0.496709927282119,0.672178534511065,GSE104036,Mouse
Rab7,RAB7,-0.0999628984376535,6.03780300202557,0.497412561870608,0.673076225827439,GSE104036,Mouse
Acads,ACADS,-0.199937174190608,1.74518706130345,0.497584635411186,0.673255900803117,GSE104036,Mouse
Ctnnbip1,CTNNBIP1,-0.114833926648776,3.89232668388878,0.497723698728705,0.673390886515306,GSE104036,Mouse
Elovl2,ELOVL2,0.147512108091771,3.25334057990094,0.497888434888425,0.673477982539995,GSE104036,Mouse
Car14,CAR14,-0.169068686285915,2.00983030246595,0.497956323959152,0.673477982539995,GSE104036,Mouse
Cracr2b,CRACR2B,0.180855631523162,0.777455936609197,0.497967031720902,0.673477982539995,GSE104036,Mouse
D330023K18Rik,D330023K18RIK,-0.188511994548567,1.5215116827318,0.497969410377877,0.673477982539995,GSE104036,Mouse
Tmem198,TMEM198,-0.138285597683392,5.33584424691586,0.498031014294931,0.673477982539995,GSE104036,Mouse
Ptdss1,PTDSS1,-0.080025510217986,6.51006114465304,0.498085608803264,0.673477982539995,GSE104036,Mouse
Capza2,CAPZA2,-0.0888624675078452,7.11485895846949,0.498115148551596,0.673477982539995,GSE104036,Mouse
Gm20394,GM20394,0.488384342165841,-1.55315589599309,0.498175836533759,0.673477982539995,GSE104036,Mouse
Zscan20,ZSCAN20,0.112242873915588,3.46701466768866,0.498212759176258,0.673477982539995,GSE104036,Mouse
Cdkn2c,CDKN2C,-0.196486523033274,0.82834079901553,0.498237493840991,0.673477982539995,GSE104036,Mouse
Frg1,FRG1,-0.116062333127212,3.21094584358532,0.498281558620784,0.673477982539995,GSE104036,Mouse
Efcc1,EFCC1,0.178564786845601,2.06929914905159,0.498300698829434,0.673477982539995,GSE104036,Mouse
Zfp282,ZFP282,0.108419194120718,4.36566563800848,0.498301449421092,0.673477982539995,GSE104036,Mouse
Smg6,SMG6,0.0859913949597161,5.70197233414707,0.498338333272518,0.673477982539995,GSE104036,Mouse
Perp,PERP,0.1965877398902,1.81597762660346,0.498488118828624,0.673627280451772,GSE104036,Mouse
Bcas2,BCAS2,-0.0934759395701932,4.78060832526811,0.498645615029032,0.673786973702584,GSE104036,Mouse
Gm12992,GM12992,-0.21999528523415,1.1423314890555,0.498755800843925,0.673815693705588,GSE104036,Mouse
B4galt4,B4GALT4,-0.12611920983362,3.83010275742201,0.498762724808498,0.673815693705588,GSE104036,Mouse
Flt3l,FLT3L,0.343619086562204,-0.769690521015567,0.498784841491782,0.673815693705588,GSE104036,Mouse
Lrrc27,LRRC27,-0.162409099806114,2.00457196945859,0.498911223581078,0.673933292555126,GSE104036,Mouse
B230206L02Rik,B230206L02RIK,-0.231659437817161,-0.120392651589969,0.499284599247679,0.674384487475089,GSE104036,Mouse
Bbox1,BBOX1,-0.220588537081934,0.26601009360628,0.499459738532503,0.67453680163226,GSE104036,Mouse
Polb,POLB,-0.102515986345001,4.04150451040943,0.499476097993003,0.67453680163226,GSE104036,Mouse
Mrrf,MRRF,-0.126513001378113,3.27071068211282,0.499685185925191,0.674765991081105,GSE104036,Mouse
Syce2,SYCE2,0.208417262102153,0.838532807442417,0.499913203148327,0.675012557038321,GSE104036,Mouse
Cir1,CIR1,-0.137559510291215,2.88185940849242,0.499986979549447,0.675012557038321,GSE104036,Mouse
Gm10221,GM10221,-0.337890815297193,-0.308920309685981,0.500020869719443,0.675012557038321,GSE104036,Mouse
Tmem97,TMEM97,-0.123841571819348,3.45496049774876,0.500035886147249,0.675012557038321,GSE104036,Mouse
Kalrn,KALRN,-0.0842587637064047,9.56052842128668,0.500064744618876,0.675012557038321,GSE104036,Mouse
Nmnat3,NMNAT3,-0.213227190099069,0.901643335464698,0.500162766980131,0.675085227814825,GSE104036,Mouse
Gm5513,GM5513,0.339267545560685,-0.89404453851578,0.500197376850716,0.675085227814825,GSE104036,Mouse
Xpo7,XPO7,-0.0769343802433557,6.52276234575564,0.50041413740721,0.675302612002347,GSE104036,Mouse
Egfem1,EGFEM1,-0.10969696666158,3.88012957570546,0.500437266834304,0.675302612002347,GSE104036,Mouse
Ifngr1,IFNGR1,0.11788262061275,3.65111520245762,0.500518406787585,0.67535891804908,GSE104036,Mouse
Gltscr2,GLTSCR2,0.102863004892775,5.41479242705078,0.500616933525471,0.675438673697554,GSE104036,Mouse
Il10rb,IL10RB,0.229831728311039,1.4400449133693,0.500668014367956,0.675454407227378,GSE104036,Mouse
Gpr22,GPR22,-0.0994421993925014,5.8890280800546,0.500736582854838,0.675493729114915,GSE104036,Mouse
Gm14387,GM14387,0.221889374286007,0.832248332776783,0.500791799995051,0.675515035260584,GSE104036,Mouse
Cenpq,CENPQ,0.188281346081862,0.71134660171551,0.500927511953624,0.675609404382848,GSE104036,Mouse
Pkdcc,PKDCC,0.135565565221457,2.56767854916568,0.500940617606308,0.675609404382848,GSE104036,Mouse
1700015E13Rik,1700015E13RIK,0.305469493179122,-0.193054651491486,0.501063672135385,0.675722180232947,GSE104036,Mouse
Pcdhb21,PCDHB21,-0.123013327780117,3.22174000008435,0.501117772554385,0.675741955829022,GSE104036,Mouse
Gpbp1,GPBP1,0.102324201282324,5.96111296921274,0.501301494135187,0.675936504721942,GSE104036,Mouse
Ranbp10,RANBP10,0.10331525377757,4.62417552173758,0.501383491617781,0.675993872757154,GSE104036,Mouse
Ccdc88c,CCDC88C,-0.0901209001848554,5.11894693880082,0.501969593347405,0.676715361372351,GSE104036,Mouse
Pcsk6,PCSK6,-0.131080289545496,3.47000742954034,0.501997604809101,0.676715361372351,GSE104036,Mouse
Snta1,SNTA1,-0.100318972776283,4.38175966339678,0.502086380944294,0.676781791809351,GSE104036,Mouse
Fanca,FANCA,0.19974749832701,1.51407827098224,0.502186115966949,0.676862982544928,GSE104036,Mouse
Dnajc21,DNAJC21,0.122502271848232,3.58009789234131,0.502480872730101,0.67720699655736,GSE104036,Mouse
Rsg1,RSG1,0.229310307732239,0.388702982623873,0.50255837607342,0.677258181204722,GSE104036,Mouse
Trpc6,TRPC6,0.119183173149178,5.1250743408887,0.5029623902565,0.677749336036893,GSE104036,Mouse
Slc52a3,SLC52A3,0.327573592521413,0.643352792765278,0.503065360068838,0.677834783736693,GSE104036,Mouse
Zfp958,ZFP958,0.153178155937474,2.35864023049134,0.503189855366548,0.677949219350982,GSE104036,Mouse
St8sia3os,ST8SIA3OS,-0.245932529132403,1.02519782966514,0.503258939075999,0.677988986639457,GSE104036,Mouse
Gm5428,GM5428,-0.254023415582116,0.458402954112774,0.5034001955262,0.678125970938792,GSE104036,Mouse
Ttbk2,TTBK2,-0.0812961960061555,6.55170541836958,0.503501621003624,0.678209281966598,GSE104036,Mouse
Glt28d2,GLT28D2,-0.373381896027483,-1.08865281596106,0.503555257382202,0.678228213743438,GSE104036,Mouse
Thbs4,THBS4,0.278882440392821,1.80173704712868,0.503997143149001,0.678720559698604,GSE104036,Mouse
Slmo1,SLMO1,-0.114478562075239,4.28850394814694,0.504000023437703,0.678720559698604,GSE104036,Mouse
Rcan3,RCAN3,-0.0961124681080701,4.6687891024584,0.50405739107167,0.678744471199456,GSE104036,Mouse
BC024978,BC024978,-0.165408271621323,2.33627717256546,0.504159580272838,0.678828729213821,GSE104036,Mouse
Micu2,MICU2,0.120088823854494,3.6771481810989,0.504249512445106,0.678896471733079,GSE104036,Mouse
Pcbp2,PCBP2,0.0964554027079844,5.16080413032552,0.504293640196731,0.678902539658311,GSE104036,Mouse
Tgfbr3l,TGFBR3L,0.301831947145799,0.131859173436846,0.504397342318225,0.678988801997233,GSE104036,Mouse
Map7,MAP7,0.0828602927975023,5.43250562004242,0.504560436676682,0.679154994694026,GSE104036,Mouse
Mrgbp,MRGBP,0.10553580564535,3.63000984785239,0.504637600823833,0.679205505468257,GSE104036,Mouse
Gpatch4,GPATCH4,0.141216456014758,2.23421020598311,0.504778238288214,0.679341432066332,GSE104036,Mouse
Klhl41,KLHL41,0.315931332516829,-0.876991549629851,0.505025123773012,0.67958137834089,GSE104036,Mouse
Tnfsf13b,TNFSF13B,0.345092360303216,-1.08088384322957,0.505035848952022,0.67958137834089,GSE104036,Mouse
Mapk14,MAPK14,0.0819009846630307,5.9458727380443,0.505081116092183,0.679588922201771,GSE104036,Mouse
Wdr53,WDR53,0.16708531551919,2.19308278335547,0.505355695985202,0.679902793757762,GSE104036,Mouse
Dpf3,DPF3,-0.261099611919083,0.369476879659335,0.505446022221717,0.679902793757762,GSE104036,Mouse
mt-Nd3,MT-ND3,0.258489918430271,4.18594363405248,0.505454525506177,0.679902793757762,GSE104036,Mouse
Slc10a7,SLC10A7,0.126258265410647,2.74730138064459,0.50551064357003,0.679902793757762,GSE104036,Mouse
Gm17382,GM17382,0.322935919534835,-1.17743092080145,0.505512786254677,0.679902793757762,GSE104036,Mouse
Impg1,IMPG1,0.416278067429775,-1.34991745260989,0.505595071963025,0.679957850753654,GSE104036,Mouse
9430041J12Rik,9430041J12RIK,0.227851621836619,0.729656677554372,0.505662351403699,0.679957850753654,GSE104036,Mouse
Rps14,RPS14,-0.0922314745311711,7.62174499733938,0.505742931712005,0.679957850753654,GSE104036,Mouse
Zfp236,ZFP236,-0.0947744474934717,6.09301396334406,0.505751735729198,0.679957850753654,GSE104036,Mouse
Ext1,EXT1,-0.0847682466787583,5.92849607343201,0.505752133519423,0.679957850753654,GSE104036,Mouse
Dnajc28,DNAJC28,-0.150267666216948,2.90231368630677,0.505798950557126,0.679967442161961,GSE104036,Mouse
Gm17334,GM17334,0.37441023840129,-1.73103306020234,0.505934007936302,0.680095648073157,GSE104036,Mouse
Trnau1ap,TRNAU1AP,0.113089415632675,3.5576509084249,0.506061646971885,0.680184333663933,GSE104036,Mouse
Pyroxd2,PYROXD2,0.283232801961093,-0.939551326748488,0.506079373789407,0.680184333663933,GSE104036,Mouse
4921513D11Rik,4921513D11RIK,-0.270687121808175,-0.354147867324435,0.506276900712028,0.68036401316824,GSE104036,Mouse
Pex16,PEX16,0.113776399075527,3.34974773778749,0.506292473411627,0.68036401316824,GSE104036,Mouse
Ddit4l,DDIT4L,0.163259349053652,3.77658592191198,0.50635888544237,0.680399898216359,GSE104036,Mouse
Tox2,TOX2,-0.133983989929363,2.34489814099483,0.506583709120898,0.680648620386309,GSE104036,Mouse
Vwc2,VWC2,0.152008418255471,2.80709614315409,0.506669868904453,0.680711008599483,GSE104036,Mouse
Gm5431,GM5431,0.389217105239855,-1.51775032936689,0.506807979705894,0.680806320904876,GSE104036,Mouse
Mis12,MIS12,-0.110023020750964,3.45088243273008,0.506828382142233,0.680806320904876,GSE104036,Mouse
Vipas39,VIPAS39,-0.0792699824442022,5.57544015657399,0.506891879011394,0.680806320904876,GSE104036,Mouse
Gm12655,GM12655,-0.223457228075186,0.494262116747323,0.506899739836849,0.680806320904876,GSE104036,Mouse
Nkap,NKAP,0.117397776043117,3.54185113187038,0.507021597044759,0.680877897809466,GSE104036,Mouse
Gm15344,GM15344,0.303138828802968,-0.272626983048542,0.507032505167714,0.680877897809466,GSE104036,Mouse
Nkd1,NKD1,-0.128221083458732,2.61147888714614,0.507260861158858,0.681131169654183,GSE104036,Mouse
Cd59b,CD59B,-0.491005352349244,-1.47257375718038,0.507310271100143,0.681144138481503,GSE104036,Mouse
Lonp1,LONP1,0.0863184257166792,6.00024046197116,0.507436386215731,0.681260086014773,GSE104036,Mouse
Phc2,PHC2,0.0826114536240399,5.39635733276106,0.507639184838223,0.681417186915043,GSE104036,Mouse
Chrne,CHRNE,0.338155304900905,-1.60218334849976,0.507653420021116,0.681417186915043,GSE104036,Mouse
Hsd3b1,HSD3B1,-0.422713138194441,-0.810363360919324,0.507712107704984,0.681417186915043,GSE104036,Mouse
4930526A20Rik,4930526A20RIK,-0.306024346746786,-0.489624621572599,0.507775945186059,0.681417186915043,GSE104036,Mouse
Gm5424,GM5424,0.256450655392441,-0.430096272893697,0.50777836047474,0.681417186915043,GSE104036,Mouse
Ctu1,CTU1,0.139958574534481,2.25658305276263,0.507797556901148,0.681417186915043,GSE104036,Mouse
Gm6374,GM6374,0.2485772994702,0.449880797053384,0.507850778181512,0.681417186915043,GSE104036,Mouse
Gm609,GM609,0.366475706576935,-1.36049101861733,0.507871543279371,0.681417186915043,GSE104036,Mouse
Kitl,KITL,-0.109991831411398,5.20310250905988,0.507965177473673,0.681489454745645,GSE104036,Mouse
Arid1a,ARID1A,-0.0820193385171967,6.74467941677614,0.508047016052997,0.681545887424106,GSE104036,Mouse
Rps15a-ps3,RPS15A-PS3,0.247012959005485,0.0073094840051247,0.50821312632982,0.681715353034402,GSE104036,Mouse
Frs3,FRS3,-0.124437318939724,3.19048583186322,0.508267421442557,0.681734815375202,GSE104036,Mouse
Xirp2,XIRP2,0.178855174315,3.08213623077464,0.508334023933015,0.681762170070122,GSE104036,Mouse
Ahdc1,AHDC1,-0.104796392188013,5.63903444813225,0.508402672262494,0.681762170070122,GSE104036,Mouse
Prtg,PRTG,-0.167825053852963,1.43723705609887,0.508407178824396,0.681762170070122,GSE104036,Mouse
Mre11a,MRE11A,0.106682095383489,3.82840638002536,0.50867622786285,0.682067297491473,GSE104036,Mouse
Rps15a,RPS15A,0.0794793455891483,7.07012858263177,0.508714331014942,0.682067297491473,GSE104036,Mouse
Mfap4,MFAP4,-0.276635507142066,-0.410414032431206,0.508802557961631,0.682132214276859,GSE104036,Mouse
Scel,SCEL,0.240055946073216,0.42251452985278,0.508869533755501,0.682168632522337,GSE104036,Mouse
Pstpip2,PSTPIP2,-0.222061237982586,1.1718138192509,0.508910843434584,0.68216976772887,GSE104036,Mouse
Mllt10,MLLT10,0.084100795369161,5.15461527121814,0.508950003539298,0.68216976772887,GSE104036,Mouse
Gm22496,GM22496,-0.246639616240345,-0.0370430777080004,0.509124731698472,0.682322790613243,GSE104036,Mouse
Cstf2t,CSTF2T,0.0983383342298366,6.46909209030673,0.509156734903648,0.682322790613243,GSE104036,Mouse
Gm6368,GM6368,0.250212882237498,0.451476322166466,0.509183631372719,0.682322790613243,GSE104036,Mouse
Neurod4,NEUROD4,-0.336206874059766,-0.998640054290558,0.50929861917555,0.682423509506807,GSE104036,Mouse
Enah,ENAH,-0.0786552003853761,5.85251767444392,0.509602831164007,0.682777739619615,GSE104036,Mouse
Mpc1,MPC1,0.110814420468418,4.19052696868827,0.509655666153293,0.682795139916863,GSE104036,Mouse
Gdf11,GDF11,0.148687876906654,3.50675935816382,0.509704906765659,0.682807722416509,GSE104036,Mouse
Bet1,BET1,0.128734093884114,2.97651930751908,0.509786045425397,0.682863030672622,GSE104036,Mouse
Cnn2,CNN2,0.238809324270735,1.83056691098208,0.509904770741594,0.682968674013696,GSE104036,Mouse
Eif2b2,EIF2B2,0.122475543645007,3.57157940436635,0.509986660274688,0.68302496668804,GSE104036,Mouse
Cpsf1,CPSF1,0.0839389240214108,5.28818932706542,0.510174238955268,0.683222788940876,GSE104036,Mouse
Gm12355,GM12355,0.304010169827334,-0.69461014161688,0.510293150326807,0.6832942323047,GSE104036,Mouse
Trim2,TRIM2,-0.0801254646765909,8.12004511144622,0.510307341161555,0.6832942323047,GSE104036,Mouse
Zfp414,ZFP414,0.14635966977651,1.90945483772108,0.510356282569905,0.683306368325935,GSE104036,Mouse
Gm15916,GM15916,0.221586201135718,2.06981680361103,0.510501974983037,0.683448030419121,GSE104036,Mouse
Zfp74,ZFP74,-0.110046865392912,3.17135234959784,0.510795022098671,0.683786929973494,GSE104036,Mouse
Mst1r,MST1R,0.216720755002393,0.0356269701129246,0.511084363531942,0.684072638318082,GSE104036,Mouse
Grb14,GRB14,-0.124131822413206,3.30399256542697,0.511101784359879,0.684072638318082,GSE104036,Mouse
Emg1,EMG1,0.104126850439289,4.18919412524602,0.511130258001361,0.684072638318082,GSE104036,Mouse
Ttf1,TTF1,0.142341673802921,3.08074552640805,0.511168138956797,0.684072638318082,GSE104036,Mouse
Zkscan6,ZKSCAN6,-0.119394907510234,3.52884527432831,0.511296143909523,0.68419050573133,GSE104036,Mouse
Dph6,DPH6,-0.115516977397376,3.49724700416786,0.511374467783272,0.684241879233669,GSE104036,Mouse
Fggy,FGGY,-0.125876419720965,3.39604407358362,0.51142699721061,0.684258733286781,GSE104036,Mouse
H3f3c,H3F3C,-0.130056713679712,2.61303156089772,0.511532511332269,0.684346469525174,GSE104036,Mouse
Acadsb,ACADSB,-0.0935100425573176,5.1884155675142,0.511688712511633,0.684472896416857,GSE104036,Mouse
Cachd1,CACHD1,0.140437320623341,3.39483784402791,0.511743186896372,0.684472896416857,GSE104036,Mouse
Gm10311,GM10311,0.213531304798828,0.338723720221664,0.511746850072737,0.684472896416857,GSE104036,Mouse
Adam19,ADAM19,-0.119780573821815,3.89157076447527,0.512056431132279,0.684787148973027,GSE104036,Mouse
Cox10,COX10,-0.133430877652828,3.75965423446318,0.512061729780648,0.684787148973027,GSE104036,Mouse
Gm11398,GM11398,-0.296176992218452,0.219557646164249,0.512240175000021,0.684900095861211,GSE104036,Mouse
Vmp1,VMP1,0.0856421706475393,6.89455023023153,0.512258799707573,0.684900095861211,GSE104036,Mouse
Hyal2,HYAL2,0.177022258026224,2.48180033807481,0.512300593892762,0.684900095861211,GSE104036,Mouse
Sdf2l1,SDF2L1,-0.144853115818734,2.739409724314,0.512306071120697,0.684900095861211,GSE104036,Mouse
Gm3222,GM3222,-0.349739393415317,-1.22202959577209,0.512389565543598,0.684942492252082,GSE104036,Mouse
Lrp8os1,LRP8OS1,-0.361994827393062,-1.6018435388668,0.512417730270174,0.684942492252082,GSE104036,Mouse
Tex40,TEX40,-0.173340684393748,2.18821356392019,0.51250395090115,0.685004305670141,GSE104036,Mouse
Schip1,SCHIP1,-0.106984827024588,7.12684502389329,0.512567944237206,0.685036403128034,GSE104036,Mouse
Sbk1,SBK1,-0.116613865099189,5.98116066538606,0.512653132344181,0.685067784615965,GSE104036,Mouse
Rnf139,RNF139,0.0828609545349328,5.06573570255564,0.512686798762391,0.685067784615965,GSE104036,Mouse
Lef1,LEF1,0.209381101552318,1.8937415814544,0.512711366788161,0.685067784615965,GSE104036,Mouse
Fam189b,FAM189B,-0.106113996907521,3.76746696883356,0.512838001269918,0.685183559591426,GSE104036,Mouse
Nit2,NIT2,0.15393782379622,2.40211365099049,0.512928870864287,0.685251536118787,GSE104036,Mouse
Rbmx2,RBMX2,0.164982376271971,1.30005624187548,0.513108371142016,0.68536927496288,GSE104036,Mouse
Tssk2,TSSK2,-0.356908975155371,-1.58862741150662,0.51319841010301,0.68536927496288,GSE104036,Mouse
Gm16049,GM16049,-0.26507073813603,-0.122102817065862,0.513210788442392,0.68536927496288,GSE104036,Mouse
Zfp654,ZFP654,0.15217714725316,4.25311464153955,0.513232692182491,0.68536927496288,GSE104036,Mouse
Scaf11,SCAF11,0.0908644105197623,5.85371866103181,0.513296762681987,0.68536927496288,GSE104036,Mouse
2810002D19Rik,2810002D19RIK,-0.221192223058954,0.445181014977429,0.513343038182792,0.68536927496288,GSE104036,Mouse
Ssh2,SSH2,0.0825996931196017,5.92888748038646,0.513352001703035,0.68536927496288,GSE104036,Mouse
Gm9987,GM9987,-0.135935375753685,2.13782020258858,0.513365366770245,0.68536927496288,GSE104036,Mouse
Edc4,EDC4,0.106815204119977,6.37386267243734,0.513417690545271,0.68536927496288,GSE104036,Mouse
Hcar1,HCAR1,0.359246842139876,-0.554395215307163,0.513439488436983,0.68536927496288,GSE104036,Mouse
Dpy19l3,DPY19L3,-0.101099538954957,5.61413083263575,0.513456981774059,0.68536927496288,GSE104036,Mouse
Wdr4,WDR4,0.0967207566826236,4.46998111801553,0.513826154584216,0.685808627418643,GSE104036,Mouse
Dnajc17,DNAJC17,-0.153016090273424,1.92031222706401,0.513908177369913,0.685864679432468,GSE104036,Mouse
Rp9,RP9,-0.111286124262646,3.74568251171667,0.513999825855535,0.685885772081376,GSE104036,Mouse
Gm13131,GM13131,0.305581159012171,0.0679692534757979,0.514004038476624,0.685885772081376,GSE104036,Mouse
Bmper,BMPER,-0.147471572515623,3.30902705725334,0.5140714945746,0.685922368753758,GSE104036,Mouse
Slc2a4,SLC2A4,0.345486112668399,0.396736011485898,0.514288993855092,0.686159145815386,GSE104036,Mouse
4930538K18Rik,4930538K18RIK,-0.291803457978063,-0.610466184997214,0.514597519972079,0.68647138974704,GSE104036,Mouse
Ube2h,UBE2H,0.11291246847789,6.05664295509155,0.514684088369298,0.68647138974704,GSE104036,Mouse
Tmem63a,TMEM63A,-0.176326326732483,3.427155435755,0.514714690436688,0.68647138974704,GSE104036,Mouse
Gm11198,GM11198,0.318157989214345,-0.382200425742268,0.514716693704552,0.68647138974704,GSE104036,Mouse
Fam129c,FAM129C,-0.258965380368996,0.0870243621685335,0.514723339099502,0.68647138974704,GSE104036,Mouse
C2cd5,C2CD5,-0.0854338417586497,5.45157547305328,0.514802902232689,0.686524066445415,GSE104036,Mouse
Copz1,COPZ1,-0.0856140200766611,5.21234857149469,0.514934362900394,0.686586615241863,GSE104036,Mouse
Mettl20,METTL20,0.18353779658529,0.614976480844034,0.514961080508977,0.686586615241863,GSE104036,Mouse
Clcc1,CLCC1,-0.0984503279686981,4.3602794777632,0.514970013369619,0.686586615241863,GSE104036,Mouse
Gm15927,GM15927,0.213975191125396,0.524177197982226,0.515228736557934,0.686878114130569,GSE104036,Mouse
Gm22123,GM22123,-0.107696036013541,3.75753783994239,0.515334743048924,0.686924942507825,GSE104036,Mouse
Rnf115,RNF115,-0.0956627060824439,5.33772308087074,0.515362488641736,0.686924942507825,GSE104036,Mouse
Kctd14,KCTD14,0.384159878202838,-1.28258252338761,0.515384129610773,0.686924942507825,GSE104036,Mouse
