"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008353","RNA polymerase II CTD heptapeptide repeat kinase activity","2/28","10/18662",0.2,133.3,16.2214834325019,9.69646048423659e-05,0.0136720092827736,0.00857371242816709,"MAPK1/DYRK1A",2
"GO:0001540","amyloid-beta binding","3/28","84/18662",0.0357142857142857,23.8035714285714,8.11963413258034,0.000265691954498306,0.0187312827921306,0.0117463811462409,"TLR4/EPHA4/CD74",3
"GO:0140994","RNA polymerase II CTD heptapeptide repeat modifying activity","2/28","25/18662",0.08,53.32,10.1471285794883,0.000637492140366342,0.02432165746017,0.015252103222503,"MAPK1/DYRK1A",2
"GO:0035035","histone acetyltransferase binding","2/28","26/18662",0.0769230769230769,51.2692307692308,9.94273785622447,0.00068997609816085,0.02432165746017,0.015252103222503,"SP1/EGR1",2
"GO:0001221","transcription coregulator binding","3/28","127/18662",0.0236220472440945,15.744094488189,6.4627461444083,0.000890359043276007,0.0251081250203834,0.015745296765302,"SP1/RUNX3/BCL6",3
"GO:0048156","tau protein binding","2/28","44/18662",0.0454545454545455,30.2954545454545,7.54142632567278,0.00197512710856682,0.0464154870513203,0.0291071363367742,"LGMN/DYRK1A",2
