herb_cn_name,herb_en_name,herb_pinyin,molecule_ID,MOL_ID,molecule_name,ob,dl,mw,alogp,bbb,caco2,halflife,hdon,hacc,FASA,in_tox_filtered,in_exclusion,in_top_v6,exclusion_reason
柴胡,Radix Bupleuri,Chaihu,1109,MOL001109,β-thujene,46.4419022461,0.043485,136.26,2.678,2.1888,1.81637,11.528884,0,0,0.28889731,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1121,MOL001121,19894-97-4,49.9792805291,0.059011,152.26,1.782,1.49978,1.24527,11.548892,1,1,0.20898236,False,False,False,
柴胡,Radix Bupleuri,Chaihu,117,MOL000117,Cymol,27.2038267287,0.022463,134.24,3.51,2.09815,1.85992,,0,0,0.34152725,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1179,MOL001179,(&#8722;)-Alloaromadendrene,54.0393354953,0.10417,204.39,4.223,2.0673,1.80834,12.061168,0,0,0.23085517,False,False,False,
柴胡,Radix Bupleuri,Chaihu,118,MOL000118,(L)-alpha-Terpineol,48.7977727286,0.030772,154.28,2.415,1.72345,1.39392,11.349096,1,1,0.26883334,False,False,False,
柴胡,Radix Bupleuri,Chaihu,120,MOL000120,dec-2-enal,18.5476973188,0.02049,154.28,3.655,1.59322,1.39679,,0,1,0.26633793,False,False,False,
柴胡,Radix Bupleuri,Chaihu,122,MOL000122,"1,8-cineole",39.7292164619,0.049041,154.28,2.148,2.06035,1.57306,11.2921,0,1,0.24210331,False,False,False,
柴胡,Radix Bupleuri,Chaihu,123,MOL000123,geraniol,23.9348108651,0.020271,154.28,2.934,1.14081,1.19222,,1,1,0.27352819,False,False,False,
柴胡,Radix Bupleuri,Chaihu,126,MOL000126,(-)-nopinene,44.83529174,0.052595,136.26,2.927,2.11917,1.80433,11.3189,0,0,0.26974788,False,False,False,
柴胡,Radix Bupleuri,Chaihu,127,MOL000127,Neral,19.4836356709,0.020741,152.26,3.19,1.50901,1.36372,,0,1,0.33651868,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1273,MOL001273,80-57-9,50.6314074434,0.061837,150.24,1.942,1.59484,1.27451,11.5586,0,1,0.34078652,False,False,False,
柴胡,Radix Bupleuri,Chaihu,128,MOL000128,NERYLACETATE,25.9400016875,0.041771,196.32,3.313,1.28339,1.28068,,0,2,0.2704843,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1283,MOL001283,C09704,29.5610598008,0.059922,222.41,4.562,1.33575,1.37191,,1,1,0.30926049,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1303,MOL001303,"(1R,2R,4S)-2,4-diisopropenyl-1-methyl-1-vinylcyclohexane",5.578789823,0.060442,204.39,4.788,2.11357,1.84785,,0,0,0.33842838,False,False,False,
柴胡,Radix Bupleuri,Chaihu,131,MOL000131,EIC,41.9044360216,0.14347,280.5,6.391,0.90315,1.16206,7.497042,1,2,0.25038776,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1386,MOL001386,Methyl laurate,21.7475330741,0.052977,214.39,4.794,1.24373,1.31944,,0,2,0.15210395,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1392,MOL001392,Methyl myristate,19.6820350106,0.079634,242.45,5.706,1.18947,1.35515,,0,2,0.14309362,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1393,MOL001393,myristic acid,21.1811726395,0.066784,228.42,5.455,0.99179,1.07113,,1,2,0.18521617,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1394,MOL001394,Oktadekan,9.806386361,0.090617,254.56,8.583,1.8291,1.8317,,0,0,0.13750342,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1396,MOL001396,PENTADECYLIC ACID,20.1845931503,0.081479,242.45,5.911,0.88486,1.07931,,1,2,0.18164326,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1417,MOL001417,OCTENAL,19.4137753589,0.011462,126.22,2.742,1.58912,1.34276,,0,1,0.28041267,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1600,MOL001600,copaene,29.473383835,0.12401,204.39,4.169,2.03863,1.80953,,0,0,0.22374958,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1487,MOL001487,FITONE,6.66992575995,0.098287,268.54,6.197,1.44198,1.50387,,0,1,0.21821792,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1619,MOL001619,UPL,8.52049841508,0.10901,268.59,9.039,1.69808,1.83329,,0,0,0.15663439,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1645,MOL001645,Linoleyl acetate,42.1007662274,0.19845,308.56,6.847,1.08413,1.35826,7.478521,0,2,0.2085465,False,False,False,
柴胡,Radix Bupleuri,Chaihu,169,MOL000169,alpha-Guaiene,25.9346266289,0.072089,204.39,4.993,2.08753,1.81053,,0,0,0.26078266,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1731,MOL001731,Dextrin Corn,50.3813731421,0.044663,180.18,-2.513,-4.47285,-1.93275,11.1152,5,6,0.26864231,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1789,MOL001789,isoliquiritigenin,85.3217982296,0.14805,256.27,2.9,-0.40612,0.43959,17.664015,3,4,0.46312603,False,False,False,
柴胡,Radix Bupleuri,Chaihu,18,MOL000018,(+/-)-Isoborneol,86.9841251754,0.05275,154.28,1.975,1.59796,1.27192,11.3626,1,1,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1817,MOL001817,Methyl stearate,16.8031227499,0.16341,298.57,7.531,1.28907,1.41373,,0,2,0.16182327,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1819,MOL001819,METHYL PENTADECANOATE,18.81525029,0.096511,256.48,6.162,1.28468,1.36566,,0,2,0.16586533,False,False,False,
柴胡,Radix Bupleuri,Chaihu,19,MOL000019,D-Camphene,34.9792102593,0.039017,136.26,2.927,2.18648,1.80598,11.2919,0,0,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,193,MOL000193,(Z)-caryophyllene,30.2907481439,0.089886,204.39,4.753,2.15315,1.82425,7.997357,0,0,0.28498748,False,False,False,
柴胡,Radix Bupleuri,Chaihu,196,MOL000196,L-Bornyl acetate,65.5209219822,0.075447,196.32,2.354,1.58637,1.28902,6.938021,0,2,0.22970334,False,False,False,
柴胡,Radix Bupleuri,Chaihu,197,MOL000197,Myrcene,24.9637600776,0.015286,136.26,3.688,1.97983,1.83989,,0,0,0.37053537,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1972,MOL001972,Pulegone,51.5964711696,0.029676,152.26,2.752,1.73634,1.39371,11.1892,0,1,0.25776523,False,False,False,
柴胡,Radix Bupleuri,Chaihu,198,MOL000198,(R)-linalool,39.804300843,0.022686,154.28,2.735,1.36071,1.32771,6.47726,1,1,0.31705615,False,False,False,
柴胡,Radix Bupleuri,Chaihu,1999,MOL001999,scoparone,74.7549576865,0.086914,206.21,1.867,0.46493,0.84693,0.73161,0,4,0.22702265,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2002,MOL002002,cis-Carveol,45.6110426342,0.029604,152.26,2.401,1.61591,1.38906,11.733168,1,1,0.274887,False,False,False,
柴胡,Radix Bupleuri,Chaihu,201,MOL000201,p-Ocimene,15.0605211386,0.015199,136.26,3.634,1.99228,1.85109,,0,0,0.38736424,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2029,MOL002029,()-Cuparene,38.2630865387,0.07494,202.37,4.715,2.14626,1.87975,-2.239882,0,0,0.30460754,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2042,MOL002042,thymol,41.4743893128,0.030034,150.24,3.243,1.683,1.59631,11.3317,1,1,0.33319995,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2046,MOL002046,hexanoic acid,73.0751978707,0.0090082,116.18,1.806,0.9334,0.796,10.8053,1,2,0.27050096,False,False,False,
柴胡,Radix Bupleuri,Chaihu,207,MOL000207,Methyleugenol,73.3601144144,0.042845,178.25,2.805,1.4121,1.46527,2.918292,0,2,0.26590565,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2085,MOL002085,alpha-Cubebene,16.7320826053,0.10854,204.39,4.169,2.09789,1.8335,,0,0,0.25265768,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2095,MOL002095,DEP,52.1855181579,0.074284,222.26,2.238,0.56864,0.71526,5.36626,0,4,0.37566942,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2107,MOL002107,Valerophenone,42.5774845475,0.032853,162.25,3.149,1.53268,1.46362,19.740208,0,1,0.35044771,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2111,MOL002111,BdPh,42.4414291817,0.067395,188.24,3.003,1.26771,1.32349,5.643613,0,2,0.39118913,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2116,MOL002116,"(1R,4S,5R)-4-isopropenyl-1,8-dimethylspiro[4.5]dec-8-ene",40.0073697499,0.072962,204.39,4.753,2.10921,1.85313,-0.491568,0,0,0.29019374,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2138,MOL002138,p-Cymen-8-ol,32.2648759725,0.031428,150.24,2.294,1.35155,1.32651,11.0372,1,1,0.35067874,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2187,MOL002187,Amylbenzene,34.3407677206,0.025192,148.27,4.141,2.0288,1.87693,6.276908,0,0,0.31241694,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2201,MOL002201,cis-ligustilide,51.3003112408,0.066555,190.26,2.941,1.23678,1.30184,5.527981,0,2,0.33865878,False,False,False,
柴胡,Radix Bupleuri,Chaihu,23,MOL000023,Hemo-sol,39.8409788472,0.02231,136.26,3.503,2.11692,1.82929,11.679068,0,0,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2307,MOL002307,20-Hexadecanoylingenol,28.2039541506,0.68297,586.94,7.38,-0.03882,0.30385,,3,6,0.24261923,False,False,False,
柴胡,Radix Bupleuri,Chaihu,233,MOL000233,delta-Terpineol,55.10994784,0.030896,154.28,2.469,1.44318,1.28225,10.9721,1,1,0.28024474,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2335,MOL002335,beta-Gurjunene,51.35822434,0.10414,204.39,4.223,2.06932,1.81243,12.068444,0,0,0.25603276,False,False,False,
柴胡,Radix Bupleuri,Chaihu,234,MOL000234,L-Limonen,38.0934230648,0.022306,136.26,3.503,2.13236,1.82615,11.637276,0,0,0.29216984,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2365,MOL002365,(s)-carvone,47.4263825414,0.029968,150.24,2.361,1.62059,1.34339,11.796052,0,1,0.32816407,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2375,MOL002375,(-)-isomenthone,61.1913451134,0.029402,154.28,2.597,1.78071,1.35545,10.864192,0,1,0.23513947,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2378,MOL002378,UND,17.1529965395,0.018387,156.35,5.39,2.02121,1.79043,,0,0,0.17913967,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2379,MOL002379,PTL,59.5305643932,0.0036652,86.15,1.397,1.52074,1.20537,11.3152,0,1,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,244,MOL000244,()-Borneol,81.8031448383,0.052753,154.28,1.975,1.47152,1.22378,11.358,1,1,0.23835383,False,False,False,
柴胡,Radix Bupleuri,Chaihu,247,MOL000247,"(Z,Z)-farnesol",41.1358049455,0.058711,222.41,4.761,1.15136,1.24963,6.286241,1,1,0.27820459,False,False,False,
柴胡,Radix Bupleuri,Chaihu,254,MOL000254,eugenol,56.2419020882,0.036518,164.22,2.554,1.31553,1.35303,0.915886,1,2,0.31635386,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2579,MOL002579,capsaicin,10.3102690857,0.19579,305.46,3.885,0.43219,0.92778,,2,4,0.23648165,False,False,False,
柴胡,Radix Bupleuri,Chaihu,259,MOL000259,o-Thymol,43.281270422,0.029778,150.24,3.243,1.71203,1.57555,11.286592,1,1,0.32744682,False,False,False,
柴胡,Radix Bupleuri,Chaihu,27,MOL000027,alpha-Curcumene,4.67726525367,0.055937,202.37,5.337,1.99377,1.93318,,0,0,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,270,MOL000270,CHEBI:7,45.1980814037,0.04265,136.26,2.873,2.15102,1.84284,11.440792,0,0,0.26532206,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2702,MOL002702,Nonacosanol,10.5693918683,0.43365,424.89,12.376,0.69521,1.47999,,1,1,0.1508089,False,False,False,
柴胡,Radix Bupleuri,Chaihu,271,MOL000271,l-carvone,49.469782393,0.02998,150.24,2.361,1.64609,1.35036,11.752552,0,1,0.33082664,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2776,MOL002776,Baicalin,40.1236099599,0.75264,446.39,0.639,-1.74426,-0.84777,17.358993,6,11,0.36380428,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2786,MOL002786,Apocynin,31.7117347352,0.038981,166.19,1.286,0.51749,0.73871,24.746092,1,3,0.33252811,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2830,MOL002830,PCR,51.9864306358,0.014696,108.15,2.049,1.87628,1.55823,11.8666,1,1,0.40698093,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2885,MOL002885,WLN: QV4,70.7424342783,0.0065155,102.15,1.349,1.0921,0.78464,11.3048,1,2,0.27751416,False,False,False,
柴胡,Radix Bupleuri,Chaihu,29,MOL000029,beta-Humulene,26.866432388,0.061239,204.39,5.089,2.01289,1.82014,,0,0,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2936,MOL002936,"5,8-Dihydroxy-6,7-dimethoxyflavone",5.738653463,0.28551,314.31,2.569,0.08544,0.96852,,2,6,0.27533576,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2972,MOL002972,"(4S)-1-methyl-4-(6-methylhepta-1,5-dien-2-yl)cyclohexene",20.3015875341,0.055521,204.39,5.329,1.98881,1.89373,,0,0,0.28443125,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2983,MOL002983,Guasol,51.5952831307,0.019924,124.15,1.546,1.47654,1.27757,11.9241,1,2,0.31828731,False,False,False,
柴胡,Radix Bupleuri,Chaihu,2998,MOL002998,IPH,36.0503927093,0.010539,94.12,1.563,1.86256,1.50024,12.0721,1,1,0.44181865,False,False,False,
柴胡,Radix Bupleuri,Chaihu,302,MOL000302,Undekansaeure,30.1432447609,0.034725,186.33,4.087,0.94231,0.97688,4.932296,1,2,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,303,MOL000303,caprylic acid,16.3979666948,0.016205,144.24,2.718,1.02128,0.90233,,1,2,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3040,MOL003040,Amylol,76.1570301876,0.0035571,88.17,1.427,1.13667,1.01596,11.0257,1,1,0.20251101,False,False,False,
柴胡,Radix Bupleuri,Chaihu,305,MOL000305,lauric acid,23.5879392177,0.043637,200.36,4.543,1.09656,1.02187,,1,2,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3050,MOL003050,nonanoic acid,40.5088579998,0.021191,158.27,3.174,1.08429,0.92061,4.154232,1,2,0.22880241,False,False,False,
柴胡,Radix Bupleuri,Chaihu,32,MOL000032,beta-Eudesmol,26.0915572301,0.095471,222.41,3.72,1.384,1.31702,,1,1,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,449,MOL000449,Stigmasterol,43.8298515785,0.75665,412.77,7.64,1.00045,1.44458,5.574595,1,1,0.21679397,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3367,MOL003367,Myricadiol,13.5843855764,0.76675,442.8,6.213,0.17033,0.77924,,2,2,0.23369603,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3493,MOL003493,naphthalene,27.5543391769,0.033012,128.18,2.738,1.91589,1.87392,,0,0,0.48945796,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3507,MOL003507,Heptanol,17.2174963663,0.0078519,116.23,2.339,1.11047,1.09852,,1,1,0.18220831,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3509,MOL003509,Nonanol,33.19403136,0.014845,144.29,3.252,1.14856,1.17328,6.070162,1,1,0.180985,False,False,False,
柴胡,Radix Bupleuri,Chaihu,7260,MOL007260,Isorhamnetin-3-mono-beta-D-glucoside,4.11010578693,0.80061,478.44,-0.336,-2.07093,-1.34568,,7,12,0.34179616,False,False,False,
柴胡,Radix Bupleuri,Chaihu,354,MOL000354,isorhamnetin,49.604377053,0.306,316.28,1.755,-0.54258,0.30933,14.339263,4,7,0.32039431,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3573,MOL003573,calacorene,16.1972020583,0.078209,200.35,4.791,1.99323,1.89243,,0,0,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3587,MOL003587,Acoradiene,36.7256930412,0.072988,204.39,4.753,2.10555,1.84609,-0.841344,0,0,0.27966082,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3590,MOL003590,angelicin,19.6001773,0.098628,186.17,2.203,0.85751,1.04531,,0,3,0.2605474,False,False,False,
柴胡,Radix Bupleuri,Chaihu,36,MOL000036,beta-caryophyllene,29.7022945117,0.089893,204.39,4.753,2.06535,1.82766,,0,0,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3686,MOL003686,Narcissoside,5.0937426568,0.65297,624.6,-1.195,-2.74458,-2.13721,,9,16,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3786,MOL003786,patchoulane,16.2069017748,0.10857,206.41,4.373,2.19692,1.78277,,0,0,0.21446671,False,False,False,
柴胡,Radix Bupleuri,Chaihu,382,MOL000382,"Arabinose,d",1.87147918,0.022118,150.15,-2.173,-3.98447,-1.5911,,4,5,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3837,MOL003837,esculetin,22.96888958,0.066251,178.15,1.365,0.02268,0.43785,,2,4,0.35696158,False,False,False,
柴胡,Radix Bupleuri,Chaihu,3839,MOL003839,"(-)-Guaia-1(10),11-dien-15-al",29.7132392574,0.085921,218.37,4.159,1.57909,1.48434,,0,1,0.26834282,False,False,False,
柴胡,Radix Bupleuri,Chaihu,40,MOL000040,Scopoletol,27.7734608153,0.076154,192.18,1.616,0.29931,0.71351,,1,4,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4067,MOL004067,()-Nootkatone,33.0438011489,0.097092,218.37,3.612,1.50945,1.3644,4.386,0,1,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,420,MOL000420,XLS,51.0763671352,0.022107,150.15,-2.173,-3.5841,-1.27014,11.368528,4,5,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,422,MOL000422,kaempferol,41.8822495352,0.24066,286.25,1.771,-0.55335,0.26096,14.743371,4,6,0.0,True,False,True,
柴胡,Radix Bupleuri,Chaihu,431,MOL000431,coumarin,29.1675532894,0.043014,146.15,1.9,1.30125,1.20123,,0,2,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4581,MOL004581,"[(1R,5S)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methyl acetate",24.59971072,0.08301,194.3,2.161,1.43098,1.22341,,0,2,0.2194324,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4582,MOL004582,Methyl naphthalene,39.0112620174,0.0413,142.21,3.225,1.90547,1.89596,11.8069,0,0,0.46540144,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4583,MOL004583,11α-methoxysaikosaponin f,2.00419973328,0.084054,931.25,-0.325,-3.80348,-3.00892,,11,18,0.21702482,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4584,MOL004584,11α-methoxysaikosaponin f_qt,28.5305405476,0.75203,460.77,4.027,-0.42424,0.08583,,3,4,0.21917894,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4585,MOL004585,"2,4-Dodecadienal",17.7926239514,0.03456,180.32,4.122,1.565,1.46361,,0,1,0.29104501,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4586,MOL004586,"trans,trans-nona-2,4-dienol",27.453012006,0.015365,140.25,2.498,1.12842,1.18607,,1,1,0.27355471,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4587,MOL004587,Heptenoic acid,36.0977389581,0.012435,128.19,2.239,0.99514,0.84382,1.489171,1,2,0.30990982,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4588,MOL004588,(2R)-2-methylcyclopentan-1-one,60.0385230443,0.010812,98.16,1.181,1.66439,1.21498,11.187,0,1,0.27061102,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4589,MOL004589,Methylheptane,28.65233366,0.0077549,114.26,3.817,2.11631,1.7921,,0,0,0.20771258,False,False,False,
柴胡,Radix Bupleuri,Chaihu,459,MOL000459,CHEBI:39932,32.7944234432,0.011489,128.24,2.529,1.23307,1.12313,5.706154,1,1,0.0,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4590,MOL004590,2-METHYLHEXADECANE,4.19298201902,0.073648,240.53,7.923,2.00657,1.84402,,0,0,0.16128179,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4591,MOL004591,Nonenoic acid,65.1703419871,0.021519,156.25,3.151,1.07772,0.94878,4.571124,1,2,0.28670537,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4592,MOL004592,2-Octenic acid,43.487055233,0.016487,142.22,2.695,1.00174,0.88135,3.545932,1,2,0.29567266,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4593,MOL004593,3'-O-Acetylsaikosaponin D,48.5970604104,0.071379,823.14,1.487,-2.25247,-1.5999,14.712886,7,14,0.2176557,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4594,MOL004594,3'-O-Acetylsaikosaponin D_qt,26.158329138,0.63219,472.78,3.714,-0.67849,0.15853,,3,4,0.20647399,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4595,MOL004595,"3',6'-O,O-diacetylsaikosaponin b2",17.7382184898,0.091043,865.18,1.923,-2.69103,-1.81151,,7,15,0.23671804,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4596,MOL004596,"3',6'-O,O-diacetylsaikosaponin b2_qt",14.1863281017,0.73728,472.78,3.77,-0.98798,-0.08688,,4,4,0.21154782,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4597,MOL004597,3'-O-acetylsaikosaponin b2,8.32779450365,0.10799,825.16,1.794,-2.55818,-1.71155,,8,14,0.21464692,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4598,MOL004598,"3,5,6,7-tetramethoxy-2-(3,4,5-trimethoxyphenyl)chromone",31.9749592742,0.59317,432.46,2.54,0.08007,0.75119,15.53536,0,9,0.12594928,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4599,MOL004599,"3,3,5-trimethylheptane",47.4908562621,0.017778,142.32,4.275,2.10112,1.79782,10.761076,0,0,0.24951313,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4600,MOL004600,"FLAVONE,3,5,7-TRIHYDROXY-3,4-DIMETHOXY",12.6978443735,0.33457,330.31,1.819,-0.50241,0.37362,,3,7,0.31184256,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4601,MOL004601,ZINC01716732,33.0811044093,0.021954,158.32,3.241,1.30213,1.2631,5.57112,1,1,0.23626792,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4602,MOL004602,(3R)-3-methylcyclotridecan-1-one,37.652169058,0.065547,210.4,4.62,1.7774,1.46585,7.262938,0,1,0.16313802,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4603,MOL004603,"3-ETHYL-2-METHYL-1,3-HEXADIENE",45.416116996,0.012258,124.25,3.623,2.14042,1.84507,11.812092,0,0,0.29037434,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4604,MOL004604,Heptan-3-on,68.438423992,0.0085054,114.21,2.002,1.66058,1.28596,11.001692,0,1,0.25023359,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4605,MOL004605,3-methyldodecane,5.73040081609,0.030526,184.41,6.098,2.02581,1.81297,,0,0,0.18720253,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4606,MOL004606,"4,8-dimethyltridecane",2.77162838237,0.044278,212.47,6.806,1.95607,1.81144,,0,0,0.19339828,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4607,MOL004607,ZINC03860615,26.2119903864,0.012535,130.26,2.647,1.38943,1.23414,,1,1,0.22977397,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4608,MOL004608,(5S)-5-butyloxolan-2-one,65.0818665466,0.02095,142.22,2.09,1.42639,1.15596,-0.759544,0,2,0.25514299,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4609,MOL004609,Areapillin,48.9643507174,0.41394,360.34,2.285,-0.28779,0.60332,16.522177,3,8,0.15624791,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4610,MOL004610,gamma-Undecalactone,49.1156617724,0.039769,184.31,3.459,1.41138,1.25281,4.476066,0,2,0.22222689,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4611,MOL004611,5-methyl-5-ethyldecane,6.58121380459,0.030723,184.41,5.848,2.02467,1.84175,,0,0,0.19752429,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4612,MOL004612,5-methyldecane,15.2296527101,0.018104,156.35,5.185,2.03875,1.81394,,0,0,0.2014655,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4613,MOL004613,"6,7,3',8'-diligustilide",9.83315760382,0.70364,380.52,5.172,0.48301,0.78866,,0,4,0.32083467,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4614,MOL004614,Fraxidin Methyl Ether,18.1526485734,0.1162,236.24,1.851,0.65995,0.76707,,0,5,0.21115378,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4615,MOL004615,6-O-Vanilloylajugol,12.828917137,0.85738,498.53,-1.312,-2.32634,-1.57121,,6,12,0.27615649,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4616,MOL004616,7-Octen-4-ol,31.4608172503,0.011467,128.24,2.394,1.15015,1.12987,3.910432,1,1,0.28414458,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4617,MOL004617,Ayapanin,41.5499016374,0.062144,176.18,1.883,0.84189,0.96663,1.659356,0,3,0.30117327,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4618,MOL004618,7-Methyltridecane,4.63522691874,0.036924,198.44,6.554,1.98633,1.82641,,0,0,0.17784081,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4619,MOL004619,8-NONENOIC ACID,52.3130450165,0.022133,156.25,2.784,1.00283,0.93655,4.536032,1,2,0.29570222,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4620,MOL004620,Ara-Furan-A,20.3868440135,0.1787,267.28,-2.02,-2.13071,-1.64921,,5,8,0.21122414,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4621,MOL004621,Adonitol,17.6136758653,0.021455,152.17,-2.43,-3.48459,-1.34045,,5,5,0.23699352,False,False,False,
柴胡,Radix Bupleuri,Chaihu,13187,MOL013187,Cubebin,57.1281289026,0.63988,356.4,3.194,-0.41449,0.47253,12.402033,1,6,0.31379491,True,False,True,
柴胡,Radix Bupleuri,Chaihu,4623,MOL004623,Encecalin,21.3555125837,0.11238,232.3,2.341,1.00375,1.17158,,0,3,0.2781733,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4624,MOL004624,Longikaurin A,47.7221498383,0.53015,348.48,1.162,0.0872,0.08296,1.710894,3,5,0.27365351,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4625,MOL004625,Longispinogenin 3-O-beta-D-glucuronopyranoside,9.67526791994,0.33831,634.94,3.573,-1.76417,-1.07572,,6,9,0.26367047,False,False,False,
柴胡,Radix Bupleuri,Chaihu,4626,MOL004626,Longispinogenin,14.4750475819,0.74887,458.8,5.111,-0.20358,0.23093,,3,3,0.22434504,False,False,False,
