gene,log2FC,pvalue,mean_plus,mean_minus,in_core
Rpl35,0.5668852746562739,8.523365422927839e-09,0.6863032030372577,0.4633045379353012,False
Hck,0.3965543308926998,8.80265332324439e-09,2.2870354445694843,1.7373933179048988,False
Slc11a1,0.7194124099989427,1.0498575769382233e-08,2.320718857505228,1.4094764260759391,False
Krtcap2,0.4410805076858311,1.0741177787823308e-08,0.9145227109541492,0.6736216421575485,False
Ncl,0.8046504033171306,1.4035613733843086e-08,1.1060240426900945,0.6331996415210526,False
Fcgr4,0.35365656325118733,1.4415547494513109e-08,2.9789641126542703,2.3313315316922623,False
BC029214,0.3681684732020158,1.505026062401962e-08,2.413833151681819,1.8701545306532747,False
Ngfrap1,-0.05619303654360337,1.513082404026854e-08,1.7268592135893248,1.7954475456128762,False
Cers2,0.2298175845141779,1.8042484058660677e-08,1.2281728642399068,1.0473154521843828,False
Ssr4,0.6989211265448951,1.8901532082416242e-08,1.077137278213232,0.6635518017888682,False
Nenf,-0.26151768451425794,2.1747982340681424e-08,1.141192940530445,1.367992586581533,False
Ndufb6,-0.3533257984345602,2.4932245014064727e-08,1.0183266319088398,1.3009145331317227,False
Tln1,0.49786204329325073,2.944382042327492e-08,1.5926677107185128,1.1278562918931059,False
Sumo1,-0.37208184725854004,3.0082741939534026e-08,0.7766115924496482,1.0051055378171325,False
Lcn2,0.7464017381579164,3.318268139883195e-08,2.3480377961602805,1.399638149596095,True
Hsdl2,0.37943100962588494,3.369850671887758e-08,2.4082635062471676,1.8513302160767147,True
Ifi204,-0.117516444155839,3.446163753099769e-08,2.8797342111563093,3.1241248439534908,False
Sdhc,0.026444762947785427,3.5362386029980566e-08,1.5289371527526106,1.5011668560440437,False
Adam15,0.3063205020493672,4.745076354403098e-08,1.2697661556411748,1.0268620121133056,False
Ssr2,0.2497505661771476,4.9255847391369444e-08,1.0656750009324938,0.8962772359855141,False
Hprt,-0.3655252813634,7.494653058251559e-08,0.7769426555356534,1.0009745590373342,False
Rpn2,0.6698570158398234,7.795591585394153e-08,0.8953183064089896,0.5627693155834066,False
Cldn2,0.0,1.049441490238103e-07,0.0,6.756267772742087,False
Tceal8,0.27994904518063607,1.2960132618406663e-07,1.7197985517786396,1.4164606661137138,False
Apbb1ip,-0.12025836316748914,1.3748906476710635e-07,1.9940961244927224,2.167441896477187,False
Actr3,0.7170962982345839,1.58137500136114e-07,1.0788608287406112,0.6562932378107789,False
Ctnnal1,0.6329265420614912,1.717983773256561e-07,6.7419587758751325,4.347666455444236,False
Nop56,0.577004045923395,1.773313977557135e-07,1.6921922478960572,1.1343685458136932,False
S100a10,0.41485457177709645,1.8008029825286345e-07,1.9860166918763005,1.489701394637092,False
Lyn,-0.0006258410181953254,2.1512597760284498e-07,1.4538294106066594,1.454460218526065,False
Maged1,0.25694809800273016,2.2692121678158868e-07,1.9498462568903345,1.6317412189781042,False
Rpl34,0.247316639808086,2.427574661586187e-07,0.6037957153086806,0.5086748899774349,False
