"pathway_name","source","target","prob","n_interactions"
"THBS","Glutamatergic 2","Glutamatergic 10",0.0963122575022153,3
"OPIOID","ASTRO","GABAergic 4",0.0962794526090604,2
"IGF","Neuro 1","Glutamatergic 4",0.0962782361454025,2
"GAS","MG","Glutamatergic 3",0.0962753832822443,1
"ncWNT","GABAergic 6","GABAergic 1",0.0962636065308599,2
"CypA","Neuro 1","OPC",0.0962454189704261,1
"CCL","Glutamatergic 2","Glutamatergic 10",0.0962371876996252,2
"ADGRG","Glutamatergic 3","GABAergic 2",0.0962337689432527,2
"NT","OPC","PER/Endo",0.0962275640523967,2
"NT","Glutamatergic 3","EPEN",0.0962072208956402,2
"THY1","Glutamatergic 8","Glutamatergic 6",0.0961984238499908,1
"SEMA5","Neuro 1","Glutamatergic 10",0.0961976985415594,3
"SEMA4","GABAergic 5","OLIGO",0.0961960797837311,4
"Glycine","Glutamatergic 5","Neuro 1",0.0961831523398079,4
"ANGPTL","Glutamatergic 9","Glutamatergic 8",0.0961761509826624,2
"L1CAM","Glutamatergic 5","Glutamatergic 6",0.0961661777119762,3
"SEMA7","Glutamatergic 5","VLMC",0.0961579515350573,2
"Glycine","GABAergic 6","Neuro 1",0.0961039573027188,4
"JAM","Glutamatergic 10","GABAergic 4",0.0961008556349806,1
"JAM","NB","EPEN",0.096041019583398,2
"ADGRB","Glutamatergic 1","PER/Endo",0.0960370738991409,2
"ANGPTL","GABAergic 5","OPC",0.0959984479139731,2
"ANGPTL","Neuro 1","Glutamatergic 9",0.0959713406020214,2
"SEMA7","Glutamatergic 3","GABAergic 6",0.0959622727463371,2
"AGRN","ASTRO","GABAergic 1",0.095952231371789,1
"GRN","Glutamatergic 8","Glutamatergic 6",0.0959264804811922,1
"IL1","OLIGO","PER/Endo",0.0959185060178395,1
"CypA","GABAergic 4","MG",0.0959145733755272,1
"CypA","Glutamatergic 10","GABAergic 6",0.0959131517746308,1
"SPP1","GABAergic 2","NB",0.0959005922902568,5
"SEMA7","Glutamatergic 1","GABAergic 2",0.0958733274030145,2
"PSAP","ASTRO","MG",0.0958705326761632,2
"EPHB","Glutamatergic 1","Glutamatergic 6",0.0958594951194905,4
"IGF","GABAergic 6","MG",0.0958567906360443,3
"AGRN","GABAergic 3","GABAergic 4",0.0958338416925622,1
"JAM","Glutamatergic 8","GABAergic 2",0.0958178709249289,1
"CCK","Glutamatergic 6","EPEN",0.0958142490964836,1
"ANGPT","EPEN","Glutamatergic 5",0.0958039084213332,1
"ACTIVIN","EPEN","Glutamatergic 10",0.0957923305639705,4
"Netrin","NB","OLIGO",0.0957914953387445,3
"GAS","MG","Glutamatergic 6",0.0957806588485942,1
"AGRN","GABAergic 3","Glutamatergic 3",0.0957671411010099,1
"ANGPTL","GABAergic 1","Glutamatergic 6",0.0957498498430073,3
"SEMA7","Glutamatergic 7","VLMC",0.095744543787134,2
"FN1","ASTRO","Glutamatergic 7",0.0957420077435313,5
"ADGRG","EPEN","VLMC",0.0957398600388803,5
"ACTIVIN","Glutamatergic 4","GABAergic 3",0.0957327160746705,2
"Ach","OPC","GABAergic 5",0.095720246914696,3
"Adenosine","MG","Glutamatergic 10",0.0957083390243262,2
"EGF","PER/Endo","Glutamatergic 5",0.0957069820062066,2
"PSAP","Glutamatergic 5","PER/Endo",0.0956939738562511,2
"MPZ","GABAergic 5","OLIGO",0.0956547263237489,1
"MPZ","OLIGO","GABAergic 5",0.0956547263237489,1
"CypA","Glutamatergic 10","Glutamatergic 1",0.095642927696341,1
"CXCL","PER/Endo","Glutamatergic 9",0.0956353111486267,1
"MK","Glutamatergic 5","VLMC",0.0956292152410687,4
"EGF","VLMC","GABAergic 6",0.0956258769067969,2
"NT","Glutamatergic 3","Glutamatergic 10",0.0956054639033975,2
"ANGPTL","Glutamatergic 1","Glutamatergic 6",0.0955940997061182,3
"IGF","VLMC","GABAergic 5",0.0955936217777378,4
"ACTIVIN","EPEN","Glutamatergic 8",0.0955911250340055,3
"ACTIVIN","Glutamatergic 5","Glutamatergic 3",0.095578636883467,2
"ADGRG","Glutamatergic 4","Glutamatergic 5",0.0955735455771101,2
"SEMA7","Glutamatergic 3","Neuro 1",0.0955633050086137,2
"VCAM","GABAergic 4","PER/Endo",0.0955483656470911,2
"ACTIVIN","Glutamatergic 7","VLMC",0.0955331364422194,2
"AGRN","Glutamatergic 2","OPC",0.0955143060541125,1
"ANGPT","ASTRO","Glutamatergic 2",0.0955011645846787,3
"THY1","Glutamatergic 4","ASTRO",0.0954886789531502,1
"AGRN","Glutamatergic 5","Glutamatergic 5",0.0954801936208982,1
"SEMA3","GABAergic 3","OLIGO",0.0954576616983848,5
"TGFb","EPEN","Neuro 1",0.0954500108346363,3
"ADGRG","NB","Glutamatergic 8",0.0954367882687285,2
"ANGPTL","GABAergic 3","OPC",0.0954355661261935,3
"TULP","GABAergic 3","PER/Endo",0.0954255786669518,1
"GAS","Glutamatergic 4","PER/Endo",0.0953959035013107,3
"SEMA7","GABAergic 6","NB",0.0953917209983917,2
"L1CAM","Glutamatergic 7","PER/Endo",0.0953888199959603,3
"ACTIVIN","EPEN","Glutamatergic 3",0.0953816960551659,3
"SPP1","Glutamatergic 9","Neuro 1",0.0953344786139638,5
"Glycine","OPC","Neuro 1",0.0953144157623493,4
"CEACAM","Glutamatergic 7","NB",0.0953059124773676,1
"MPZ","GABAergic 5","Glutamatergic 1",0.095242958802754,1
"MPZ","Glutamatergic 1","GABAergic 5",0.095242958802754,1
"SPP1","GABAergic 2","Glutamatergic 7",0.0952303822615927,5
"FGF","MG","Glutamatergic 1",0.0952158047155923,3
"EGF","OPC","EPEN",0.0952136570510615,5
"CCL","GABAergic 3","Glutamatergic 1",0.095206655315797,2
"SEMA7","Glutamatergic 1","Glutamatergic 4",0.0952065349470835,2
"CCL","Glutamatergic 8","Glutamatergic 7",0.0951787332937295,2
"GRN","GABAergic 5","GABAergic 6",0.0951620361267604,1
"EPHB","Glutamatergic 10","MG",0.0951157022566375,4
"CCL","Glutamatergic 1","Glutamatergic 8",0.0951080415644507,2
"AGRN","Glutamatergic 2","GABAergic 3",0.0951056009584703,1
"CX3C","Glutamatergic 6","GABAergic 5",0.0951048471313092,1
"OPIOID","GABAergic 4","MG",0.0950882544139999,3
"L1CAM","GABAergic 1","Glutamatergic 1",0.0950874630938703,2
"AGRN","Glutamatergic 5","GABAergic 5",0.0950751022145741,1
"SEMA5","GABAergic 6","GABAergic 6",0.0950441408091221,2
"ANGPTL","GABAergic 2","Glutamatergic 5",0.0950405696783741,3
"MK","Glutamatergic 4","PER/Endo",0.0950310898029665,4
"IGF","GABAergic 6","Glutamatergic 4",0.0950084515346441,2
"SEMA7","Glutamatergic 1","OPC",0.0949988722374317,2
"SEMA7","NB","Glutamatergic 2",0.0949725377843957,2
"IL1","OLIGO","ASTRO",0.0949449597460195,1
"SOMATOSTATIN","GABAergic 2","Glutamatergic 2",0.0949430267384678,2
"AGRN","Glutamatergic 2","Glutamatergic 7",0.0949332197578267,1
"FN1","Glutamatergic 7","Glutamatergic 4",0.0949150002124935,6
"NT","OLIGO","ASTRO",0.0948945533157347,2
"OPIOID","MG","GABAergic 4",0.0948887242774049,1
"SPP1","Neuro 1","Glutamatergic 8",0.0948571829671884,7
"SEMA7","Glutamatergic 1","Glutamatergic 1",0.0948538056234017,2
"ANGPT","GABAergic 4","VLMC",0.0948466131623052,3
"L1CAM","Glutamatergic 9","GABAergic 2",0.0948412243842419,2
"Dopamine","GABAergic 3","GABAergic 5",0.0948389384689429,2
"ANGPT","Neuro 1","Glutamatergic 1",0.0948273956767935,3
"MK","Glutamatergic 5","GABAergic 3",0.0947874760502362,5
"CypA","OPC","MG",0.0947700343884842,1
"IL1","MG","GABAergic 4",0.094764670669815,2
"RELN","ASTRO","Glutamatergic 2",0.0947335634199154,3
"OPIOID","OPC","GABAergic 3",0.0946999929766891,3
"TULP","Neuro 1","PER/Endo",0.0946948403692996,1
"ANGPT","Glutamatergic 7","Glutamatergic 4",0.0946841346794407,3
"CCK","GABAergic 4","Glutamatergic 3",0.0946824546563572,1
"MK","OPC","VLMC",0.0946631120326989,4
"Adrenaline","Glutamatergic 4","GABAergic 2",0.0946501216432393,2
"Noradrenaline","Glutamatergic 4","GABAergic 2",0.0946501216432393,2
"APP","EPEN","GABAergic 5",0.094638341659595,2
"CLDN","Glutamatergic 10","OLIGO",0.0946140826839918,1
"CLDN","OLIGO","Glutamatergic 10",0.0946140826839918,1
"FGF","MG","Neuro 1",0.0946099005469394,3
"CypA","VLMC","MG",0.0946051270785318,1
"SEMA5","OPC","GABAergic 5",0.0945953642983223,2
"NGL","VLMC","EPEN",0.0945832996399735,2
"EPHB","Glutamatergic 1","Glutamatergic 2",0.094537567044142,4
"IL1","EPEN","Glutamatergic 9",0.0945233033511693,2
"ANGPT","Neuro 1","Glutamatergic 3",0.0945184976987208,3
"Netrin","ASTRO","VLMC",0.0944844005227791,4
"Netrin","Glutamatergic 2","GABAergic 5",0.0944596730660255,4
"PSAP","MG","GABAergic 5",0.0944445671435074,1
"ICAM","PER/Endo","MG",0.0944304818270161,2
"MK","Glutamatergic 9","EPEN",0.09442624334432,4
"Glycine","Glutamatergic 2","GABAergic 3",0.0944135865942286,4
"ADGRA","NB","VLMC",0.094411648792977,2
"SEMA5","GABAergic 3","Glutamatergic 3",0.0943627817353323,3
"AGRN","ASTRO","GABAergic 6",0.0943502812951338,1
"PECAM1","MG","PER/Endo",0.0943393195981087,1
"PECAM1","PER/Endo","MG",0.0943393195981087,1
"VEGF","ASTRO","EPEN",0.0943391499035757,3
"GAS","PER/Endo","Glutamatergic 2",0.0943241131065202,1
"VCAM","Glutamatergic 9","PER/Endo",0.0943216927729853,2
"GAS","GABAergic 2","GABAergic 1",0.0943079000899547,2
"CypA","Glutamatergic 10","Glutamatergic 10",0.0942915849534801,1
"AGRN","GABAergic 4","VLMC",0.0942810265006467,1
"AGRN","Glutamatergic 7","OPC",0.0942223461718832,1
"ANGPTL","Glutamatergic 6","GABAergic 1",0.0942090563574395,2
"TGFb","Glutamatergic 8","PER/Endo",0.0941955294487386,6
"SPP1","Neuro 1","ASTRO",0.0941848091995561,4
"EGF","GABAergic 4","GABAergic 6",0.0941581094303816,2
"SEMA5","GABAergic 2","OLIGO",0.09415024510633,1
"L1CAM","Glutamatergic 5","Glutamatergic 9",0.0941489036924569,2
"GRN","OLIGO","Glutamatergic 7",0.0941483203166414,1
"VCAM","OPC","GABAergic 5",0.0941482572260885,2
"ApoE","PER/Endo","NB",0.094130508447626,1
"JAM","Neuro 1","GABAergic 4",0.0941185842489704,1
"RELN","ASTRO","GABAergic 4",0.0940926872558559,3
"Glycine","Neuro 1","Neuro 1",0.0940852894062782,4
"SEMA5","Glutamatergic 7","Glutamatergic 3",0.0940703924748719,3
"AGRN","Glutamatergic 6","Glutamatergic 2",0.0940577949815672,1
"ANGPTL","GABAergic 2","Glutamatergic 3",0.094012230470729,2
"AGRN","GABAergic 3","EPEN",0.0940095837534676,1
"MK","Glutamatergic 9","GABAergic 4",0.0939970165781928,3
"ANGPTL","Glutamatergic 5","OPC",0.093993067097937,3
"PTPRM","GABAergic 2","Glutamatergic 3",0.0939843020525365,1
"PTPRM","Glutamatergic 3","GABAergic 2",0.0939843020525365,1
"IGF","Glutamatergic 1","GABAergic 3",0.0939694710171116,2
"NT","GABAergic 4","Glutamatergic 7",0.0939652074493401,2
"ANGPT","Neuro 1","GABAergic 4",0.0939593856586714,3
"ANGPTL","Glutamatergic 4","GABAergic 1",0.09394945338512,2
"GRN","ASTRO","Glutamatergic 7",0.0939442246795232,1
"CSF","VLMC","PER/Endo",0.09393931839153,2
"NTS","EPEN","Glutamatergic 8",0.0939277593287068,1
"SEMA4","PER/Endo","VLMC",0.0939170341528996,5
"L1CAM","Glutamatergic 3","Glutamatergic 10",0.0938931589858498,2
"ADGRG","Glutamatergic 4","VLMC",0.0938859814054771,2
"ANGPT","PER/Endo","Glutamatergic 1",0.0938722803205083,3
"ACTIVIN","GABAergic 6","MG",0.0938576065958441,6
"MK","OPC","GABAergic 3",0.0938298765918011,5
"SPP1","GABAergic 2","GABAergic 1",0.0938280866314091,6
"AGRN","Glutamatergic 7","GABAergic 3",0.0938191693641912,1
"CD46","GABAergic 1","PER/Endo",0.0937845426245093,1
"AGRN","GABAergic 5","Glutamatergic 8",0.0937789849150343,1
"SEMA7","Glutamatergic 6","Glutamatergic 5",0.0937756986018247,2
"NOTCH","Glutamatergic 8","ASTRO",0.0937730970837434,3
"CCL","ASTRO","Glutamatergic 1",0.0937689113542187,2
"HSPG","VLMC","GABAergic 1",0.0937644713938518,1
"AGRN","NB","Glutamatergic 1",0.0937589300438691,1
"CX3C","OLIGO","EPEN",0.0937533566627625,1
"VISFATIN","Glutamatergic 10","Glutamatergic 3",0.0937528548691399,1
"SPP1","Glutamatergic 6","GABAergic 6",0.093742667858376,5
"SEMA4","GABAergic 4","Glutamatergic 7",0.0937336659925278,5
"IL1","MG","Glutamatergic 6",0.093719020863633,2
"AGRN","Glutamatergic 7","Glutamatergic 7",0.093649119851908,1
"FN1","GABAergic 2","ASTRO",0.0936476555209663,5
"SEMA4","PER/Endo","Glutamatergic 10",0.0936394390952948,4
"VTN","GABAergic 3","ASTRO",0.0936287055877016,4
"PSAP","PER/Endo","Glutamatergic 10",0.0936175998964403,1
"THY1","Glutamatergic 3","ASTRO",0.0936089731450401,1
"Glycine","VLMC","GABAergic 4",0.0935917948227352,4
"ANGPTL","Glutamatergic 9","Glutamatergic 5",0.0935914263063581,2
"SEMA7","EPEN","MG",0.0935877226689338,2
"PDGF","PER/Endo","Glutamatergic 1",0.0935647475528264,3
"L1CAM","Glutamatergic 9","GABAergic 1",0.0935465183558571,2
"MPZ","OLIGO","OLIGO",0.0935057948995467,1
"ANGPTL","GABAergic 6","OLIGO",0.0934914480468027,2
"GRN","Glutamatergic 8","GABAergic 1",0.093480376328398,1
"VTN","NB","Glutamatergic 8",0.0934521891027234,5
"L1CAM","Glutamatergic 4","Glutamatergic 5",0.0934413613339654,3
"ADGRB","GABAergic 6","VLMC",0.0934205684426739,1
"FN1","GABAergic 4","Glutamatergic 1",0.0934167075567342,5
"FN1","GABAergic 2","MG",0.093395809578364,6
"NT","Glutamatergic 3","GABAergic 1",0.0933887309465621,2
"ANGPTL","Glutamatergic 9","NB",0.0933655226152764,2
"NT","GABAergic 4","Glutamatergic 3",0.093331111598331,2
"ANGPT","Glutamatergic 5","Glutamatergic 2",0.09331050972091,3
"SPP1","Glutamatergic 4","MG",0.093307047449867,5
"NT","GABAergic 4","Glutamatergic 4",0.0932579561190303,2
"Glycine","ASTRO","NB",0.0932477788830369,2
"L1CAM","GABAergic 4","Glutamatergic 10",0.093243602784232,2
"NT","Glutamatergic 3","GABAergic 2",0.0932318843491153,2
"AGRN","OPC","Glutamatergic 6",0.0932246482503116,1
"L1CAM","Glutamatergic 8","GABAergic 3",0.0932143398270799,2
"TGFb","EPEN","Glutamatergic 8",0.0931973697803444,2
"OPIOID","GABAergic 2","Glutamatergic 3",0.0931592616991517,2
"NT","MG","Glutamatergic 5",0.0931371154012551,2
"SEMA7","Glutamatergic 3","Glutamatergic 9",0.0931167029720365,2
"AGRN","Glutamatergic 9","Glutamatergic 1",0.0931089941957825,1
"MPZ","Glutamatergic 1","OLIGO",0.0931032779425264,1
"MPZ","OLIGO","Glutamatergic 1",0.0931032779425264,1
"ANGPT","PER/Endo","GABAergic 4",0.0931004530527487,3
"ANGPTL","NB","NB",0.0930983335277289,2
"EGF","Glutamatergic 2","NB",0.0930831087583277,5
"EPHB","MG","GABAergic 4",0.0930811772531486,6
"SEMA5","GABAergic 3","Glutamatergic 6",0.0930582945181401,3
"GAS","GABAergic 6","Glutamatergic 5",0.0930526944924744,2
"Adenosine","GABAergic 6","Glutamatergic 7",0.0930498615428379,3
"Netrin","Glutamatergic 7","VLMC",0.0930495839968276,2
"TGFb","EPEN","Glutamatergic 3",0.0930420473814991,2
"IGF","Glutamatergic 5","GABAergic 3",0.09303981243765,3
"AGRN","OPC","Glutamatergic 4",0.0929957056410419,1
"NOTCH","Glutamatergic 2","ASTRO",0.0929646604714302,3
"AGRN","GABAergic 1","Glutamatergic 8",0.0929547346495677,1
"CCL","Glutamatergic 3","Glutamatergic 10",0.0929280871337964,2
"ANGPTL","GABAergic 6","Glutamatergic 2",0.0929063853414706,3
"SPP1","GABAergic 2","Glutamatergic 3",0.0929049399208861,5
"ANGPTL","GABAergic 4","Glutamatergic 10",0.0928885703987738,2
"TULP","Glutamatergic 1","VLMC",0.092856339092077,1
"CD46","Glutamatergic 5","VLMC",0.0928528735946882,1
"ANGPTL","NB","Glutamatergic 2",0.0928508698857184,2
"SPP1","Glutamatergic 4","PER/Endo",0.0928293221039895,5
"EGF","VLMC","OPC",0.0928236608024144,2
"ncWNT","GABAergic 6","Neuro 1",0.0928144804448536,2
"THBS","Glutamatergic 4","Glutamatergic 5",0.0928069022614369,4
"FGF","MG","GABAergic 4",0.0927891773438688,3
"ANGPT","Glutamatergic 10","Glutamatergic 4",0.0927881880229356,3
"THBS","Neuro 1","VLMC",0.0927285607373343,3
"ANGPTL","Neuro 1","GABAergic 1",0.0927116235635848,3
"MPZ","Glutamatergic 1","Glutamatergic 1",0.0927024937112785,1
"ANGPTL","Glutamatergic 5","Glutamatergic 8",0.0926879176959394,3
"SEMA5","GABAergic 3","Glutamatergic 5",0.0926619814360301,2
"FN1","EPEN","GABAergic 4",0.0926583027064185,5
"FGF","MG","Glutamatergic 8",0.0926481984469999,4
"SEMA7","Glutamatergic 3","GABAergic 4",0.092644241257875,2
"SEMA7","Glutamatergic 3","Glutamatergic 7",0.0926437437978674,2
"AGRN","GABAergic 6","Glutamatergic 6",0.0926227305935669,1
"PROS","OPC","OPC",0.0926186174598839,2
"ANGPTL","Glutamatergic 9","Glutamatergic 9",0.0926093139814983,2
"Glycine","EPEN","GABAergic 5",0.0926057479986746,2
"IL1","OLIGO","MG",0.09257289362043,1
"CypA","Glutamatergic 8","GABAergic 6",0.0925526298326878,1
"JAM","GABAergic 1","Glutamatergic 5",0.0925478495573255,1
"ANGPT","Glutamatergic 2","Glutamatergic 2",0.0925405121891,3
"NOTCH","PER/Endo","Neuro 1",0.0925396614234498,3
"ANGPTL","Glutamatergic 7","GABAergic 1",0.0925322645738565,2
"SEMA7","NB","Glutamatergic 3",0.0924645502313323,2
"TULP","GABAergic 6","PER/Endo",0.0924611511863083,2
"IGF","Glutamatergic 1","GABAergic 2",0.0924544724189483,2
"ANGPT","Glutamatergic 7","Glutamatergic 6",0.0924440591559809,3
"FN1","GABAergic 4","Glutamatergic 7",0.0924438906032344,5
"ANGPTL","Glutamatergic 2","NB",0.0924202879704676,2
"AGRN","GABAergic 6","Glutamatergic 4",0.0923952661834805,1
"CCL","Glutamatergic 4","Glutamatergic 10",0.0923773008074013,2
"5-HT","Glutamatergic 7","GABAergic 3",0.0923672888477004,4
"PROS","GABAergic 5","Glutamatergic 5",0.0923487556592507,2
"MK","ASTRO","OLIGO",0.092346684491219,5
"L1CAM","Neuro 1","ASTRO",0.092322513231619,1
"JAM","Glutamatergic 5","GABAergic 5",0.0923223719908211,3
"CCK","Glutamatergic 7","EPEN",0.092320485726353,1
"FN1","Glutamatergic 2","PER/Endo",0.092318521231311,5
"PSAP","MG","Glutamatergic 7",0.0923126820258703,1
"CypA","Glutamatergic 8","Glutamatergic 1",0.0922918736316132,1
"ANGPT","GABAergic 4","Glutamatergic 3",0.0922877264772456,3
"ncWNT","GABAergic 6","Glutamatergic 3",0.0922743165741017,2
"CSF","VLMC","OPC",0.092272321490977,2
"IL1","EPEN","Glutamatergic 8",0.0922662854265269,2
"JAM","Glutamatergic 3","GABAergic 2",0.0922336733185663,1
"ANGPTL","NB","Glutamatergic 10",0.0922245215103197,2
"GALECTIN","PER/Endo","GABAergic 4",0.0922046078699955,2
"ACTIVIN","Glutamatergic 4","Glutamatergic 4",0.0921994253388633,2
"HSPG","VLMC","GABAergic 6",0.0921990465987274,1
"AGRN","GABAergic 2","Glutamatergic 1",0.0921927970601939,1
"ANGPT","Glutamatergic 4","Glutamatergic 2",0.0921759448579768,3
"IGF","Glutamatergic 9","PER/Endo",0.0921618913196276,2
"ANGPTL","VLMC","OLIGO",0.0921399001761493,4
"MK","Glutamatergic 2","MG",0.092138899003619,4
"L1CAM","Glutamatergic 9","PER/Endo",0.0921355252738437,3
"ANGPT","Glutamatergic 10","Glutamatergic 3",0.0921279426921807,2
"L1CAM","Glutamatergic 8","Glutamatergic 3",0.0921265761158876,2
"JAM","Glutamatergic 4","GABAergic 1",0.0921156500222646,2
"OPIOID","MG","Glutamatergic 8",0.092112657576369,2
"THBS","MG","Glutamatergic 7",0.092085352342382,2
"ADGRB","EPEN","GABAergic 2",0.092069551801941,2
"CCK","Glutamatergic 6","GABAergic 6",0.0920693084050734,1
"SEMA7","GABAergic 1","PER/Endo",0.0920691181077963,1
"VTN","OLIGO","Glutamatergic 6",0.0920593197071703,5
"ACTIVIN","Glutamatergic 7","GABAergic 4",0.0920537808668715,2
"CD46","Glutamatergic 2","EPEN",0.0920291583675549,1
"Netrin","Glutamatergic 3","OLIGO",0.092027114441367,2
"NT","Glutamatergic 8","PER/Endo",0.0920080239156328,2
"ANGPTL","Glutamatergic 7","GABAergic 2",0.0920073323683845,2
"Ach","GABAergic 4","Glutamatergic 7",0.0920055194678641,3
"ANGPTL","GABAergic 5","ASTRO",0.0919911236047685,3
"ANGPT","Glutamatergic 1","GABAergic 5",0.0919862145687403,3
"AGRN","Glutamatergic 10","OPC",0.0919341482802322,1
"ACTIVIN","Glutamatergic 2","Glutamatergic 5",0.0919157549517493,4
"5-HT","GABAergic 4","Glutamatergic 9",0.0919095579517805,4
"L1CAM","GABAergic 2","ASTRO",0.0918638144312216,1
"ADGRB","PER/Endo","OLIGO",0.0918549078009629,3
"JAM","Glutamatergic 6","Glutamatergic 5",0.0918545770762119,1
"MIF","PER/Endo","GABAergic 5",0.0918458985385984,1
"CypA","GABAergic 3","Neuro 1",0.09184512222276,1
"VTN","OPC","Glutamatergic 2",0.0917903291257413,5
"BMP","OLIGO","NB",0.0917700943032485,8
"THBS","OLIGO","OPC",0.0917428501367426,3
"THY1","Glutamatergic 1","VLMC",0.0917274401919456,1
"CCL","Glutamatergic 2","Glutamatergic 7",0.0917060270137391,2
"SEMA4","Glutamatergic 1","GABAergic 4",0.0917013024766219,3
"TULP","GABAergic 3","VLMC",0.0916789665463982,1
"RELN","Glutamatergic 4","Glutamatergic 1",0.0916273916009284,3
"SEMA3","OLIGO","OPC",0.091613416251511,6
"GRN","GABAergic 5","GABAergic 3",0.0915970340929139,1
"ANGPTL","Glutamatergic 5","Glutamatergic 3",0.0915708993037339,2
"CCL","Glutamatergic 7","Glutamatergic 1",0.0915647553776281,2
"IGF","Glutamatergic 5","GABAergic 2",0.0915504165192225,3
"AGRN","Glutamatergic 10","GABAergic 3",0.0915407626564664,1
"MK","Glutamatergic 3","OPC",0.0915326023011176,3
"CX3C","Glutamatergic 3","Glutamatergic 10",0.0915248874545094,1
"Glycine","Glutamatergic 8","Glutamatergic 9",0.0915218762243364,4
"OCLN","PER/Endo","VLMC",0.0915198502715977,1
"OCLN","VLMC","PER/Endo",0.0915198502715977,1
"TGFb","Glutamatergic 7","Glutamatergic 9",0.091508327071337,2
"CD46","Glutamatergic 8","VLMC",0.0914958805836969,1
"THBS","Glutamatergic 6","Glutamatergic 10",0.0914758899779549,2
"CD39","PER/Endo","OLIGO",0.0914628020687969,2
"Dopamine","Glutamatergic 3","GABAergic 5",0.091458582411985,3
"ANGPT","GABAergic 6","Glutamatergic 6",0.0914548452285416,3
"5-HT","Glutamatergic 1","Glutamatergic 6",0.0914504708010673,6
"Netrin","Glutamatergic 5","Glutamatergic 5",0.0914312795249801,4
"VCAM","GABAergic 6","ASTRO",0.0914284847796111,2
"SEMA4","GABAergic 2","Glutamatergic 2",0.0914033851390196,3
"EGF","GABAergic 4","OPC",0.0913989047136375,2
"ANGPT","PER/Endo","Glutamatergic 3",0.0913961103295381,2
"NT","GABAergic 4","Glutamatergic 5",0.0913787528297565,2
"ncWNT","VLMC","GABAergic 3",0.0913779950884679,2
"AGRN","Glutamatergic 10","Glutamatergic 7",0.0913748428114149,1
"AGRN","Glutamatergic 5","Glutamatergic 2",0.091345972786718,1
"CD46","Glutamatergic 3","EPEN",0.0913274846836052,1
"THBS","Glutamatergic 4","GABAergic 2",0.091327160391292,3
"CypA","GABAergic 3","OLIGO",0.0912670012686438,1
"EGF","GABAergic 6","GABAergic 5",0.091248494880484,2
"OPIOID","VLMC","EPEN",0.0912276645225798,2
"ACTIVIN","GABAergic 1","Neuro 1",0.0912135526551693,2
"JAM","Glutamatergic 10","GABAergic 6",0.0911982234792759,1
"ANGPT","Glutamatergic 5","GABAergic 2",0.0911969042567823,3
"SPP1","GABAergic 1","NB",0.0911692545162141,5
"FN1","GABAergic 6","PER/Endo",0.0911608713757876,5
"Glycine","VLMC","GABAergic 2",0.0911253892682218,4
"ANGPTL","Glutamatergic 2","Glutamatergic 9",0.0911229935043435,2
"CypA","Glutamatergic 7","OPC",0.0911099537035241,1
"AGRN","OPC","Neuro 1",0.0910981743711051,1
"ACTIVIN","Glutamatergic 5","Glutamatergic 7",0.0910800041208024,2
"ACTIVIN","EPEN","MG",0.0910766948665728,4
"FN1","OLIGO","GABAergic 5",0.0910681691542889,5
"ncWNT","Glutamatergic 8","EPEN",0.0910480545518713,4
"PTPRM","GABAergic 6","Glutamatergic 8",0.091018135430783,1
"PTPRM","Glutamatergic 8","GABAergic 6",0.091018135430783,1
"EGF","Glutamatergic 3","ASTRO",0.0910152261959931,4
"CypA","Glutamatergic 8","Glutamatergic 10",0.090987878065385,1
"Glycine","VLMC","Glutamatergic 1",0.0909843453092033,4
"TULP","Neuro 1","VLMC",0.0909769185957282,1
"IGF","Neuro 1","Glutamatergic 1",0.0909748833565136,1
"JAM","MG","Glutamatergic 7",0.0909463292308374,4
"THBS","OLIGO","Glutamatergic 6",0.0909349001305294,3
"CX3C","Glutamatergic 3","Glutamatergic 1",0.0909096445361938,1
"CypA","MG","OPC",0.0908634420148036,1
"CD39","PER/Endo","MG",0.0908309053638373,3
"EGF","Glutamatergic 8","NB",0.0908281479120986,3
"NT","MG","Glutamatergic 10",0.0908273189397399,2
"FGF","MG","OPC",0.0908005176739261,4
"GAS","MG","Glutamatergic 2",0.090767591126455,1
"SPP1","Glutamatergic 7","GABAergic 2",0.0907488066904041,5
"SEMA4","GABAergic 2","Glutamatergic 6",0.0907274460337363,4
"NT","GABAergic 6","Neuro 1",0.0907263458057755,2
"PROS","Glutamatergic 6","MG",0.0907203557982609,1
"SELPLG","MG","PER/Endo",0.0907188610763006,2
"IGF","Neuro 1","Glutamatergic 3",0.0906966274099146,1
"NT","GABAergic 3","GABAergic 3",0.0906958978008932,2
"ANGPT","Glutamatergic 2","GABAergic 2",0.0906541551042323,3
"VCAM","Neuro 1","ASTRO",0.0906372071073447,2
"THBS","GABAergic 4","Glutamatergic 3",0.0906171274136608,3
"CypA","PER/Endo","GABAergic 1",0.0906102771792963,1
"CCL","EPEN","GABAergic 6",0.090608044674045,2
"SEMA4","MG","GABAergic 4",0.0905789776721018,3
"CD39","EPEN","OPC",0.0905734495483757,3
"RELN","Glutamatergic 10","MG",0.0905685418074401,3
"PROS","PER/Endo","Glutamatergic 5",0.0905628864713957,2
"Netrin","ASTRO","PER/Endo",0.0905584067401217,5
"ncWNT","GABAergic 1","EPEN",0.0905336658256242,4
"SPP1","GABAergic 1","Glutamatergic 7",0.0905321098727518,5
"AGRN","GABAergic 6","Neuro 1",0.0905099865830006,1
