"pathway_name","source","target","prob","n_interactions"
"UNC5","GABAergic 5","Glutamatergic 4",6.41990636578859,11
"UNC5","Glutamatergic 2","Glutamatergic 2",6.40792233305256,10
"NRG","OPC","ASTRO",6.40780303532741,10
"NRG","Glutamatergic 1","GABAergic 1",6.40679937340142,9
"UNC5","Glutamatergic 4","Glutamatergic 1",6.39991665765029,11
"SEMA3","GABAergic 4","GABAergic 5",6.39910191570525,23
"PTPR","GABAergic 4","PER/Endo",6.39624496907054,9
"NCAM","Glutamatergic 3","GABAergic 2",6.3960759237926,5
"GABA-B","Glutamatergic 7","Glutamatergic 2",6.39515901708014,20
"ADGRL","VLMC","EPEN",6.39420667083299,32
"NCAM","Glutamatergic 2","ASTRO",6.39325496887334,5
"NGL","OPC","GABAergic 5",6.39277732521861,2
"NGL","OPC","GABAergic 3",6.39033190207771,3
"NCAM","GABAergic 5","GABAergic 1",6.38715210759147,5
"NCAM","GABAergic 5","GABAergic 4",6.38582426558655,5
"NGL","GABAergic 6","Glutamatergic 8",6.37638493883967,3
"NCAM","Glutamatergic 9","Glutamatergic 8",6.37405644979205,5
"NCAM","Glutamatergic 9","OPC",6.37210674128328,5
"NCAM","Glutamatergic 2","Glutamatergic 2",6.36885647315634,5
"NEGR","GABAergic 2","NB",6.36664793020973,1
"NEGR","NB","GABAergic 2",6.36664793020973,1
"EPHA","GABAergic 6","Glutamatergic 2",6.36118364901695,10
"NEGR","GABAergic 4","GABAergic 4",6.35956400670912,1
"EPHA","Glutamatergic 4","GABAergic 4",6.35938427452349,16
"NEGR","GABAergic 3","NB",6.3562457853612,1
"NEGR","NB","GABAergic 3",6.3562457853612,1
"COLLAGEN","PER/Endo","ASTRO",6.34740859534691,51
"NEGR","Glutamatergic 1","Glutamatergic 4",6.34553703393103,1
"NEGR","Glutamatergic 4","Glutamatergic 1",6.34553703393103,1
"NCAM","Glutamatergic 4","Neuro 1",6.34542938927717,5
"NCAM","GABAergic 4","Glutamatergic 3",6.34540569599913,5
"BMP","VLMC","Glutamatergic 1",6.34450894118157,38
"EPHA","Glutamatergic 1","Glutamatergic 1",6.34407924385271,11
"NEGR","Glutamatergic 8","NB",6.3407288549633,1
"NEGR","NB","Glutamatergic 8",6.3407288549633,1
"NEGR","NB","Neuro 1",6.33546434034015,1
"NEGR","Neuro 1","NB",6.33546434034015,1
"NEGR","GABAergic 2","OPC",6.33431217914806,1
"NEGR","OPC","GABAergic 2",6.33431217914806,1
"UNC5","GABAergic 5","Glutamatergic 1",6.33118163837145,12
"NEGR","Glutamatergic 1","Glutamatergic 3",6.33032394761879,1
"NEGR","Glutamatergic 3","Glutamatergic 1",6.33032394761879,1
"CNTN","OPC","Glutamatergic 7",6.32618483045589,5
"TENASCIN","OPC","ASTRO",6.32469110817368,8
"NEGR","GABAergic 3","OPC",6.32396286605181,1
"NEGR","OPC","GABAergic 3",6.32396286605181,1
"CNTN","Glutamatergic 1","OPC",6.32134558054315,7
"ADGRL","EPEN","MG",6.32102484043081,27
"NRG","Glutamatergic 8","GABAergic 1",6.31624451769015,10
"EPHA","VLMC","Glutamatergic 7",6.31580679137574,17
"EPHA","Glutamatergic 9","Neuro 1",6.31436082549826,14
"NCAM","GABAergic 6","Glutamatergic 7",6.31205955023695,5
"NCAM","GABAergic 2","Glutamatergic 5",6.30866362702205,5
"NEGR","Glutamatergic 8","OPC",6.30852474503745,1
"NEGR","OPC","Glutamatergic 8",6.30852474503745,1
"CNTN","Glutamatergic 1","Glutamatergic 2",6.30487817447439,7
"GABA-B","Glutamatergic 7","Glutamatergic 3",6.30477105085201,20
"NCAM","Glutamatergic 2","Glutamatergic 7",6.30414518638661,5
"NEGR","Neuro 1","OPC",6.30328696850885,1
"NEGR","OPC","Neuro 1",6.30328696850885,1
"NRG","Glutamatergic 4","GABAergic 1",6.30052356797055,9
"NEGR","Glutamatergic 1","Glutamatergic 10",6.29870058421743,1
"NEGR","Glutamatergic 10","Glutamatergic 1",6.29870058421743,1
"NCAM","Glutamatergic 7","ASTRO",6.2985348062701,5
"GABA-B","OLIGO","Glutamatergic 5",6.29664608838953,20
"NCAM","GABAergic 6","Glutamatergic 9",6.29658813941745,4
"LAMININ","ASTRO","Neuro 1",6.29069946701377,65
"EPHA","Glutamatergic 10","Glutamatergic 9",6.29051912440371,5
"NCAM","GABAergic 1","GABAergic 3",6.28780742861048,5
"NCAM","Glutamatergic 8","Glutamatergic 2",6.28155636389107,5
"NRG","OPC","GABAergic 5",6.28019112166876,7
"NCAM","GABAergic 4","OLIGO",6.27855924303293,5
"NCAM","Glutamatergic 2","Glutamatergic 9",6.27667934259882,4
"NCAM","Glutamatergic 1","Glutamatergic 10",6.27574380335901,5
"NCAM","Glutamatergic 5","OPC",6.27449462262179,5
"GABA-B","OLIGO","Glutamatergic 8",6.27349002825655,20
"GABA-B","GABAergic 5","Glutamatergic 5",6.2732703683484,20
"GABA-B","Glutamatergic 2","Glutamatergic 1",6.27146461647073,16
"PTPR","ASTRO","Glutamatergic 2",6.27006792563993,10
"NEGR","ASTRO","GABAergic 2",6.26841535348693,1
"NEGR","GABAergic 2","ASTRO",6.26841535348693,1
"TENASCIN","OPC","PER/Endo",6.26363393606493,10
"NCAM","Glutamatergic 5","Glutamatergic 10",6.26315377962572,5
"NEGR","ASTRO","GABAergic 3",6.25817370588955,1
"NEGR","GABAergic 3","ASTRO",6.25817370588955,1
"PTPR","NB","GABAergic 4",6.25521511715035,11
"EPHA","Glutamatergic 8","GABAergic 4",6.25269670538916,12
"PTPR","NB","OPC",6.25249730662793,11
"NCAM","Glutamatergic 8","ASTRO",6.25165067784614,5
"CNTN","GABAergic 6","Glutamatergic 9",6.25061337873924,6
"GABA-B","Neuro 1","GABAergic 2",6.25046996420609,20
"GABA-B","GABAergic 5","Glutamatergic 8",6.25020027296098,20
"NEGR","ASTRO","Glutamatergic 8",6.24289619002698,1
"NEGR","Glutamatergic 8","ASTRO",6.24289619002698,1
"NCAM","Glutamatergic 8","Glutamatergic 7",6.24283586284944,5
"GABA-B","MG","Glutamatergic 4",6.23984842821303,20
"NEGR","ASTRO","Neuro 1",6.2377129028947,1
"NEGR","Neuro 1","ASTRO",6.2377129028947,1
"NCAM","Glutamatergic 4","GABAergic 3",6.22543983541041,5
"NEGR","Glutamatergic 1","Glutamatergic 2",6.22516170590074,1
"NEGR","Glutamatergic 2","Glutamatergic 1",6.22516170590074,1
"UNC5","Glutamatergic 10","Glutamatergic 2",6.22080627224712,10
"NCAM","Glutamatergic 8","Glutamatergic 9",6.2131538749875,4
"UNC5","GABAergic 4","Glutamatergic 6",6.21214307073117,9
"EPHA","Glutamatergic 1","Glutamatergic 10",6.20749895570192,10
"NCAM","Glutamatergic 10","Glutamatergic 4",6.20540684923152,4
"NCAM","ASTRO","GABAergic 5",6.20186296835821,5
"NRG","Neuro 1","GABAergic 1",6.20026806922912,10
"NCAM","Glutamatergic 4","ASTRO",6.19938994734168,5
"NCAM","GABAergic 2","GABAergic 2",6.19876787483857,5
"CNTN","Glutamatergic 3","ASTRO",6.19855264621581,6
"EPHA","GABAergic 6","Glutamatergic 4",6.19754378634434,10
"GABA-B","MG","Glutamatergic 9",6.19542572053852,20
"UNC5","GABAergic 4","Glutamatergic 5",6.19460193300027,9
"NCAM","Glutamatergic 1","Glutamatergic 8",6.19281692526639,5
"GABA-B","Neuro 1","Neuro 1",6.19167311805646,20
"CNTN","GABAergic 6","Glutamatergic 1",6.19067175482222,7
"CNTN","Glutamatergic 1","Glutamatergic 8",6.19031832697587,7
"NEGR","GABAergic 4","Glutamatergic 7",6.18890703193943,1
"NEGR","Glutamatergic 7","GABAergic 4",6.18890703193943,1
"EPHA","Glutamatergic 10","Glutamatergic 5",6.18230807798901,6
"NCAM","GABAergic 4","Neuro 1",6.17030359051683,5
"NCAM","GABAergic 3","Glutamatergic 6",6.16279796545043,5
"UNC5","GABAergic 6","Glutamatergic 2",6.15954420904741,10
"NCAM","Glutamatergic 7","Glutamatergic 2",6.1566729694145,5
"NCAM","ASTRO","GABAergic 6",6.15513911498856,5
"LAMININ","Glutamatergic 2","PER/Endo",6.15467299337512,66
"UNC5","Glutamatergic 5","GABAergic 4",6.14985340981404,12
"CADM","Glutamatergic 5","ASTRO",6.14622249498997,5
"UNC5","Glutamatergic 5","Neuro 1",6.1443064525668,12
"NGL","OPC","Glutamatergic 8",6.14373897227254,3
"NCAM","Glutamatergic 5","Glutamatergic 8",6.14153827921151,5
"NEGR","Glutamatergic 9","NB",6.14076622314446,1
"NEGR","NB","Glutamatergic 9",6.14076622314446,1
"ADGRL","EPEN","OLIGO",6.13890522999171,27
"UNC5","Glutamatergic 8","GABAergic 4",6.13820826803949,12
"CNTN","Glutamatergic 3","Glutamatergic 2",6.13728173479746,7
"CNTN","Glutamatergic 9","OPC",6.13723845465527,7
"UNC5","Glutamatergic 8","Neuro 1",6.13267181431149,12
"PTPR","ASTRO","Glutamatergic 5",6.13240864789708,10
"PTPR","MG","Glutamatergic 10",6.13106232100596,8
"CNTN","GABAergic 6","Glutamatergic 6",6.12850024053037,5
"CNTN","GABAergic 6","Glutamatergic 3",6.12663309241877,6
"CNTN","OPC","Glutamatergic 8",6.12403235900238,7
"CNTN","Glutamatergic 1","Glutamatergic 7",6.11746785061527,6
"UNC5","NB","GABAergic 4",6.11673374755704,11
"EPHA","Glutamatergic 2","GABAergic 3",6.11543634903755,15
"UNC5","NB","Neuro 1",6.11512664306044,11
"NCAM","GABAergic 2","EPEN",6.11499193864926,3
"NEGR","Glutamatergic 9","OPC",6.10957770917351,1
"NEGR","OPC","Glutamatergic 9",6.10957770917351,1
"UNC5","Glutamatergic 7","Glutamatergic 9",6.10698842509957,11
"NCAM","GABAergic 1","ASTRO",6.10293835624409,5
"ADGRL","VLMC","NB",6.09588055657085,32
"CNTN","Glutamatergic 3","OPC",6.09381531319883,7
"NEGR","GABAergic 2","GABAergic 6",6.0935433644913,1
"NEGR","GABAergic 6","GABAergic 2",6.0935433644913,1
"CADM","Glutamatergic 9","ASTRO",6.09231818012466,5
"NEGR","GABAergic 3","GABAergic 6",6.08358743141425,1
"NEGR","GABAergic 6","GABAergic 3",6.08358743141425,1
"CNTN","Glutamatergic 9","Glutamatergic 2",6.08295198449961,7
"PTPR","MG","Glutamatergic 3",6.07874892403144,8
"NCAM","OPC","Glutamatergic 4",6.07794987915796,4
"CADM","Neuro 1","ASTRO",6.0744409403057,5
"NCAM","EPEN","OPC",6.0735536799589,5
"CADM","ASTRO","ASTRO",6.0697046227165,6
"NEGR","GABAergic 6","Glutamatergic 8",6.06873611730047,1
"NEGR","Glutamatergic 8","GABAergic 6",6.06873611730047,1
"NRG","Glutamatergic 6","GABAergic 1",6.06606982650129,9
"NEGR","GABAergic 6","Neuro 1",6.06369742998796,1
"NEGR","Neuro 1","GABAergic 6",6.06369742998796,1
"GABA-B","GABAergic 3","ASTRO",6.06112984871554,20
"NCAM","Glutamatergic 1","OLIGO",6.05880930956582,5
"PTPR","NB","Glutamatergic 10",6.05862013119446,11
"CNTN","Glutamatergic 8","ASTRO",6.05794544431976,6
"UNC5","Glutamatergic 2","GABAergic 4",6.05726664388061,12
"SLIT","Glutamatergic 9","GABAergic 2",6.05466665424897,3
"CNTN","Glutamatergic 9","ASTRO",6.05351719623967,6
"UNC5","Glutamatergic 2","Neuro 1",6.05180319672671,12
"NCAM","GABAergic 5","Glutamatergic 5",6.0513311844888,5
"NCAM","GABAergic 3","NB",6.05082681994122,2
"CNTN","Glutamatergic 3","Glutamatergic 8",6.05030664200797,7
"NEGR","ASTRO","Glutamatergic 9",6.04601883083311,1
"NEGR","Glutamatergic 9","ASTRO",6.04601883083311,1
"COLLAGEN","EPEN","VLMC",6.04308419695245,73
"CADM","Glutamatergic 9","Neuro 1",6.0410088233643,5
"LAMININ","PER/Endo","EPEN",6.04006097692203,84
"NCAM","Glutamatergic 7","Glutamatergic 7",6.03910198798667,5
"PTPR","OLIGO","Glutamatergic 1",6.03298197400838,10
"NRG","GABAergic 4","GABAergic 1",6.03126113845638,7
"CNTN","Glutamatergic 9","Glutamatergic 8",6.0308596661408,7
"EPHA","GABAergic 2","Glutamatergic 8",6.02603339051018,8
"NCAM","GABAergic 1","Glutamatergic 2",6.02566585347658,5
"NCAM","Glutamatergic 3","EPEN",6.02318714137229,3
"NEGR","Glutamatergic 7","Glutamatergic 7",6.02282958542149,1
"NCAM","Glutamatergic 9","Glutamatergic 3",6.02278993377656,5
"NCAM","GABAergic 4","GABAergic 3",6.02203502859149,5
"GABA-B","GABAergic 4","GABAergic 3",6.02008215068801,20
"NCAM","Glutamatergic 7","Glutamatergic 9",6.01823300676767,4
"UNC5","Glutamatergic 1","Glutamatergic 6",6.01782285795843,9
"EPHA","Glutamatergic 3","Glutamatergic 3",6.01597949384597,11
"UNC5","Glutamatergic 5","Glutamatergic 4",6.01316974813597,11
"PTPR","OLIGO","Glutamatergic 4",6.01279329964242,10
"NGL","Glutamatergic 7","Glutamatergic 1",6.01272165232067,3
"UNC5","GABAergic 2","GABAergic 6",6.01264070668036,10
"GABA-B","MG","Glutamatergic 2",6.01055295802807,20
"NCAM","GABAergic 3","GABAergic 4",6.0084029273224,5
"PTN","VLMC","PER/Endo",6.00612910073311,8
"PTN","VLMC","GABAergic 3",6.00450307212106,7
"UNC5","Glutamatergic 1","Glutamatergic 5",6.0008304193765,9
"CNTN","Glutamatergic 8","Glutamatergic 2",5.99906902254166,7
"GABA-B","GABAergic 4","GABAergic 6",5.99722776461773,20
"UNC5","Glutamatergic 8","Glutamatergic 4",5.99363795537345,10
"UNC5","NB","Glutamatergic 4",5.99253651776316,11
"EPHA","Glutamatergic 3","Glutamatergic 6",5.99249981903801,11
"NCAM","Glutamatergic 1","Glutamatergic 3",5.98909783669646,5
"NCAM","GABAergic 3","GABAergic 1",5.98816557252447,5
"COLLAGEN","PER/Endo","MG",5.98618977788034,48
"FN1","PER/Endo","ASTRO",5.98209060143852,11
"COLLAGEN","VLMC","GABAergic 4",5.96731599689457,77
"NCAM","GABAergic 6","Glutamatergic 6",5.96650839266682,5
"GABA-B","GABAergic 4","GABAergic 1",5.96606422145843,20
"UNC5","Glutamatergic 9","Glutamatergic 9",5.96328065305121,11
"NCAM","Glutamatergic 6","Glutamatergic 10",5.96149678987036,5
"CNTN","OPC","Glutamatergic 4",5.96021777573842,6
"PTPR","ASTRO","Glutamatergic 4",5.9601724792652,10
"CNTN","Glutamatergic 5","ASTRO",5.95440387979107,5
"CNTN","Glutamatergic 3","Glutamatergic 7",5.95297503658065,6
"PTN","VLMC","GABAergic 5",5.95283131813154,5
"LAMININ","ASTRO","GABAergic 6",5.95265998802887,60
"NCAM","Glutamatergic 4","Glutamatergic 2",5.95238924266086,5
"NCAM","GABAergic 5","GABAergic 2",5.95096182373999,5
"FN1","PER/Endo","MG",5.94777989557813,13
"PTPR","MG","Glutamatergic 9",5.94069298210932,8
"LAMININ","ASTRO","GABAergic 3",5.94047045256094,59
"NCAM","GABAergic 1","Glutamatergic 7",5.93923595267495,5
"NCAM","GABAergic 5","EPEN",5.93339983430952,3
"NCAM","GABAergic 6","NB",5.93288032824715,2
"EPHA","Glutamatergic 4","GABAergic 1",5.93270903878834,15
"CADM","Glutamatergic 5","Neuro 1",5.92581627555083,5
"GABA-B","MG","Glutamatergic 3",5.92560094098961,20
"NGL","Glutamatergic 6","GABAergic 5",5.92554805411137,2
"LAMININ","EPEN","Glutamatergic 8",5.92540541099599,66
"UNC5","Glutamatergic 5","Glutamatergic 1",5.92090030620594,11
"PTPR","OLIGO","Glutamatergic 6",5.92076312434564,10
"CNTN","Glutamatergic 8","Glutamatergic 8",5.91789449502364,7
"UNC5","GABAergic 1","Glutamatergic 6",5.91588266403722,9
"NCAM","GABAergic 1","Glutamatergic 9",5.91585327459403,4
"UNC5","Glutamatergic 2","Glutamatergic 4",5.91089721144404,10
"NCAM","GABAergic 2","Glutamatergic 1",5.9068442611311,5
"EPHA","Glutamatergic 3","Glutamatergic 1",5.90306584097216,13
"UNC5","Glutamatergic 8","Glutamatergic 1",5.90013534013294,10
"UNC5","GABAergic 1","Glutamatergic 5",5.89917807249318,9
"BMP","VLMC","Glutamatergic 8",5.89833744221545,35
"UNC5","NB","Glutamatergic 1",5.89495083924691,10
"GABA-B","OLIGO","GABAergic 2",5.89205934070899,20
"COLLAGEN","Glutamatergic 4","PER/Endo",5.89110015433361,50
"EPHA","Glutamatergic 9","GABAergic 4",5.89014056427643,12
"NCAM","Glutamatergic 9","Neuro 1",5.88353062576504,5
"EPHA","Glutamatergic 6","NB",5.88340286094368,6
"UNC5","Glutamatergic 10","GABAergic 4",5.8784450757581,12
"NCAM","Glutamatergic 9","OLIGO",5.87811771527826,5
"UNC5","Glutamatergic 6","GABAergic 2",5.87749999347273,10
"CNTN","Glutamatergic 9","Glutamatergic 7",5.87746888875144,6
"NEGR","GABAergic 6","Glutamatergic 9",5.87735110879636,1
"NEGR","Glutamatergic 9","GABAergic 6",5.87735110879636,1
"EPHA","Glutamatergic 4","GABAergic 2",5.87563467040573,15
"SEMA3","GABAergic 4","Glutamatergic 5",5.87289459158341,24
"GABA-B","GABAergic 5","GABAergic 2",5.87018561179351,20
"NRG","GABAergic 5","ASTRO",5.86933113288528,13
"ADGRL","PER/Endo","EPEN",5.86579453506108,27
"NCAM","Neuro 1","GABAergic 5",5.86383981908115,5
"CNTN","OPC","Glutamatergic 5",5.86322877200996,6
"UNC5","Glutamatergic 10","Neuro 1",5.86320012444256,11
"LAMININ","OLIGO","Glutamatergic 8",5.86035763657102,27
"SEMA3","OPC","Neuro 1",5.85851466043618,16
"NCAM","Glutamatergic 5","Glutamatergic 3",5.85771588561746,5
"SEMA3","OPC","NB",5.85625969987949,16
"CNTN","Glutamatergic 1","Glutamatergic 10",5.85393767587196,5
"GABA-B","GABAergic 1","GABAergic 3",5.85317881045687,18
"EPHA","Glutamatergic 8","GABAergic 1",5.85011162741245,13
"CNTN","Glutamatergic 8","OPC",5.84980725985098,7
"EPHA","Neuro 1","Glutamatergic 8",5.84699886347723,15
"GABA-B","OLIGO","Neuro 1",5.83663398732851,20
"CNTN","OPC","Glutamatergic 10",5.83633800990025,4
"CNTN","Glutamatergic 1","Glutamatergic 5",5.83572428626063,7
"GABA-B","GABAergic 1","GABAergic 6",5.8353514705632,18
"CNTN","GABAergic 2","ASTRO",5.83508566223119,6
"BMP","VLMC","GABAergic 4",5.83485609070274,37
"NEGR","GABAergic 4","NB",5.8320430500014,1
"NEGR","NB","GABAergic 4",5.8320430500014,1
"UNC5","Glutamatergic 4","GABAergic 2",5.83136649413983,10
"CNTN","Glutamatergic 8","Glutamatergic 7",5.82954996022052,6
"UNC5","Glutamatergic 2","Glutamatergic 1",5.82902973891192,11
"PTPR","Glutamatergic 3","PER/Endo",5.82656394161758,9
"SLIT","Glutamatergic 9","GABAergic 3",5.82606927184356,3
"EPHA","GABAergic 2","Glutamatergic 2",5.82558351185747,9
"NEGR","GABAergic 2","Glutamatergic 1",5.82545740877321,1
"NEGR","Glutamatergic 1","GABAergic 2",5.82545740877321,1
"UNC5","GABAergic 6","GABAergic 4",5.82320412925473,12
"GABA-B","PER/Endo","GABAergic 3",5.82222176866526,20
"NCAM","GABAergic 4","ASTRO",5.82102410693778,5
"NCAM","Neuro 1","GABAergic 6",5.81988859406626,5
"UNC5","GABAergic 6","Neuro 1",5.81795179847635,12
"NEGR","GABAergic 3","Glutamatergic 1",5.81593948781397,1
"NEGR","Glutamatergic 1","GABAergic 3",5.81593948781397,1
"GABA-B","GABAergic 5","Neuro 1",5.81496601994474,20
"PTPR","NB","GABAergic 6",5.80717557719144,9
"NCAM","EPEN","Glutamatergic 10",5.80322553599664,5
"GABA-B","GABAergic 1","GABAergic 1",5.80249619339792,18
"NEGR","GABAergic 4","OPC",5.80242251902293,1
"NEGR","OPC","GABAergic 4",5.80242251902293,1
"NCAM","Glutamatergic 5","OLIGO",5.80182770374879,5
"NEGR","Glutamatergic 1","Glutamatergic 8",5.80174155852077,1
"NEGR","Glutamatergic 8","Glutamatergic 1",5.80174155852077,1
"GABA-B","PER/Endo","GABAergic 6",5.80011853140751,20
"PTPR","VLMC","Glutamatergic 8",5.7972028390249,9
"NEGR","Glutamatergic 1","Neuro 1",5.79692454868275,1
"NEGR","Neuro 1","Glutamatergic 1",5.79692454868275,1
"SEMA3","PER/Endo","Glutamatergic 2",5.79687464627543,18
"NCAM","Glutamatergic 6","Glutamatergic 8",5.79531064325311,5
"CNTN","Glutamatergic 1","Glutamatergic 4",5.7920162123723,7
"NCAM","GABAergic 3","Glutamatergic 5",5.79115749393451,5
"NGL","Glutamatergic 1","Glutamatergic 1",5.79096410699336,3
"NRG","OLIGO","OLIGO",5.78794439692674,11
"NCAM","Glutamatergic 4","Glutamatergic 7",5.78762504641882,5
"NRG","GABAergic 6","GABAergic 1",5.78746461594151,10
"EPHA","Glutamatergic 1","Neuro 1",5.78693837249541,10
"EPHA","Glutamatergic 3","Glutamatergic 10",5.78656354621317,12
"SLIT","Glutamatergic 9","GABAergic 4",5.78376503516369,3
"NCAM","Glutamatergic 1","Neuro 1",5.77978006618457,5
"EPHA","Glutamatergic 8","GABAergic 2",5.7751755157675,11
"NCAM","GABAergic 4","Glutamatergic 2",5.77303511357749,5
"NCAM","Glutamatergic 4","Glutamatergic 9",5.77272535624142,4
"BMP","VLMC","GABAergic 2",5.7713469296831,37
"GABA-B","PER/Endo","GABAergic 1",5.7699792318383,20
"GABA-B","GABAergic 3","Glutamatergic 10",5.76974864287408,20
"EPHA","GABAergic 6","Glutamatergic 3",5.76786311009686,9
"CNTN","GABAergic 6","GABAergic 2",5.76552181526821,6
"EPHA","Glutamatergic 2","GABAergic 6",5.76400473041423,14
"SEMA3","PER/Endo","Glutamatergic 9",5.76229761997355,19
"UNC5","GABAergic 5","GABAergic 2",5.75990199002245,10
"PTN","VLMC","Glutamatergic 1",5.75813555149202,7
"GABA-B","Glutamatergic 7","GABAergic 4",5.75147236973153,20
"GABA-B","GABAergic 6","ASTRO",5.75036142173593,20
"SEMA3","OPC","GABAergic 6",5.74759276015969,15
"EPHA","GABAergic 6","Glutamatergic 6",5.74206694648899,9
"NEGR","ASTRO","GABAergic 4",5.74205902345557,1
"NEGR","GABAergic 4","ASTRO",5.74205902345557,1
"UNC5","Glutamatergic 10","Glutamatergic 4",5.74069971953884,10
"NCAM","GABAergic 6","GABAergic 4",5.7365727970705,5
"PTPR","OLIGO","Glutamatergic 10",5.73511148725391,10
"NCAM","EPEN","Glutamatergic 8",5.73211218990038,5
"NCAM","GABAergic 6","GABAergic 1",5.73179391951922,5
"PTPR","MG","Neuro 1",5.72803216135443,8
"NCAM","Glutamatergic 9","GABAergic 3",5.72671394460016,5
"NCAM","Glutamatergic 2","Glutamatergic 6",5.71916536670698,5
"CNTN","Glutamatergic 3","Glutamatergic 10",5.71325618747138,5
"ADGRL","OLIGO","EPEN",5.70614686570387,32
"NCAM","GABAergic 4","Glutamatergic 7",5.70234300152449,5
"GABA-B","Glutamatergic 6","Glutamatergic 1",5.69730340311756,12
"NCAM","ASTRO","Glutamatergic 4",5.69591175305205,4
"NCAM","Glutamatergic 5","Neuro 1",5.69414106174136,5
"NRG","GABAergic 5","GABAergic 5",5.6915301501039,9
"PTPR","ASTRO","Glutamatergic 1",5.69141508246307,10
"CNTN","Glutamatergic 9","Glutamatergic 10",5.69018558974597,5
"UNC5","GABAergic 2","Glutamatergic 2",5.68981280001196,10
"UNC5","GABAergic 6","Glutamatergic 4",5.68088926998187,10
"CNTN","Glutamatergic 3","Glutamatergic 5",5.68070071063048,7
"NCAM","GABAergic 4","Glutamatergic 9",5.67868955426315,4
"CADM","Neuro 1","Neuro 1",5.67849637477571,5
"NEGR","Glutamatergic 7","NB",5.67554194039863,1
"NEGR","NB","Glutamatergic 7",5.67554194039863,1
"EPHA","GABAergic 6","Glutamatergic 1",5.67515536133516,12
"TENASCIN","OPC","VLMC",5.67497108798921,10
"EPHA","Neuro 1","Glutamatergic 2",5.67417501408847,15
"NCAM","GABAergic 3","GABAergic 2",5.67278604152972,5
"CNTN","Glutamatergic 9","Glutamatergic 5",5.67194721041053,7
"FN1","PER/Endo","OPC",5.66756195928564,11
"UNC5","Glutamatergic 3","OLIGO",5.66702279858156,11
"NCAM","Glutamatergic 1","GABAergic 3",5.66613893089122,5
"NCAM","GABAergic 3","Glutamatergic 1",5.66497540509234,5
"COLLAGEN","Glutamatergic 8","PER/Endo",5.66461707339772,46
"EPHA","GABAergic 2","Glutamatergic 4",5.65975407445025,8
"UNC5","GABAergic 3","GABAergic 6",5.6595719048718,11
"NCAM","Glutamatergic 6","OPC",5.65711749252205,5
"UNC5","Glutamatergic 10","Glutamatergic 1",5.6512762259818,10
"NEGR","Glutamatergic 7","OPC",5.64671626740138,1
"NEGR","OPC","Glutamatergic 7",5.64671626740138,1
"EPHA","GABAergic 4","Glutamatergic 9",5.64571653315924,13
"SLIT","Glutamatergic 9","NB",5.63835856053045,3
"NCAM","EPEN","OLIGO",5.63771976955431,5
"CNTN","Glutamatergic 3","Glutamatergic 4",5.63433938952996,7
"UNC5","Neuro 1","GABAergic 6",5.63268104203601,11
"CNTN","Glutamatergic 2","ASTRO",5.62684202232165,6
"NCAM","Glutamatergic 2","GABAergic 4",5.62596442694239,5
"NRG","Glutamatergic 7","GABAergic 1",5.62216076528291,6
"SEMA3","GABAergic 4","PER/Endo",5.62122964370098,24
"NEGR","Glutamatergic 1","Glutamatergic 9",5.61877654965331,1
"NEGR","Glutamatergic 9","Glutamatergic 1",5.61877654965331,1
"NCAM","Glutamatergic 1","ASTRO",5.61823250059061,5
"EPHA","Glutamatergic 5","Glutamatergic 9",5.61688454866628,13
"GABA-B","Glutamatergic 7","Glutamatergic 7",5.61610837694359,20
"NCAM","Glutamatergic 8","Glutamatergic 6",5.61396571169883,5
"CNTN","GABAergic 2","Glutamatergic 2",5.61380770984835,7
"GABA-B","Glutamatergic 7","Glutamatergic 6",5.60729333973908,20
"ADGRL","MG","EPEN",5.60707994230882,32
"Netrin","OPC","OPC",5.60661373227853,7
"CNTN","Glutamatergic 1","Glutamatergic 1",5.60502921335438,7
"UNC5","GABAergic 6","Glutamatergic 1",5.60292911781594,11
"CNTN","Glutamatergic 1","Glutamatergic 9",5.59907429034345,6
"NCAM","Glutamatergic 2","GABAergic 1",5.59796319441413,5
"NCAM","GABAergic 5","Glutamatergic 1",5.59592241903028,5
"SEMA3","PER/Endo","VLMC",5.5957085203388,19
"CNTN","Glutamatergic 5","OPC",5.59429325453597,5
"NEGR","ASTRO","Glutamatergic 7",5.58797260796259,1
"NEGR","Glutamatergic 7","ASTRO",5.58797260796259,1
"NCAM","Glutamatergic 7","Glutamatergic 6",5.58737092934368,5
"CNTN","GABAergic 2","OPC",5.58675597379438,6
"COLLAGEN","Glutamatergic 9","PER/Endo",5.5838458070131,52
"CNTN","Glutamatergic 8","Glutamatergic 10",5.5832744629914,5
"NGL","Glutamatergic 6","GABAergic 3",5.58239444116196,3
"NEGR","GABAergic 4","GABAergic 6",5.58187096543171,1
"NEGR","GABAergic 6","GABAergic 4",5.58187096543171,1
"ADGRL","PER/Endo","NB",5.58009740084809,26
"PTPR","ASTRO","Glutamatergic 6",5.5788169069917,10
"CNTN","Glutamatergic 9","Glutamatergic 4",5.57817738956001,7
"SEMA3","PER/Endo","Glutamatergic 4",5.57768642434779,18
"CNTN","OPC","Glutamatergic 9",5.57716083919164,6
"EPHA","GABAergic 4","Glutamatergic 5",5.57610771008327,13
"COLLAGEN","VLMC","Glutamatergic 2",5.57404418593157,76
"COLLAGEN","VLMC","EPEN",5.57195469223778,95
