rank,MOL_ID,molecule_name,SMILES,composite_score_adjusted,composite_score,NFE2L2,HMOX1,GPX4,TFRC,SLC7A11,ACSL4,FTH1,PTGS2,KEAP1
428,MOL012432,Farrerol,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,0.5013504775523178,0.5013504775523178,0.7498443722724915,0.5629527568817139,0.49897247552871704,0.27110016345977783,0.306307852268219,0.2582511901855469,0.2893427908420563,0.7606077194213867,0.7290194630622864
429,MOL004068,rosenonolactone,C=C[C@]1(C)CC[C@]2(C)[C@@H](C1)C(=O)CC1[C@]3(C)CCC[C@@]12OC3=O,0.5010418682990802,0.5010418682990802,0.7443737983703613,0.5527659058570862,0.5026100277900696,0.25471949577331543,0.2928200364112854,0.2523821294307709,0.2767593562602997,0.7600692510604858,0.7239934206008911
430,MOL001708,picropodophyllone,COc1cc(C2c3cc4c(cc3C(=O)[C@@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,0.5007479779599392,0.5007479779599392,0.7427887320518494,0.5843021273612976,0.5399593114852905,0.26771649718284607,0.3285068869590759,0.26138678193092346,0.2816253900527954,0.760097324848175,0.7126555442810059
431,MOL002670,Cavidine,COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,0.5006289195280131,0.5006289195280131,0.7497646808624268,0.5623888373374939,0.5134934186935425,0.2762376070022583,0.2960163652896881,0.26234233379364014,0.28207099437713623,0.7604368329048157,0.7266237735748291
432,MOL006465,Rubrofusarin-6-beta-gentiobioside,CCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC(C)C,0.499792706217743,0.499792706217743,0.7491162419319153,0.5894840359687805,0.5184640884399414,0.27830368280410767,0.2986599802970886,0.2641536593437195,0.28300923109054565,0.7605892419815063,0.7214181423187256
433,,Rosenonolactone,C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC12OC3=O,0.49957642109850753,0.49957642109850753,0.7490692138671875,0.5694167613983154,0.49765297770500183,0.2743140161037445,0.3009094297885895,0.2546117603778839,0.26545533537864685,0.7599021196365356,0.7247334718704224
434,MOL011167,"ergosta-7,22-diene-3beta-yl pentadecanoate",COc1c(O)ccc(CC[C@@H](O)[C@H]2CC#C[C@@H]([C@H](C)Cc3ccccc3)CCCC[C@@H]2O)c1-c1cc2ccc(O)cc2cc1CO,0.4994651925019107,0.4994651925019107,0.745705246925354,0.5672782063484192,0.5327547788619995,0.26935726404190063,0.3147910237312317,0.26476022601127625,0.2814347743988037,0.7605506777763367,0.7161890864372253
435,MOL005421,alpha-Onocerin,C=C1CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC[C@H]1C(=C)CC[C@H]2C(C)(C)[C@@H](O)CC[C@]12C,0.4992615266329697,0.4992615266329697,0.7488815784454346,0.5203761458396912,0.46405282616615295,0.28613749146461487,0.2986207604408264,0.26335784792900085,0.2827700078487396,0.7598617076873779,0.732659101486206
436,MOL009075,cycloartenone,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,0.49917430545862124,0.49917430545862124,0.7499231100082397,0.5231108665466309,0.464732825756073,0.2658471167087555,0.28453171253204346,0.25211843848228455,0.27576449513435364,0.759344220161438,0.7265669703483582
437,,Vitetrifolin c,CC(=O)OC1C=C2C(C)(C)CCCC2(C)C(O)(CCc2ccoc2)C1C,0.4985243585156034,0.4985243585156034,0.7482442259788513,0.5403427481651306,0.4875090420246124,0.2707158625125885,0.2927771806716919,0.2542930841445923,0.2666601240634918,0.760129451751709,0.728614866733551
438,MOL013679,25(26)-dehydrothelenotoside B,CCC(C)CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,0.49839574834425115,0.49839574834425115,0.7479763031005859,0.5296615362167358,0.48696497082710266,0.277737557888031,0.29101821780204773,0.25747445225715637,0.2682543396949768,0.7593805193901062,0.7273017168045044
439,MOL011122,wikstroemin,CCC[C@H]1/N=C(\O)c2csc(n2)[C@H](C)/N=C(\O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)/N=C(/O)[C@H]([C@@H](C)CC)OC(=O)[C@H]1C,0.49835879614667977,0.49835879614667977,0.7454788684844971,0.5401976704597473,0.47756969928741455,0.2656891942024231,0.2937118411064148,0.26521581411361694,0.27882152795791626,0.7598425149917603,0.7230781316757202
440,MOL002663,Skimmianin,Cn1c(=O)c2c(c3ccccc31)OC(C)(C)[C@@H](O)C2,0.4973916215020234,0.4973916215020234,0.7483035922050476,0.5423369407653809,0.47781655192375183,0.2747957706451416,0.299870103597641,0.25474509596824646,0.2814258635044098,0.7598720788955688,0.7256831526756287
441,MOL001700,deoxypodophyllotoxin,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,0.4972647852869626,0.4972647852869626,0.7492009401321411,0.5760048031806946,0.5115886926651001,0.26879721879959106,0.31718507409095764,0.25684458017349243,0.2894905209541321,0.7603644132614136,0.7290867567062378
442,MOL007907,"3,7-dihydroxy-2,8-dimethyl-9,10-dihydrophenanthrene-4-carbaldehyde",OC[C@H]1OC(n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,0.4971497012800227,0.4971497012800227,0.7493981122970581,0.5949043035507202,0.5189286470413208,0.29256582260131836,0.3123287558555603,0.2613390386104584,0.3005402982234955,0.7571309804916382,0.7372652292251587
443,MOL003759,Iristectorigenin A,COc1cc(-c2coc3cc(O)c(OC)c(O)c3c2=O)ccc1O,0.4967397368807395,0.4967397368807395,0.7503979206085205,0.5319123268127441,0.47260236740112305,0.2816940248012543,0.29165327548980713,0.25441300868988037,0.2749353349208832,0.7594177722930908,0.7329626679420471
444,MOL001040,"(2R)-5,7-dihydroxy-2-(4-hydroxyphenyl)chroman-4-one",CCC[C@@H](O)C[C@@H]1CCC[C@H](C[C@@H](O)CCC)N1C,0.49652752434615044,0.3486902409255877,0.7424319982528687,0.4172240197658539,0.3425081783533096,0.40689785480499263,0.2650085210800171,0.3655796614289284,0.2679517865180969,0.727294225692749,0.7120001316070557
445,MOL013907,Holothurinoside D,CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCC(C)C,0.4963738182883765,0.4963738182883765,0.7478911876678467,0.568140983581543,0.49545609951019287,0.2644689381122589,0.2965428829193115,0.2542933225631714,0.2742931842803955,0.7598329782485962,0.722925066947937
446,MOL011159,"ergosta-4,6,8(14),22-tetraene-3-one",CCOC(=O)N1CCC2(CC1)OC(=O)C(C)=C2C(=O)NCc1ccccc1Cl,0.49624414924674837,0.49624414924674837,0.7481560707092285,0.5640962719917297,0.499934583902359,0.2762807011604309,0.2921121120452881,0.2542882561683655,0.2781151533126831,0.7594306468963623,0.7276216745376587
447,MOL006078,"3,5-dihydroxy-2-(4-hydroxyphenyl)chromone",C[C@@H](c1ccc(C=O)cc1)[C@@H]1CCCC2(CCCC2)C1,0.49532432413282884,0.49532432413282884,0.7495051026344299,0.5133880972862244,0.45255544781684875,0.27388137578964233,0.2983408570289612,0.24801982939243317,0.28163015842437744,0.7595574855804443,0.7301620244979858
448,MOL002341,Hesperetin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0.4942755302992491,0.4942755302992491,0.7455288171768188,0.579563319683075,0.5229396820068359,0.27135348320007324,0.3178187906742096,0.259983628988266,0.27934175729751587,0.7603380084037781,0.7221290469169617
449,MOL014118,Pseudostichoposide B_qt,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC,0.4940557089019682,0.4940557089019682,0.7493093013763428,0.5217745900154114,0.45939967036247253,0.26763716340065,0.29946714639663696,0.25965219736099243,0.2759256362915039,0.760575532913208,0.7285236716270447
450,MOL000854,alisol C,C[C@H](C[C@H](O)[C@H]1OC1(C)C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,0.4939532170056196,0.4939532170056196,0.7478547096252441,0.5640780925750732,0.48942235112190247,0.27157101035118103,0.3009002208709717,0.25962403416633606,0.2765142321586609,0.7584962844848633,0.7293112277984619
451,MOL006422,thalifendine,COc1c(O)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2,0.4937052882111958,0.4937052882111958,0.748508095741272,0.5591501593589783,0.5471179485321045,0.2684876322746277,0.3037126362323761,0.2661721110343933,0.2824060320854187,0.759748637676239,0.7217499017715454
452,MOL001494,Mandenol,OCC1=C[C@H]2CC[C@H]3c4[nH]c5ccccc5c4CCN3[C@@H]2CC1,0.49311892524338663,0.49311892524338663,0.7496395111083984,0.523112952709198,0.47167637944221497,0.28246885538101196,0.2905700206756592,0.2561674118041992,0.2817273437976837,0.7601968050003052,0.7279588580131531
453,MOL004598,"3,5,6,7-tetramethoxy-2-(3,4,5-trimethoxyphenyl)chromone",CC(C)N1C(=O)c2ccccc2C(C(=O)N2CCCC2)C12CN(C(=O)c1ccccc1)C2,0.4931149009887178,0.4931149009887178,0.7503464221954346,0.5433341860771179,0.4863249659538269,0.27733784914016724,0.3047279715538025,0.2616966962814331,0.27226942777633667,0.7603644132614136,0.732077956199646
454,MOL002680,Flavoxanthin,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)[C@H]1C=C2C(C)(C)C[C@H](O)C[C@@]2(C)O1,0.4929215066373784,0.4929215066373784,0.7490320205688477,0.521943986415863,0.463721364736557,0.27782171964645386,0.28341883420944214,0.2593348026275635,0.27466368675231934,0.7588011026382446,0.7320101261138916
455,,Vitetrifolin e,C=CC(C)(O)CCC1(C)C2=C(C(OC(C)=O)C(O)C1C)C(C)(C)CCC2,0.4919573003656874,0.4919573003656874,0.749316930770874,0.550835132598877,0.48276007175445557,0.26748961210250854,0.29762059450149536,0.25763630867004395,0.2732611894607544,0.7597028017044067,0.7277789115905762
456,MOL013287,Physovenine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,0.4911747430195255,0.4911747430195255,0.7503529787063599,0.5629584789276123,0.5056047439575195,0.2746952176094055,0.31244149804115295,0.2547875642776489,0.28430429100990295,0.7604990005493164,0.7325061559677124
457,MOL007424,artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0.49100239376162014,0.49100239376162014,0.7477806806564331,0.5362951159477234,0.48002538084983826,0.27414432168006897,0.288152813911438,0.252716988325119,0.26685136556625366,0.7601772546768188,0.7180960774421692
458,,Beta-carotene,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0.4893095041788732,0.4893095041788732,0.7448215484619141,0.5125519037246704,0.450039803981781,0.26527440547943115,0.28442466259002686,0.25552505254745483,0.2641541361808777,0.7592862844467163,0.719139814376831
459,MOL007744,CHLORANTHALACTONE A,C=C1[C@H]2C[C@H]2[C@]2(C)C=C3OC(=O)C(C)=C3C[C@@H]12,0.48862817245463225,0.48862817245463225,0.7481502294540405,0.5475195646286011,0.5014444589614868,0.27361661195755005,0.3057470917701721,0.2580927908420563,0.2834358811378479,0.759641706943512,0.730975866317749
460,MOL001715,Podophyllotoxone,COc1cc([C@@H]2c3cc4c(cc3C(=O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,0.4880431068737795,0.4880431068737795,0.7419335842132568,0.5605952739715576,0.5289508104324341,0.2582552433013916,0.3071240782737732,0.2673335075378418,0.27597445249557495,0.7597110271453857,0.7098919153213501
461,,Niloticin,CC(CC(O)C1OC1(C)C)C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C,0.48802341545155414,0.48802341545155414,0.7467473745346069,0.538580060005188,0.47135448455810547,0.26461291313171387,0.2988441586494446,0.25720083713531494,0.2661033272743225,0.7601762413978577,0.7207034230232239
462,MOL004305,Zedoalactone A,CC1=C2C[C@H]3[C@H](CC[C@]3(C)O)[C@@](C)(O)C[C@H]2OC1=O,0.48778904345387153,0.48778904345387153,0.7462064027786255,0.5633741617202759,0.5082119703292847,0.2650916576385498,0.3065837025642395,0.25605857372283936,0.27522534132003784,0.7603138089179993,0.7274564504623413
463,MOL011160,"ergosta-4,7,22-trien-3,6-dione",C=C1C=C2[C@@]3(CCC4(CCCC4)[C@@H]3CO)CC3(CCCC3)[C@H](C)[C@@]2(C)[C@H]2[C@@H]1C2(C)C,0.48775761478794827,0.48775761478794827,0.7482964992523193,0.5198543071746826,0.46477827429771423,0.2625567317008972,0.28946876525878906,0.2563633918762207,0.2721220850944519,0.7597576975822449,0.7280773520469666
464,MOL011267,Lucialdehyde B,C/C(C=O)=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,0.4876661734833696,0.4876661734833696,0.7458200454711914,0.5280382633209229,0.4683491587638855,0.2757817208766937,0.2897055745124817,0.26077455282211304,0.2695465087890625,0.7601954340934753,0.7228926420211792
465,MOL004373,Anhydroicaritin,COc1ccc(-c2oc3c4c(cc(O)c3c(=O)c2O)OC(C)(C)CC4)cc1,0.4859002837995812,0.4859002837995812,0.7455353140830994,0.563936710357666,0.5328383445739746,0.27901774644851685,0.30447474122047424,0.26755690574645996,0.27730101346969604,0.7596539855003357,0.7157206535339355
466,MOL004313,Zedoarolide B,CC1=C2C[C@H]3[C@H](CC[C@]3(C)O)[C@@](C)(O)C[C@]2(O)OC1=O,0.48472825073357567,0.48472825073357567,0.7507144212722778,0.5262581706047058,0.4681217670440674,0.28253281116485596,0.29867446422576904,0.255837082862854,0.283075213432312,0.7585789561271667,0.7311614751815796
467,MOL002660,niloticin,C[C@@H](C[C@@H](O)[C@@H]1OC1(C)C)[C@H]1CC[C@]2(C)C3=CCC4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,0.4835840050394724,0.4835840050394724,0.747833788394928,0.5515685677528381,0.4897190034389496,0.2703213393688202,0.2978193759918213,0.2601742744445801,0.27488166093826294,0.7605201005935669,0.7303794622421265
468,MOL008226,14-deoxyandrographolide,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1CCC1=CCOC1=O,0.4835641471184869,0.4835641471184869,0.7467551231384277,0.5702692866325378,0.5209029912948608,0.28140807151794434,0.30618736147880554,0.25832003355026245,0.2736503481864929,0.7588843107223511,0.7307934761047363
469,MOL009653,Cycloeucalenol,C=C(CC[C@@H](C)C1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,0.4833228696075122,0.4833228696075122,0.7476251125335693,0.5403146147727966,0.4916938841342926,0.2714751064777374,0.3011985421180725,0.25949302315711975,0.279568612575531,0.7595616579055786,0.7268799543380737
470,MOL000596,"[(3S,4aR,6aR,6aR,6bR,8aR,12S,12aR,14aR,14bR)-4,4,6a,6b,8a,12,14b-heptamethyl-11-methylene-1,2,3,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-hexadecahydropicen-3-yl] acetate",COc1ccc(-c2coc3c(CCC(C)(C)O)c4c(c(O)c3c2=O)CCC(C)(C)O4)c(OC)c1,0.48298217686591,0.48298217686591,0.7457791566848755,0.5209726095199585,0.4611325263977051,0.2707698941230774,0.28853166103363037,0.2550463080406189,0.268729031085968,0.7598194479942322,0.7181380391120911
471,MOL006353,"stigmast-4-ene-3,6a-diol",Nc1ncnc2c1nc(N/N=C/c1ccc([N+](=O)[O-])cc1)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,0.48280621161578086,0.48280621161578086,0.7471765875816345,0.5212316513061523,0.4521713852882385,0.27504003047943115,0.2852286398410797,0.2610791027545929,0.27490484714508057,0.7599819302558899,0.7305931448936462
472,MOL001870,LUTEOLINIDIN,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,0.4812453153397482,0.4812453153397482,0.7517527341842651,0.49993884563446045,0.4585610330104828,0.27191513776779175,0.29258328676223755,0.2549925446510315,0.28133684396743774,0.7604914903640747,0.7381677031517029
473,MOL011189,Ganoderic acid DM,C/C(=C/CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O,0.4810229759526207,0.4810229759526207,0.7450604438781738,0.5473482012748718,0.4946565628051758,0.26943227648735046,0.29168322682380676,0.25768983364105225,0.26986217498779297,0.7601486444473267,0.7216383218765259
474,MOL004311,Zedoarolide A,CC1=C2C[C@@H]3[C@@](C)(O)CC[C@]34O[C@]4(C)[C@H](O)[C@]2(O)OC1=O,0.48100329190408625,0.48100329190408625,0.7492200136184692,0.5344586372375488,0.47313445806503296,0.29435989260673523,0.2980494499206543,0.25842219591140747,0.2843378186225891,0.7599531412124634,0.7322598099708557
475,MOL008217,Paniculogenin,C[C@@H]1CO[C@@]2(O[C@H]3C[C@H]4[C@@H]5C[C@H](O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)[C@@H](O)C1,0.48071657311444227,0.48071657311444227,0.745805025100708,0.5276197791099548,0.48528602719306946,0.2722738981246948,0.29014062881469727,0.25493332743644714,0.26471805572509766,0.7601832151412964,0.724005401134491
476,MOL007915,"1-hydroxyethyl)-2,6-dihydroxy-1,7-dimethyl-9,10-dihydrophenanthrene",COc1cc2c3c(c1O)[C@@]1(C=CC(=O)CC1)C[C@H]3NCC2,0.47988261114475683,0.47988261114475683,0.7476720809936523,0.5877468585968018,0.5390040278434753,0.2796369791030884,0.30200231075286865,0.2656616270542145,0.28999602794647217,0.7600664496421814,0.7336075305938721
477,MOL011219,Ganoderic acid TR,CC(=CCC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)C(=O)O,0.47988060242520714,0.47988060242520714,0.7473632097244263,0.540395975112915,0.4817434847354889,0.2781464457511902,0.2968140244483948,0.25917792320251465,0.2795315384864807,0.7595967054367065,0.7270957231521606
478,MOL008456,"(3E,4R)-4-(1,3-benzodioxol-5-ylmethyl)-3-[(3,4,5-trimethoxyphenyl)methylidene]oxolan-2-one",C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CN(C)[C@@H](C)[C@@H](O)c4ccccc4)[C@H]3C=C12,0.47957506497908803,0.47957506497908803,0.7480499744415283,0.5400246381759644,0.49776965379714966,0.2686062157154083,0.29573696851730347,0.2525902986526489,0.2741718888282776,0.7600066661834717,0.7204576730728149
479,MOL000354,isorhamnetin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0.4795727831128076,0.4795727831128076,0.7521439790725708,0.5283603668212891,0.4861861765384674,0.2851197421550751,0.3089185059070587,0.2632693350315094,0.29396355152130127,0.7587512731552124,0.7402613162994385
480,MOL009030,Dehydrodieugenol,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,0.47927033988876094,0.47927033988876094,0.748534083366394,0.5284873247146606,0.4768683910369873,0.26349374651908875,0.280819833278656,0.25233036279678345,0.2713506817817688,0.7604397535324097,0.7206931710243225
481,MOL011137,"campesta-7,22E-dien-3beta-ol",CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.47925151109909336,0.47925151109909336,0.7482837438583374,0.5217135548591614,0.4420608878135681,0.26175785064697266,0.28234294056892395,0.2578335106372833,0.27828794717788696,0.7594878673553467,0.7248026132583618
482,MOL000470,8-C-α-L-arabinosylluteolin,C=C1C(=O)O[C@@H]2[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@@H](OC(C)=O)C1=CO[C@@]3(CO)CC[C@@H]1[C@@H]23,0.47887627572907754,0.47887627572907754,0.7356876134872437,0.5695832967758179,0.5491937398910522,0.26311445236206055,0.33808717131614685,0.27030855417251587,0.2809200584888458,0.7603243589401245,0.6913124322891235
483,MOL010690,Uniflex BYO,COc1ccc(/C=C/C(=O)N[C@H](C)CCc2ccccc2)cc1OC,0.4787168538692996,0.4787168538692996,0.7421995401382446,0.5357937812805176,0.46148180961608887,0.2600192725658417,0.30123868584632874,0.2534658908843994,0.2649582624435425,0.7599812746047974,0.7173608541488647
484,MOL008229,Andrographin F,COc1cccc(NC(=O)[C@H]2[C@H]3C=C[C@@]4(O3)[C@H]2C(=O)N(C2CCCCCC2)[C@@H]4C(=O)N[C@@H]2CCCC[C@H]2C)c1,0.47740840185803285,0.47740840185803285,0.7455788850784302,0.5624016523361206,0.5117141008377075,0.26845449209213257,0.30407071113586426,0.25320136547088623,0.2720012664794922,0.7603002786636353,0.7197540998458862
485,MOL001670,"2-methoxy-3-methyl-9,10-anthraquinone",Cc1c(O)c(C(=O)O)c(O)c2c1[C@H](C)[C@@H](C)OC2,0.4766926124819689,0.4766926124819689,0.7514094710350037,0.5716787576675415,0.5245647430419922,0.27377384901046753,0.3019092082977295,0.2598016858100891,0.27869123220443726,0.7598650455474854,0.7304316759109497
486,MOL002773,beta-carotene,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,0.4764631316344482,0.4764631316344482,0.750146746635437,0.5440146923065186,0.4811493158340454,0.275715172290802,0.290263831615448,0.25128722190856934,0.27665311098098755,0.7602964639663696,0.7294251322746277
487,MOL012208,Lobelanine,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1CC(=O)c1ccccc1,0.4758069909361745,0.4758069909361745,0.7506296634674072,0.512283205986023,0.46252819895744324,0.2948155701160431,0.302788108587265,0.25550615787506104,0.2837728261947632,0.760103702545166,0.7363958358764648
488,MOL008488,yohimbine,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,0.4724401540559635,0.4724401540559635,0.7483004927635193,0.5337257385253906,0.4646427035331726,0.2589690089225769,0.2843244671821594,0.2514350414276123,0.26573431491851807,0.7606345415115356,0.7157601118087769
489,MOL011225,Ganoderic acid Y,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)C(=O)O,0.47228373936137524,0.47228373936137524,0.7492467761039734,0.5630371570587158,0.49562621116638184,0.27799928188323975,0.30439507961273193,0.2525274157524109,0.28381651639938354,0.7599329352378845,0.731453537940979
490,MOL011244,ganodermenonol,C/C(=C\CC[C@@H](C)[C@@H]1CC[C@@]2(C)C3=CCC4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)CO,0.4716798372881691,0.4716798372881691,0.7475420236587524,0.5007100105285645,0.44149109721183777,0.26310962438583374,0.2778112590312958,0.26391035318374634,0.2579572796821594,0.7602159380912781,0.7202316522598267
491,MOL010625,24-Methylenecholesterol,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.47050490498375036,0.47050490498375036,0.7497122287750244,0.4733522832393646,0.4433165490627289,0.27978360652923584,0.30072346329689026,0.2523779571056366,0.28265634179115295,0.7592401504516602,0.7343801856040955
492,MOL008118,Coixenolide,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](C)[C@H](C)OC(=O)CCCCCCCCC/C=C/CCCCCC,0.46839037603300576,0.46839037603300576,0.7491607666015625,0.5321571230888367,0.4864225685596466,0.284374475479126,0.30129534006118774,0.25216245651245117,0.2767437994480133,0.7590469121932983,0.7304618954658508
493,MOL000790,Isocorypalmine,CC(=O)N[C@H](CSC(S)=NCCCC[S@+](C)[O-])C(=O)O,0.46759794506043684,0.46759794506043684,0.7481634616851807,0.5245388746261597,0.4667692482471466,0.2698826491832733,0.2863556444644928,0.25293076038360596,0.2892971336841583,0.7599970102310181,0.7164666056632996
494,MOL001735,Dinatin,C=C(C)C1=CC2=C(CC1)[C@@]1(C)CCC[C@](C)(C(=O)O)[C@@H]1CC2,0.4669647915910555,0.4669647915910555,0.7482367753982544,0.5476292371749878,0.48235562443733215,0.26969897747039795,0.30005356669425964,0.259339302778244,0.28008943796157837,0.7605096101760864,0.7221386432647705
495,,Phellochin,COC(C)(C)C(O)C(O)CC(C)C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C,0.46621248819331623,0.46621248819331623,0.7488221526145935,0.5734503269195557,0.5193840265274048,0.27773672342300415,0.30583375692367554,0.25920557975769043,0.2806780934333801,0.7599858641624451,0.7192929983139038
496,MOL003847,Inophyllum E,COc1ccc(OC)c(S(=O)(=O)N[C@@H]2CO[C@@H]3[C@@H]2OC[C@H]3OCC(N)=O)c1,0.46600666462654194,0.46600666462654194,0.7427628040313721,0.5784038305282593,0.5147992372512817,0.27135854959487915,0.2941279709339142,0.2624894380569458,0.27329468727111816,0.7602424025535583,0.7125790119171143
497,MOL011171,ganoderal B,Cc1ccc(C(=O)N2c3nc(-c4cccnc4)nn3C3(CCCCC3)[C@@H]3CCCC[C@@H]32)cc1,0.46547244016742784,0.46547244016742784,0.7294125556945801,0.5662069320678711,0.5059598684310913,0.2570870518684387,0.32233625650405884,0.26532429456710815,0.27217620611190796,0.7605339884757996,0.6865453720092773
498,MOL002959,3'-Methoxydaidzein,COc1cc(-c2coc3cc(O)ccc3c2=O)ccc1O,0.46418947492951707,0.46418947492951707,0.7522013187408447,0.5057328939437866,0.4579145610332489,0.2874392867088318,0.29502835869789124,0.26073330640792847,0.28521955013275146,0.7605409622192383,0.7298775911331177
499,,Panicolin,COc1cc(O)c2c(=O)cc(-c3ccccc3O)oc2c1OC,0.4640360549470594,0.4640360549470594,0.7492235898971558,0.5607463121414185,0.4955635368824005,0.2856334447860718,0.3095800280570984,0.26115062832832336,0.2849934697151184,0.7602479457855225,0.7376062273979187
500,MOL011241,Ganodermanondiol,C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,0.46363724900623304,0.46363724900623304,0.7435081005096436,0.526516318321228,0.4758600890636444,0.26489686965942383,0.28591763973236084,0.2576398253440857,0.27213820815086365,0.7600690126419067,0.7202838063240051
