rank,MOL_ID,molecule_name,SMILES,composite_score_adjusted,composite_score,NFE2L2,HMOX1,GPX4,TFRC,SLC7A11,ACSL4,FTH1,PTGS2,KEAP1
1,MOL003743,belachinal,Cc1ccc(NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)c2ccccc2)cc1,0.7990602091817217,0.7990602091817217,0.7481052279472351,0.6582133173942566,0.6517072916030884,0.2843399941921234,0.4487431049346924,0.31868013739585876,0.33985817432403564,0.7595897912979126,0.730079174041748
2,MOL004328,naringenin,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0.7977145981150253,0.6293852827029808,0.751514196395874,0.6179773807525635,0.4932593548297882,0.4290943324565887,0.31021948158741,0.3801912379264831,0.29592567682266235,0.7271652591228486,0.7396281957626343
3,,Fortunellin,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1,0.7850887687138453,0.7850887687138453,0.7501528263092041,0.658123791217804,0.6397485733032227,0.27996331453323364,0.3864561915397644,0.2840350866317749,0.31142860651016235,0.7598626017570496,0.738577127456665
4,MOL001790,Linarin,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,0.7824754346874928,0.7824754346874928,0.7520243525505066,0.6917953491210938,0.6721992492675781,0.301128625869751,0.4106540381908417,0.2937709093093872,0.33776313066482544,0.7591458559036255,0.7455829381942749
5,MOL003859,Moracin E,CC1(C)C=Cc2c(cc(O)cc2-c2cc3ccc(O)cc3o2)O1,0.7798536199666157,0.7798536199666157,0.7527773976325989,0.6844468712806702,0.6642246246337891,0.30804872512817383,0.3947836458683014,0.2866012454032898,0.31841710209846497,0.756327211856842,0.7471462488174438
6,MOL004941,(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)ccc21,0.7677915153883677,0.6040392086409312,0.7488818168640137,0.588354229927063,0.46582706809043883,0.41821178197860714,0.2938015282154083,0.3780575317144394,0.2806825637817383,0.7270158898830414,0.7339298129081726
7,MOL011309,"methyl (4R)-4-[(5R,7S,10S,13R,14R,15S,17R)-7,15-dihydroxy-4,4,10,13,14-pentamethyl-3,11-dioxo-2,5,6,7,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoate",O=C(NCc1ccc2c(c1)OCO2)[C@H]1C[N@@]2CC[C@@H]1C[C@@H]2Cn1cc(COc2ccccc2)nn1,0.7657782987919908,0.7657782987919908,0.7496061325073242,0.6545190215110779,0.6224097013473511,0.2731408476829529,0.3967365324497223,0.2957257032394409,0.3032968044281006,0.7607953548431396,0.7326860427856445
8,MOL005741,cycloartenol acetate,CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,0.7644074167413832,0.5999204940719726,0.7490839958190918,0.5923813581466675,0.47212623596191405,0.4166307628154754,0.293842750787735,0.37643410086631773,0.28076183795928955,0.7274513554573059,0.7315233945846558
9,MOL007659,scropolioside D,CC(=O)O[C@@H]1[C@@H](OC(=O)/C=C/c2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)O[C@H]1C,0.7556214649720472,0.7556214649720472,0.7482402324676514,0.6383562684059143,0.6211395263671875,0.27217668294906616,0.37402835488319397,0.2818082869052887,0.3096502423286438,0.7608778476715088,0.7283568382263184
10,MOL011042,18alpha-Hydroglycyrrhetic acid,COc1cc(O)c2c(=O)cc(-c3ccccc3O[C@@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]3O)oc2c1,0.7436829149482965,0.7436829149482965,0.7512714862823486,0.6793841123580933,0.6590496897697449,0.2856702208518982,0.4309709370136261,0.30477404594421387,0.3337591588497162,0.7578800320625305,0.7409486770629883
11,MOL008455,"3-oxo-22α-hydroxyurs-12-en-27,28-dioc acid",O=C(O)C[C@H](c1ccc(O)cc1)[C@@]1(O)C(=O)O[C@@H]2[C@@H](O)CO[C@@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,0.7403237728680613,0.7403237728680613,0.7514804005622864,0.6616984605789185,0.6454983949661255,0.27646446228027344,0.40332573652267456,0.2856268882751465,0.32732078433036804,0.7606175541877747,0.7336954474449158
12,MOL003842,Albanol,C=CC(=C)CC[C@@]1(C)[C@H]2C[C@H](OC(=O)[C@@H](C)CC)C=C3[C@H](OC(=O)CCC)O[C@H](OC(C)=O)[C@]32[C@H](O)[C@H](O)[C@@H]1C,0.7349633751148024,0.7349633751148024,0.7500029802322388,0.6480913162231445,0.6189013719558716,0.2831529378890991,0.38606682419776917,0.279835045337677,0.29923850297927856,0.760489284992218,0.7361876964569092
13,MOL011061,Ginkgolide B,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36C(OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,0.733882800391797,0.733882800391797,0.751591682434082,0.662050724029541,0.6430859565734863,0.2808983623981476,0.36764949560165405,0.27612173557281494,0.31131359934806824,0.7593326568603516,0.740906834602356
14,MOL001002,ellagic acid,O=c1c(O)cc2c(O)oc3c(=O)c(O)cc4c(O)oc1c2c43,0.731093702981393,0.731093702981393,0.7501590847969055,0.6545055508613586,0.6287981867790222,0.27508780360221863,0.35565438866615295,0.27286338806152344,0.3052997291088104,0.7591102123260498,0.7401801943778992
15,MOL000503,Medicagol,O=c1oc2cc(O)ccc2c2oc3cc4c(cc3c12)OCO4,0.7282586582876062,0.7282586582876062,0.7488875985145569,0.653012752532959,0.6314078569412231,0.27980008721351624,0.3811180889606476,0.29168373346328735,0.3202250599861145,0.7603421211242676,0.7321658134460449
16,MOL007796,stigmasteryl palmitate,CC(=O)OC[C@@]12[C@@H](OC(=O)/C=C\c3ccccc3)CC[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@@H](OC(C)=O)[C@H]2Oc1ccccc1)[C@H]3OC(C)=O,0.7266064691408927,0.7266064691408927,0.749127209186554,0.6307392120361328,0.5971962213516235,0.27735966444015503,0.358015239238739,0.2735942006111145,0.30548006296157837,0.7607256174087524,0.7328504323959351
17,MOL004384,Yinyanghuo C,CC1(C)C=Cc2cc(-c3cc(=O)c4c(O)cc(O)cc4o3)ccc2O1,0.7256388530169597,0.7256388530169597,0.754128098487854,0.675633430480957,0.6362342834472656,0.3128950297832489,0.375275582075119,0.28239595890045166,0.3219393491744995,0.7544419765472412,0.7483983039855957
18,MOL001677,asperglaucide,CC(=O)OC[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1,0.7249951867370097,0.7249951867370097,0.7446866631507874,0.6258838176727295,0.6290808320045471,0.2794667184352875,0.4466339945793152,0.31985631585121155,0.36319589614868164,0.7590280175209045,0.7206504940986633
19,MOL003402,demethylwedelolactone,O=c1oc2cc(O)cc(O)c2c2oc3cc(O)c(O)cc3c12,0.7214895609507508,0.7214895609507508,0.752895176410675,0.6543288230895996,0.6272804737091064,0.2923976480960846,0.37007656693458557,0.2720182538032532,0.3105309307575226,0.7599257230758667,0.7438761591911316
20,MOL011587,ginkgolide C,C[C@@H]1C(=O)O[C@H]2[C@@H](O)[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@@]34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O,0.7156935059074944,0.7156935059074944,0.7502571940422058,0.6428624391555786,0.6035003662109375,0.279509961605072,0.35537245869636536,0.27392274141311646,0.30124616622924805,0.7599254250526428,0.739646852016449
21,MOL014122,Psolusoside B_qt,C=C(N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@H](CCC(=O)O)NC(C)=O,0.7152122905019408,0.7152122905019408,0.7506752610206604,0.631940484046936,0.5934891700744629,0.2757524251937866,0.33971741795539856,0.26948103308677673,0.29570677876472473,0.7601652145385742,0.7372358441352844
22,MOL011616,Fortunellin,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3o2)cc1,0.7151381934236947,0.7151381934236947,0.7496440410614014,0.6532564163208008,0.6346282362937927,0.27127060294151306,0.37794238328933716,0.28265151381492615,0.3113897740840912,0.759963870048523,0.7317802906036377
23,MOL014246,SJG-4_qt,CC(C)=CCC12CC3/C(O)=N\[C@@H](C(C)C)C(=O)N4CCCC4/C(O)=N/[C@@H](CC(N)=O)/C(O)=N/[C@@H](CCC(=O)O)/C(O)=N/[C@@H](CCCNC(=N)N)/C(O)=N/C/C(O)=N/C(Cc4ccc(O)cc4)/C(O)=N/C/C(O)=N\[C@@H](CC(C)C)C(=O)N3C1Nc1ccccc12,0.7093825580888635,0.7093825580888635,0.7519815564155579,0.6465868949890137,0.5868344902992249,0.28322410583496094,0.32866981625556946,0.26535454392433167,0.2920691967010498,0.7589080929756165,0.738285481929779
24,MOL008091,yadanzioside I,COC(=O)[C@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)=C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(C)=O)[C@@H]24,0.7089611339769476,0.7089611339769476,0.7515653371810913,0.6364051103591919,0.6150394082069397,0.2847966253757477,0.3401019275188446,0.27199888229370117,0.2969495356082916,0.7600698471069336,0.7389064431190491
25,MOL013276,poncirin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O[C@@H]4OC(C)[C@H](O)[C@H](O)C4O)cc3O2)cc1,0.7085346749655355,0.7085346749655355,0.7468182444572449,0.6458380222320557,0.6148186326026917,0.27514493465423584,0.3705589175224304,0.27580082416534424,0.30521199107170105,0.7602431178092957,0.7311185598373413
26,MOL003629,"Daidzein-4,7-diglucoside",O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,0.7076889503830309,0.7076889503830309,0.7521284818649292,0.6509701013565063,0.6159223318099976,0.28537827730178833,0.3582662045955658,0.2757909297943115,0.3026728630065918,0.7591119408607483,0.7368627190589905
27,MOL002776,Baicalin,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,0.7069905718606271,0.7069905718606271,0.753669023513794,0.6793050765991211,0.6453955173492432,0.2979566752910614,0.3950127065181732,0.28236299753189087,0.32162660360336304,0.7590559124946594,0.7444591522216797
28,MOL000074,"(4E,6E)-1,7-bis(4-hydroxyphenyl)hepta-4,6-dien-3-one",CCNC(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(OC)cc1,0.7044057822688992,0.7044057822688992,0.7509588599205017,0.6445342898368835,0.6118733882904053,0.27660369873046875,0.3537449836730957,0.277746319770813,0.3052993416786194,0.7596143484115601,0.7353967428207397
29,MOL007425,dihydroartemisinin,C[C@H]1[C@@H](O)O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.7022244535885703,0.7022244535885703,0.7489159107208252,0.6361302137374878,0.5934136509895325,0.27249494194984436,0.34921178221702576,0.27606841921806335,0.2979201376438141,0.759870707988739,0.7322254180908203
30,MOL002218,scopolin,COc1cc2ccc(=O)oc2cc1O[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O,0.7020851604276741,0.7020851604276741,0.7494379878044128,0.6498092412948608,0.6021550893783569,0.2790018618106842,0.3571571111679077,0.27530553936958313,0.30546119809150696,0.7594618797302246,0.7279766798019409
31,MOL001702,dysoanthraquinone,COc1cccc(Nc2ccc3noc4c3c2C(=O)c2ccccc2-4)c1,0.7020307384611315,0.7020307384611315,0.7509788870811462,0.6230989098548889,0.5901176929473877,0.2700396180152893,0.3317289650440216,0.26858416199684143,0.29302072525024414,0.7600260972976685,0.7325839400291443
32,MOL006733,ginsenoside-F2,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,0.7015497230970621,0.7015497230970621,0.753085196018219,0.6484545469284058,0.6023133397102356,0.291204571723938,0.3378964066505432,0.2753903865814209,0.30829134583473206,0.7587827444076538,0.7448142170906067
33,MOL004101,Melilotoside,O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.6979027738561168,0.6979027738561168,0.7467327117919922,0.6507832407951355,0.6325623989105225,0.28460970520973206,0.3881132900714874,0.2867850065231323,0.3030950427055359,0.7597415447235107,0.7360503673553467
34,MOL009295,Flazin,O=C(O)c1cc2c([nH]c3ccccc32)c(-c2ccc(CO)o2)n1,0.6977816219051455,0.6977816219051455,0.7493536472320557,0.6597746014595032,0.6482394933700562,0.2857854664325714,0.421963095664978,0.29840075969696045,0.33584317564964294,0.7592366933822632,0.7339268326759338
35,MOL002928,oroxylin a,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,0.6974836194378922,0.6974836194378922,0.7525744438171387,0.658494234085083,0.6251509189605713,0.29295864701271057,0.3591189682483673,0.2829764783382416,0.30845850706100464,0.759272575378418,0.7406498193740845
36,MOL005770,bletlol A,C=C1OC2=CC(=O)C(C)(C)[C@@H](CC(=O)OC)[C@]2(C)[C@]12CC[C@]1(C)C2=CC(=O)O[C@H]1c1ccoc1,0.6950446388008591,0.6950446388008591,0.7483667135238647,0.6504409313201904,0.6265137195587158,0.27673766016960144,0.36151403188705444,0.27522099018096924,0.3110162019729614,0.759854793548584,0.7353848218917847
37,MOL003861,Moracin G,CC1=CCc2c(ccc3cc(-c4cc(O)cc(O)c4)oc23)OC1,0.6937993229882281,0.6937993229882281,0.7517676949501038,0.6477253437042236,0.6050279140472412,0.29199063777923584,0.34115469455718994,0.268937349319458,0.3113781213760376,0.7601773738861084,0.7409731149673462
38,MOL000212,3beta-O-Acetyl-mangiferolic acid,Cc1nc(-c2ccccc2Br)cc([C@H]2C[N@]3CC[C@H]2C[C@@H]3CNC(=O)Cc2cccs2)n1,0.6928244957597467,0.6928244957597467,0.7465246915817261,0.6197834610939026,0.6048763990402222,0.26079070568084717,0.3695095181465149,0.2834312319755554,0.29758742451667786,0.7604415416717529,0.7236468195915222
39,MOL013885,Holothurin A4,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=C[C@H](O)[C@]89C(=O)O[C@@](C)(CCC(O)C(C)C)[C@@]8(O)CC[C@@]9(C)[C@@H]7CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)O[C@@H]3C)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O,0.6900401156501407,0.6900401156501407,0.7515910863876343,0.6440736055374146,0.592109739780426,0.2765567898750305,0.37033936381340027,0.27715668082237244,0.2929662764072418,0.7601528167724609,0.7317487597465515
40,MOL013669,17-hydroxyfuscocineroside B,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1C[C@H]3[C@@H]4C[C@@H](O)[C@@H]5C[C@H](O[C@H]6O[C@@H](CO)[C@H](O[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O[C@H]8OC[C@H](O)[C@@H](O)[C@@H]8O)[C@@H]7O[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O[C@H]8OC[C@H](O)[C@@H](O)[C@@H]8O)[C@@H]7O)[C@@H](O)[C@@H]6O)CC[C@]5(C)[C@@H]4CC[C@]3(C)[C@@H]1[C@H]2C,0.6848463645999816,0.6848463645999816,0.750545084476471,0.6317393779754639,0.5836647152900696,0.27095794677734375,0.3449171483516693,0.2691388726234436,0.2968818247318268,0.7600699067115784,0.7344873547554016
41,MOL003889,methylprotodioscin_qt,O=c1oc2ccccc2c(O)c1C(c1ccccc1Cl)c1c(O)c2ccccc2oc1=O,0.6847645857013609,0.6847645857013609,0.7496533989906311,0.6506191492080688,0.6366037130355835,0.2806316018104553,0.4268624186515808,0.30053994059562683,0.33315494656562805,0.7607604265213013,0.7273158431053162
42,MOL013875,Hillaside C,CC(C)(O)CCC[C@]1(C)OC(=O)[C@]23[C@@H](O)C=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC[C@@]31O,0.6845156571849884,0.6845156571849884,0.7485532760620117,0.6370214223861694,0.6073441505432129,0.272962749004364,0.35905271768569946,0.27295738458633423,0.2937849164009094,0.7600142955780029,0.730910062789917
43,MOL002268,rhein,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0.6831966054408758,0.6831966054408758,0.7523585557937622,0.6261501908302307,0.5922106504440308,0.2768237590789795,0.3378177881240845,0.2717686593532562,0.29900220036506653,0.760278582572937,0.7394593954086304
44,MOL003647,Sophojaponicin,OCC1O[C@@H](Oc2ccc3c(c2)OC[C@@H]2c4cc5c(cc4O[C@H]32)OCO5)C(O)[C@@H](O)[C@@H]1O,0.6828814226415858,0.6828814226415858,0.751440703868866,0.6419234871864319,0.595379114151001,0.2715010643005371,0.35972678661346436,0.27881014347076416,0.3018611669540405,0.76058030128479,0.7294768691062927
45,MOL006806,Phyllanemblinin A,O=C(OC1OC(CO)[C@H]2OC(=O)c3cc(O)c(O)c4oc5c(O)c(O)cc(c5c34)C(=O)O[C@@H]1[C@H]2O)c1cc(O)c(O)c(O)c1,0.6794779541768676,0.6794779541768676,0.7501330375671387,0.6503084897994995,0.606723427772522,0.2821616530418396,0.3536996841430664,0.26751041412353516,0.3010738492012024,0.7601215839385986,0.7332891821861267
46,MOL005573,Genkwanin,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,0.677690067233008,0.677690067233008,0.7511589527130127,0.6560876369476318,0.6181430816650391,0.29695582389831543,0.3540556728839874,0.2770542800426483,0.29794251918792725,0.757561981678009,0.7408902645111084
47,MOL008068,bruceoside A_qt,CCCCCCC[C@]1(O)[C@H](O)[C@@H](O)[C@H](Oc2cc(C(=O)O)cc3cc(C)c(C(C)=O)c(O)c23)O[C@@H]1CO,0.6773884259776785,0.6773884259776785,0.7502326965332031,0.6227235794067383,0.5706665515899658,0.26163607835769653,0.3425992429256439,0.2671991288661957,0.2850911021232605,0.7600407004356384,0.7236460447311401
48,MOL004263,(E)-5-Hydroxy-7-(4-hydroxyphenyl)-1-phenyl-1-heptene,COc1ccc(-n2c(C)nc3cc(C(=O)O)ccc32)cc1,0.677187028194363,0.677187028194363,0.750442385673523,0.639653742313385,0.6173652410507202,0.28277459740638733,0.37181541323661804,0.2770627737045288,0.31158286333084106,0.7604677677154541,0.7278505563735962
49,MOL009105,glansreginin B,CC(=O)O[C@@H]1C(C)=C(C)[C@H]2[C@H](Cc3ccccc3)N=C(O)[C@]23[C@H](OC(C)=O)[C@@H]2O[C@@H]2[C@@](C)(O)C(=O)[C@@H](C)C/C=C/[C@@H]13,0.6763852111447548,0.6763852111447548,0.7507039308547974,0.6470546126365662,0.6222811341285706,0.27686893939971924,0.37262797355651855,0.2883411645889282,0.2994021773338318,0.7600714564323425,0.7291110754013062
50,MOL013119,Enhydrin,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@]1(C)O[C@@H]1C)[C@@H](OC(C)=O)/C(C(=O)OC)=C\CC[C@@]1(C)O[C@H]21,0.6756644204486547,0.6756644204486547,0.7518295049667358,0.6479333639144897,0.6134474277496338,0.29129910469055176,0.3574117124080658,0.27449601888656616,0.3015289306640625,0.7605238556861877,0.738603413105011
51,MOL013707,Axilogoside C,C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CCC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)C6CC[C@@]5(C)[C@]3(C)C[C@H]4O)OC[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H]1O[C@@H]1OC[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0.6753355674514723,0.6753355674514723,0.750420093536377,0.6153312921524048,0.5840342044830322,0.2708834409713745,0.33977216482162476,0.2613945007324219,0.2960593104362488,0.7603005766868591,0.7326260805130005
52,MOL002140,Perlolyrine,OCc1ccc(-c2nccc3c2[nH]c2ccccc23)o1,0.6738804292308652,0.6738804292308652,0.7507091164588928,0.6572705507278442,0.626154899597168,0.2946988344192505,0.34373360872268677,0.27583080530166626,0.3055267333984375,0.7607195377349854,0.7365047335624695
53,MOL009763,(+)-Syringaresinol-O-beta-D-glucoside,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.673789404259426,0.673789404259426,0.7484848499298096,0.6235564947128296,0.5905463695526123,0.27158480882644653,0.3597833514213562,0.2714084982872009,0.30032068490982056,0.7600926160812378,0.7311499714851379
54,MOL014078,Okhotosides B2_qt,CCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](C)C(=O)N2CC[C@@H](O)[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H]([C@H](O)C(=O)O)C(=O)N[C@@H](CO)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@@H](O)C(=O)O)C(=O)O1,0.6734851393350346,0.6734851393350346,0.7513382434844971,0.643512487411499,0.5976545810699463,0.28441792726516724,0.34116408228874207,0.2696434557437897,0.2932368516921997,0.7584162950515747,0.7378672361373901
55,MOL008628,4'-Methyl-N-methylcoclaurine,C=CC(=O)[C@@H](c1ccccc1)[C@@H](SCC)c1ccccc1,0.6730388693943692,0.6730388693943692,0.7465758323669434,0.659760594367981,0.6263744831085205,0.2741330862045288,0.40308642387390137,0.2909057140350342,0.31549128890037537,0.7597931027412415,0.7288621664047241
56,MOL012588,"7-[[(1S,4aS,6R,8aR)-6-hydroxy-5,5,8a-trimethyl-2-methylene-decalin-1-yl]methoxy]coumarin",CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N1CCC(C(=O)NCC(=O)O)CC1,0.6728320899918031,0.5117184723451089,0.7490885853767395,0.5831704139709473,0.4466997528076172,0.42137440443038937,0.28961274325847625,0.3736813676357269,0.294287770986557,0.7253058207035064,0.734722912311554
57,MOL011588,ginkgolide J,C[C@@H]1C(=O)O[C@H]2C[C@]34[C@@H]5OC(=O)[C@]3(OC3OC(=O)[C@H](O)[C@@]34[C@H](C(C)(C)C)[C@H]5O)[C@]21O,0.672677194337139,0.672677194337139,0.7483556866645813,0.6213751435279846,0.5926425457000732,0.2883814573287964,0.33126670122146606,0.26271697878837585,0.29445815086364746,0.7590920329093933,0.733559250831604
58,MOL013667,17-dehydroxyholothurinoside A,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=C[C@H](O)[C@]89C(=O)O[C@@](C)([C@H]%10CCC(C)(C)O%10)[C@H]8CC[C@@]9(C)[C@@H]7CC[C@H]6C5(C)C)OC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4O)O[C@@H]3C)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O,0.6722341338668704,0.6722341338668704,0.7506320476531982,0.6372244358062744,0.6087310314178467,0.2789188027381897,0.3500880300998688,0.28002768754959106,0.3017714321613312,0.759849488735199,0.7388136386871338
59,MOL009541,Asperuloside tetraacetate,CC(=O)OCC1=C[C@@H]2OC(=O)C3=CO[C@@H](O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)[C@H]1[C@@H]32,0.6704633263151112,0.6704633263151112,0.7472664713859558,0.6096975803375244,0.5856596231460571,0.2703590393066406,0.33734995126724243,0.26588061451911926,0.2841750383377075,0.7591893672943115,0.7246828079223633
60,MOL005598,Embinin,COc1ccc(-c2cc(=O)c3c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)c(OC)cc3o2)cc1,0.6700616444695661,0.6700616444695661,0.7462971210479736,0.6413965821266174,0.6202212572097778,0.27814364433288574,0.3778979182243347,0.27530544996261597,0.3009352684020996,0.7599570155143738,0.733147919178009
61,MOL013869,Griseaside B,CC(=O)CC(=O)C[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](C)[C@@H](O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)C3=CC[C@@]21C,0.6694013502326643,0.6694013502326643,0.7475206851959229,0.6328738927841187,0.5990859270095825,0.27712541818618774,0.3446647822856903,0.273220956325531,0.30068254470825195,0.7592575550079346,0.7305155992507935
62,MOL000173,wogonin,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,0.6691471646388696,0.6691471646388696,0.7508660554885864,0.637959361076355,0.5974782705307007,0.2844027876853943,0.3419809937477112,0.2755012512207031,0.306473046541214,0.7599741816520691,0.7357242107391357
63,MOL002671,Candletoxin A,CCC(C)C(=O)OC[C@]1(C)[C@H]2[C@@H]3C=C(COC(C)=O)C[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]3(O)[C@H](C)C[C@]21OC(=O)Cc1ccccc1,0.6681007045218771,0.6681007045218771,0.7501673102378845,0.6143855452537537,0.5743920803070068,0.27032899856567383,0.33640724420547485,0.2679872512817383,0.2934703826904297,0.760400652885437,0.7295299768447876
