MOL_ID,molecule_name,SMILES,ALOX15,BCL6,CD74,CTSB,CXCL10,DYRK1A,EPHA4,HIF1A,HMOX1,IL1B,KDM6B,KEAP1,LCN2,LGMN,LPCAT3,MAPK1,NOX4,PDE4B,PTGS2,SAT1,SP1,TFRC,TLR4,avg_score,max_score,n_hits,n_high,consistency,composite_score,n_targets,top_targets,rank
MOL008226,14-deoxyandrographolide,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1CCC1=CCOC1=O,0.8307393789291382,0.224656075501116,0.17692651832476258,0.6142565011978149,0.05557217821478844,0.3991696909070015,0.3765042573213577,0.8861285746097565,0.010237017646431923,0.7188330292701721,0.19516903907060623,0.7005144357681274,0.26504974719136953,0.27105596009641886,0.12108883820474148,0.3424495607614517,0.6675330996513367,0.3549666963517666,0.8719466328620911,0.18900583684444427,0.17088623344898224,0.0035470070433802903,0.6490403115749359,0.39544680959965184,0.8861285746097565,8,5,0.7217058010625431,0.554668740494013,23,"HIF1A(0.886), PTGS2(0.872), ALOX15(0.831), IL1B(0.719), KEAP1(0.701)",67
MOL001349,"4a-formyl-7alpha-hydroxy-1-methyl-8-methylidene-4aalpha,4bbeta-gibbane-1alpha,10beta-dicarboxylic acid",C=C1CC[C@H](O)[C@]2(C)C[C@H](OC(C)=O)C3=C(C(C)C)CC[C@@]3(C)C[C@@]12O,0.8339764177799225,0.22397817659657449,0.15889463550411165,0.6959188878536224,0.044475735165178776,0.4135242626070976,0.3903920650482178,0.9267694652080536,0.007269658904988319,0.7509877979755402,0.2611132711172104,0.6676255911588669,0.25549835339188576,0.263132406398654,0.0999559098854661,0.3219806179404259,0.6343491524457932,0.3744243010878563,0.8512222170829773,0.13945164531469345,0.10094204545021057,0.0018007447069976479,0.6013114303350449,0.3921302082156256,0.9267694652080536,8,4,0.7135367107270576,0.554453400542539,23,"HIF1A(0.927), PTGS2(0.851), ALOX15(0.834), IL1B(0.751), CTSB(0.696)",68
MOL005221,Euphorbia factor Ti2,CCC/C=C/C=C/C=C\C(=O)O[C@@]12[C@H](OC(C)=O)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@H]4CC(CO)=C[C@H]3[C@@H]1C2(C)C,0.8454163074493408,0.2482438347506104,0.16278765767492587,0.7048607170581818,0.060454292164649814,0.33152584359049797,0.3693133071064949,0.9604468047618866,0.0018736844649538398,0.43386110663414,0.21960512548685074,0.6668926775455475,0.2482102239591768,0.25436152605107054,0.11041333177126944,0.28031694144010544,0.5560066401958466,0.38934942334890366,0.8259791135787964,0.12913153506815434,0.057275740429759026,0.0007362517062574625,0.547117218375206,0.36539910020054894,0.9604468047618866,7,4,0.7232348155673398,0.5535789743722723,23,"HIF1A(0.960), ALOX15(0.845), PTGS2(0.826), CTSB(0.705), KEAP1(0.667)",69
MOL012433,Fastigilin B,CC(C)=CC(=O)O[C@H]1[C@H]2[C@H](OC(=O)[C@H]2C)[C@H](O)[C@@H](C)[C@@H]2C=CC(=O)[C@]21C,0.7623610198497772,0.20705227903090417,0.09564933832734823,0.5477052927017212,0.024090354330837727,0.5264353305101395,0.37143318355083466,0.9072336256504059,0.009994918858865276,0.42741818726062775,0.06300022266805172,0.7703172266483307,0.14773228741250932,0.22112994827330112,0.037598679307848215,0.4882880449295044,0.7005779147148132,0.5882270932197571,0.8677076697349548,0.06626789271831512,0.06775935553014278,0.00224951086420333,0.5549576729536057,0.36761682821942604,0.9072336256504059,9,5,0.700646728602326,0.5526823223221028,23,"HIF1A(0.907), PTGS2(0.868), KEAP1(0.770), ALOX15(0.762), NOX4(0.701)",70
MOL012062,cimigenol,C[C@@H]1C[C@H]2O[C@]3(O[C@H]2C(C)(C)O)[C@H](O)[C@@]2(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]2(C)[C@@H]13,0.825948566198349,0.2639475891846814,0.1637443222134607,0.5252131298184395,0.04855148372007534,0.405524805188179,0.37601688504219055,0.9708876311779022,0.0012158736353740096,0.5735969245433807,0.22106270492076874,0.5894314125180244,0.22710827019182034,0.24566095745103667,0.09136250626761466,0.27978063374757767,0.6437731236219406,0.37734580785036087,0.8296821713447571,0.09995926823467016,0.061585890129208565,0.0005097562680020928,0.5685984492301941,0.3648047027173047,0.9708876311779022,8,3,0.7241138544343438,0.5525457390643181,23,"HIF1A(0.971), PTGS2(0.830), ALOX15(0.826), NOX4(0.644), KEAP1(0.589)",71
MOL004089,inulicin,C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCOC(C)=O)[C@@H](O)[C@H]12,0.7166285812854767,0.21931488532572985,0.1285499669611454,0.3948620855808258,0.020291033200919628,0.6562726497650146,0.5003347843885422,0.8404513001441956,0.051945598650490865,0.35138632357120514,0.04911009036004543,0.7795996069908142,0.14755989145487547,0.22295659873634577,0.04898005910217762,0.6668995916843414,0.8075891435146332,0.5538516044616699,0.8753928244113922,0.08279705606400967,0.1021279226988554,0.01859329747094307,0.5511073619127274,0.3820261851189729,0.8753928244113922,10,5,0.7002324084881023,0.5525003225568045,23,"PTGS2(0.875), HIF1A(0.840), NOX4(0.808), KEAP1(0.780), ALOX15(0.717)",72
MOL011578,Bilobalide,CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)[C@]213,0.8306739330291748,0.2766360593959689,0.1549749388359487,0.6253577172756195,0.0327893893700093,0.6178685426712036,0.46888747811317444,0.8941043019294739,0.02681304339785129,0.6359809935092926,0.2346011847257614,0.664588525891304,0.18974972888827324,0.26410629600286484,0.06750942952930927,0.4515424817800522,0.813882976770401,0.4844243675470352,0.8555608689785004,0.12373298034071922,0.10583295300602913,0.00452909103478305,0.5684364885091782,0.40837320741443167,0.8941043019294739,9,4,0.7093567258811777,0.5523597644676734,23,"HIF1A(0.894), PTGS2(0.856), ALOX15(0.831), NOX4(0.814), KEAP1(0.665)",73
MOL007939,diosbulbin B,C[C@@]12C[C@H](c3ccoc3)OC13C[C@H](OC3=O)[C@H]1[C@H]2C[C@@H]2C[C@H]1C(=O)O2,0.8220490217208862,0.23842708708252758,0.11655796994455159,0.6230894327163696,0.023809452541172504,0.5711576342582703,0.33056456595659256,0.9264005422592163,0.008763044083025306,0.6127769947052002,0.32522574812173843,0.568277932703495,0.15953213488683105,0.23945568595081568,0.04435920249670744,0.4394248425960541,0.666030541062355,0.5893662571907043,0.8059298396110535,0.06524783745408058,0.05247519910335541,0.0011703061463776976,0.5017776340246201,0.3796464742006957,0.9264005422592163,10,3,0.7129539794068391,0.5505483543537628,23,"HIF1A(0.926), ALOX15(0.822), PTGS2(0.806), NOX4(0.666), CTSB(0.623)",74
MOL011722,arnicolide C,CC(C)C(=O)O[C@H]1[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H](C)[C@@H]2C=CC(=O)[C@]21C,0.7379123866558075,0.2225507542025298,0.11851647775620222,0.6841791272163391,0.05032171867787838,0.46215566992759705,0.41048015654087067,0.9128290414810181,0.01172695230343379,0.6179532408714294,0.13507887721061707,0.8047199845314026,0.18420502822846174,0.25021175667643547,0.05574771389365196,0.482144370675087,0.5991208851337433,0.5030027329921722,0.8359661400318146,0.09234215319156647,0.07808785513043404,0.002500404603779316,0.5646720826625824,0.3833228482867328,0.9128290414810181,9,4,0.7096673830606965,0.5496357170131312,23,"HIF1A(0.913), PTGS2(0.836), KEAP1(0.805), ALOX15(0.738), CTSB(0.684)",75
MOL010839,lappadilactone,C=C1CC[C@H]2C(=C)CC[C@@H]3[C@H](OC(=O)[C@@]3(O)C[C@]3(C)CCC(=O)[C@]4(C)CC[C@H]5C(=C)C(=O)O[C@@H]5[C@@H]34)[C@@H]12,0.8196326792240143,0.23800386185757816,0.15284149162471294,0.5570419877767563,0.05087656760588288,0.3724648952484131,0.35860593244433403,0.9641018509864807,0.00294400448910892,0.61808180809021,0.21042420715093613,0.6905229985713959,0.23145333700813353,0.24148644821252674,0.08959086402319372,0.3241223990917206,0.6274385005235672,0.407120019197464,0.8244107961654663,0.09909315407276154,0.05950186587870121,0.0012533505796454847,0.5254214853048325,0.36810584804903634,0.9641018509864807,8,3,0.7201261575950033,0.5467361802714061,23,"HIF1A(0.964), PTGS2(0.824), ALOX15(0.820), KEAP1(0.691), NOX4(0.627)",76
MOL005574,9-Hydroxyglabratolide,C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(/C=O)[C@H](O)[C@@H](OC(=O)C(C)C)[C@@H]12,0.74956214427948,0.2014532359316945,0.07742998376488686,0.510091558098793,0.011131810722872615,0.6443147361278534,0.4233465641736984,0.8840900659561157,0.020743708373629488,0.2785883694887161,0.051853980869054794,0.7540603578090668,0.12145270081236959,0.21238400135189295,0.027101847110316157,0.6087242960929871,0.7536738812923431,0.6259816884994507,0.8719813823699951,0.05424085259437561,0.055974231101572514,0.0038822782444185577,0.5191517919301987,0.3678789333476427,0.8840900659561157,10,5,0.690138280930002,0.54244997435613,23,"HIF1A(0.884), PTGS2(0.872), KEAP1(0.754), NOX4(0.754), ALOX15(0.750)",77
MOL007678,precatorine,C[n+]1cccc(C(=O)Oc2c([O-])cc(C(=O)O)cc2O)c1,0.689208447933197,0.33477430045604706,0.10338232177309692,0.559581995010376,0.012881000409834087,0.8799730837345123,0.49379366636276245,0.8401663601398468,0.05472050415119156,0.3498634546995163,0.2904430776834488,0.48227907717227936,0.11257757572457194,0.23107746057212353,0.025365079753100872,0.7579810917377472,0.7927820980548859,0.8019133508205414,0.8441946506500244,0.018193266354501247,0.033954194746911526,0.0018376452062511817,0.1624801829457283,0.3858010385257607,0.8799730837345123,8,6,0.6832588104508214,0.5415673718449581,23,"DYRK1A(0.880), PTGS2(0.844), HIF1A(0.840), PDE4B(0.802), NOX4(0.793)",78
MOL011726,senecioylplenolin,CC(C)=CC(=O)O[C@H]1[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H](C)[C@@H]2C=CC(=O)[C@]21C,0.7643947601318359,0.20053011178970337,0.08977171406149864,0.5692521631717682,0.029831908643245697,0.5038664266467094,0.3737725168466568,0.8974080085754395,0.015863500855630264,0.49607254564762115,0.09638811275362968,0.7833676338195801,0.14766576420515776,0.22358060535043478,0.03792091412469745,0.5440731197595596,0.6535867601633072,0.5285006612539291,0.8565861284732819,0.0822769608348608,0.0733214458450675,0.004460412332264241,0.5266328379511833,0.3695271744885679,0.8974080085754395,10,4,0.7062937368613057,0.5403749313861982,23,"HIF1A(0.897), PTGS2(0.857), KEAP1(0.783), ALOX15(0.764), NOX4(0.654)",79
MOL013187,Cubebin,O[C@H]1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,0.8948922157287598,0.3046140863734763,0.13251436754671886,0.49317269027233124,0.032535562807879614,0.836507260799408,0.28629350662231445,0.8705204725265503,0.012513373512774706,0.26829084008932114,0.36282310634851456,0.4297590726055205,0.13525785327874473,0.21678506524767727,0.03464780532522127,0.6231060922145844,0.7046365439891815,0.7134229242801666,0.8306029438972473,0.04260924179106951,0.035071466118097305,0.0009953644766937941,0.2193482369184494,0.3687356562074218,0.8948922157287598,7,6,0.6937232785189837,0.5330574763814745,23,"ALOX15(0.895), HIF1A(0.871), DYRK1A(0.837), PTGS2(0.831), PDE4B(0.713)",80
MOL006385,Amurensine,COc1cc2c(cc1O)[C@H]1CN(C)[C@@H]2Cc2cc3c(cc21)OCO3,0.5141174793243408,0.32547870045527816,0.10857288869874537,0.48119476437568665,0.021986363863277347,0.8935054540634155,0.5702634751796722,0.7955784201622009,0.08388595492579043,0.11854472308186814,0.16349469125270844,0.4373362138867378,0.09090382808062714,0.20368254062486812,0.020571176974044647,0.8137883841991425,0.7134510576725006,0.8031591475009918,0.7276083827018738,0.02120889991056174,0.02661297848680988,0.001479768834542483,0.13151346147060394,0.350779945901143,0.8935054540634155,8,6,0.6911483837986307,0.5326539422950775,23,"DYRK1A(0.894), MAPK1(0.814), PDE4B(0.803), HIF1A(0.796), PTGS2(0.728)",81
MOL012298,Rubrosterone,C[C@]12C[C@H](O)[C@H](O)C[C@H]1C(=O)C=C1[C@@H]2CC[C@]2(C)C(=O)CC[C@@]12O,0.8741954267024994,0.19710724215838127,0.11101955780759454,0.558326780796051,0.018124455120414495,0.5236485600471497,0.3496466353535652,0.8904038667678833,0.012221309705637395,0.6787653565406799,0.22488432750105858,0.5327200815081596,0.19068850297480822,0.2390779776033014,0.062406836077570915,0.37310001999139786,0.7583149671554565,0.3848102018237114,0.871376246213913,0.15218883007764816,0.1447774823755026,0.002567864634329453,0.5914618745446205,0.3800797566731015,0.8904038667678833,9,4,0.7124039924195142,0.5311034959834873,23,"HIF1A(0.890), ALOX15(0.874), PTGS2(0.871), NOX4(0.758), IL1B(0.679)",82
MOL001589,"N-Isobutyl-2,4-icosadienamide",C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.8545729517936707,0.2361093858635286,0.16716081910999492,0.652988463640213,0.04269054206088185,0.41640715301036835,0.34364306926727295,0.8997576534748077,0.004362118779681623,0.7440840005874634,0.2567494139075279,0.5370105654001236,0.23071186896413565,0.2720002210699022,0.09652475011534989,0.31597547978162766,0.6218813359737396,0.3728509061038494,0.8570331633090973,0.14570393040776253,0.11277367547154427,0.001068465964635834,0.6312666237354279,0.3831881112083742,0.8997576534748077,8,4,0.7200042234293567,0.5306698323229757,23,"HIF1A(0.900), PTGS2(0.857), ALOX15(0.855), IL1B(0.744), CTSB(0.653)",83
MOL001638,Phorbol,CC1=C[C@H]2[C@@]3(O)[C@H](C)[C@@H](O)[C@]4(O)[C@H]([C@@H]3C=C(CO)C[C@]2(O)C1=O)C4(C)C,0.8001492619514465,0.21303049568086863,0.09784341789782047,0.5516613721847534,0.01904893107712269,0.5807059109210968,0.40995587408542633,0.8630622625350952,0.029772618901915848,0.6252735555171967,0.2361014299094677,0.6457835137844086,0.1748400330543518,0.24217511899769306,0.06376402452588081,0.5256572365760803,0.7637715339660645,0.446896031498909,0.8445567786693573,0.1090139802545309,0.08840885479003191,0.006487259117420763,0.527156688272953,0.3854398340943431,0.8630622625350952,10,4,0.7155259237971621,0.5304466070088841,23,"HIF1A(0.863), PTGS2(0.845), ALOX15(0.800), NOX4(0.764), KEAP1(0.646)",84
MOL008792,11-Hydroxynoracronycine,Cn1c2c(O)cccc2c(=O)c2c(O)cc3c(c21)C=CC(C)(C)O3,0.5034083276987076,0.35257718712091446,0.08602836835780181,0.39025546610355377,0.011879949160174874,0.8866854608058929,0.538022592663765,0.8174033463001251,0.03513747930992395,0.14190012589097023,0.15959633141756058,0.4568328186869621,0.0914164480054751,0.2024150190409273,0.019897739635780454,0.7729960083961487,0.7107971012592316,0.7757945358753204,0.7244396209716797,0.017430397914722562,0.02381308190524578,0.0017690160020720214,0.25579092651605606,0.34679510213213094,0.8866854608058929,8,6,0.6966668689697615,0.528054928994956,23,"DYRK1A(0.887), HIF1A(0.817), PDE4B(0.776), MAPK1(0.773), PTGS2(0.724)",85
MOL004068,rosenonolactone,C=C[C@]1(C)CC[C@]2(C)[C@@H](C1)C(=O)CC1[C@]3(C)CCC[C@@]12OC3=O,0.7703984975814819,0.21472513559274375,0.12850029580295086,0.5733863264322281,0.03557327389717102,0.47094885259866714,0.3921235203742981,0.9074334800243378,0.010550170874921605,0.5018279105424881,0.11253967508673668,0.7828117609024048,0.1907976483926177,0.24193137837573886,0.06566359894350171,0.4181521534919739,0.6750571429729462,0.45128096640110016,0.8525870740413666,0.10138500854372978,0.10886669531464577,0.0036186749930493534,0.576915979385376,0.3733510965463685,0.9074334800243378,8,4,0.714715817448718,0.5261726041704095,23,"HIF1A(0.907), PTGS2(0.853), KEAP1(0.783), ALOX15(0.770), NOX4(0.675)",86
MOL000729,Oxysanguinarine,CC(=O)O[C@@H]1C2CC[C@@](O)(C(C)C)[C@@H]2CC(=O)[C@@]2(C)C=CC=C(C)[C@@H]12,0.7506051063537598,0.2206514028366655,0.1141720237210393,0.5833566188812256,0.026708259247243404,0.5261533111333847,0.381458044052124,0.8756600022315979,0.009154631436103955,0.4482450634241104,0.06636672466993332,0.7258237600326538,0.166406276402995,0.23963753483258188,0.048238912830129266,0.5240792483091354,0.6505202651023865,0.5756645649671555,0.8772028684616089,0.06962996162474155,0.06488405354321003,0.0018574881105450913,0.5466876327991486,0.3692679893479774,0.8772028684616089,10,4,0.7091736876394823,0.5258751649597463,23,"PTGS2(0.877), HIF1A(0.876), ALOX15(0.751), KEAP1(0.726), NOX4(0.651)",87
MOL012023,"7,8-didehydrocimigenol",C[C@@H]1C[C@H]2O[C@]3(O[C@@H]2C(C)(C)O)[C@H]1[C@@]1(C)CC[C@@]24C[C@@]25CC[C@H](O)C(C)(C)[C@@H]5CC=C4[C@]1(C)[C@H]3O,0.8731711506843567,0.23397276272680756,0.13914633358217543,0.4738512523472309,0.03485721876495518,0.3727036193013191,0.32316125370562077,0.9720328152179718,0.0007745322654955089,0.6111996471881866,0.24847012758255005,0.5327567495405674,0.21694463744643144,0.2353679459702107,0.07717719074571505,0.24349582381546497,0.6472982615232468,0.3328825682401657,0.8271703720092773,0.08011927828192711,0.048108831979334354,0.0003462081658653915,0.5497225672006607,0.3510752673167625,0.9720328152179718,7,3,0.7181257584263268,0.5241263260291545,23,"HIF1A(0.972), ALOX15(0.873), PTGS2(0.827), NOX4(0.647), IL1B(0.611)",88
MOL006562,"(+)-7,11-dehydromatrine,(leontalbinine)",O=C1CC[C@H](NC(=O)Cc2ccccc2)C(=O)N1,0.7116080522537231,0.165387449786067,0.1408444256110215,0.9325431287288666,0.016390597184908984,0.5632574409246445,0.5074784904718399,0.6581805646419525,0.05594413774088025,0.36413854360580444,0.3910474628210068,0.4859870672225952,0.21657981793396175,0.3408893719315529,0.07541389478137717,0.5241802781820297,0.5256329998373985,0.3296217992901802,0.7829256951808929,0.06848643720149994,0.09807826112955809,0.0007073841115925461,0.17117493599653244,0.35332601028564725,0.9325431287288666,8,3,0.7387246634262659,0.5233587234770134,23,"CTSB(0.933), PTGS2(0.783), ALOX15(0.712), HIF1A(0.658), DYRK1A(0.563)",89
