"sample_id","ferroptosis_score","analysis_id","Brain.region","Age","Gender"
"AD_M5_OB",0.130930008069616,"AN002676","Olfactory bulb","3 weeks","Male"
"AD_M5_OB",0.130930008069616,"AN002677","Olfactory bulb","3 weeks","Male"
"AD_M5_OB",0.130930008069616,"AN002678","Olfactory bulb","3 weeks","Male"
"AD_M5_OB",0.130930008069616,"AN002679","Olfactory bulb","3 weeks","Male"
"AD_M5_PON",-0.460189880291108,"AN002675","Pons","3 weeks","Male"
"AD_M5_PON",-0.460189880291108,"AN002676","Pons","3 weeks","Male"
"AD_M5_PON",-0.460189880291108,"AN002677","Pons","3 weeks","Male"
"AD_M5_PON",-0.460189880291108,"AN002678","Pons","3 weeks","Male"
"AD_M5_PON",-0.460189880291108,"AN002679","Pons","3 weeks","Male"
"AD_M5_TL",-0.411092298146282,"AN002675","Thalamus","3 weeks","Male"
"AD_M5_TL",-0.411092298146282,"AN002676","Thalamus","3 weeks","Male"
"AD_M5_TL",-0.411092298146282,"AN002677","Thalamus","3 weeks","Male"
"AD_M5_TL",-0.411092298146282,"AN002678","Thalamus","3 weeks","Male"
"AD_M5_TL",-0.411092298146282,"AN002679","Thalamus","3 weeks","Male"
"AD_M6_BG",-0.119312323299337,"AN002675","Basal ganglia","3 weeks","Male"
"AD_M6_BG",-0.119312323299337,"AN002676","Basal ganglia","3 weeks","Male"
"AD_M6_BG",-0.119312323299337,"AN002677","Basal ganglia","3 weeks","Male"
"AD_M6_BG",-0.119312323299337,"AN002678","Basal ganglia","3 weeks","Male"
"AD_M6_BG",-0.119312323299337,"AN002679","Basal ganglia","3 weeks","Male"
"AD_M6_CB",0.0558662410319997,"AN002675","Cerebellum","3 weeks","Male"
"AD_M6_CB",0.0558662410319997,"AN002676","Cerebellum","3 weeks","Male"
"AD_M6_CB",0.0558662410319997,"AN002677","Cerebellum","3 weeks","Male"
"AD_M6_CB",0.0558662410319997,"AN002678","Cerebellum","3 weeks","Male"
"AD_M6_CB",0.0558662410319997,"AN002679","Cerebellum","3 weeks","Male"
"AD_M6_CT",0.183700160206527,"AN002675","Cerebral cortex","3 weeks","Male"
"AD_M6_CT",0.183700160206527,"AN002676","Cerebral cortex","3 weeks","Male"
"AD_M6_CT",0.183700160206527,"AN002677","Cerebral cortex","3 weeks","Male"
"AD_M6_CT",0.183700160206527,"AN002678","Cerebral cortex","3 weeks","Male"
"AD_M6_CT",0.183700160206527,"AN002679","Cerebral cortex","3 weeks","Male"
"AD_M6_HC",-0.202593290808241,"AN002675","Hippocampus","3 weeks","Male"
"AD_M6_HC",-0.202593290808241,"AN002676","Hippocampus","3 weeks","Male"
"AD_M6_HC",-0.202593290808241,"AN002677","Hippocampus","3 weeks","Male"
"AD_M6_HC",-0.202593290808241,"AN002678","Hippocampus","3 weeks","Male"
"AD_M6_HC",-0.202593290808241,"AN002679","Hippocampus","3 weeks","Male"
"AD_M6_HT",0.218215365861566,"AN002675","Hypothalamus","3 weeks","Male"
"AD_M6_HT",0.218215365861566,"AN002676","Hypothalamus","3 weeks","Male"
"AD_M6_HT",0.218215365861566,"AN002677","Hypothalamus","3 weeks","Male"
"AD_M6_HT",0.218215365861566,"AN002678","Hypothalamus","3 weeks","Male"
"AD_M6_HT",0.218215365861566,"AN002679","Hypothalamus","3 weeks","Male"
"AD_M6_MB",0.251160176081129,"AN002675","Midbrain","3 weeks","Male"
"AD_M6_MB",0.251160176081129,"AN002676","Midbrain","3 weeks","Male"
"AD_M6_MB",0.251160176081129,"AN002677","Midbrain","3 weeks","Male"
"AD_M6_MB",0.251160176081129,"AN002678","Midbrain","3 weeks","Male"
"AD_M6_MB",0.251160176081129,"AN002679","Midbrain","3 weeks","Male"
"AD_M6_MD",0.057543080702332,"AN002675","Medulla","3 weeks","Male"
"AD_M6_MD",0.057543080702332,"AN002676","Medulla","3 weeks","Male"
"AD_M6_MD",0.057543080702332,"AN002677","Medulla","3 weeks","Male"
"AD_M6_MD",0.057543080702332,"AN002678","Medulla","3 weeks","Male"
"AD_M6_MD",0.057543080702332,"AN002679","Medulla","3 weeks","Male"
"AD_M6_OB",0.414598931825353,"AN002675","Olfactory bulb","3 weeks","Male"
"AD_M6_OB",0.414598931825353,"AN002676","Olfactory bulb","3 weeks","Male"
"AD_M6_OB",0.414598931825353,"AN002677","Olfactory bulb","3 weeks","Male"
"AD_M6_OB",0.414598931825353,"AN002678","Olfactory bulb","3 weeks","Male"
"AD_M6_OB",0.414598931825353,"AN002679","Olfactory bulb","3 weeks","Male"
"AD_M6_PON",0.156354084704444,"AN002675","Pons","3 weeks","Male"
"AD_M6_PON",0.156354084704444,"AN002676","Pons","3 weeks","Male"
"AD_M6_PON",0.156354084704444,"AN002677","Pons","3 weeks","Male"
"AD_M6_PON",0.156354084704444,"AN002678","Pons","3 weeks","Male"
"AD_M6_PON",0.156354084704444,"AN002679","Pons","3 weeks","Male"
"AD_M6_TL",0.836031145772878,"AN002675","Thalamus","3 weeks","Male"
"AD_M6_TL",0.836031145772878,"AN002676","Thalamus","3 weeks","Male"
"AD_M6_TL",0.836031145772878,"AN002677","Thalamus","3 weeks","Male"
"AD_M6_TL",0.836031145772878,"AN002678","Thalamus","3 weeks","Male"
"AD_M6_TL",0.836031145772878,"AN002679","Thalamus","3 weeks","Male"
"AD_M7_BG",-0.0708127944268079,"AN002675","Basal ganglia","3 weeks","Male"
"AD_M7_BG",-0.0708127944268079,"AN002676","Basal ganglia","3 weeks","Male"
"AD_M7_BG",-0.0708127944268079,"AN002677","Basal ganglia","3 weeks","Male"
"AD_M7_BG",-0.0708127944268079,"AN002678","Basal ganglia","3 weeks","Male"
"AD_M7_BG",-0.0708127944268079,"AN002679","Basal ganglia","3 weeks","Male"
"AD_M7_CB",0.135360602730982,"AN002675","Cerebellum","3 weeks","Male"
"AD_M7_CB",0.135360602730982,"AN002676","Cerebellum","3 weeks","Male"
"AD_M7_CB",0.135360602730982,"AN002677","Cerebellum","3 weeks","Male"
"AD_M7_CB",0.135360602730982,"AN002678","Cerebellum","3 weeks","Male"
"AD_M7_CB",0.135360602730982,"AN002679","Cerebellum","3 weeks","Male"
"AD_M7_CT",-0.179420239455175,"AN002675","Cerebral cortex","3 weeks","Male"
"AD_M7_CT",-0.179420239455175,"AN002676","Cerebral cortex","3 weeks","Male"
"AD_M7_CT",-0.179420239455175,"AN002677","Cerebral cortex","3 weeks","Male"
"AD_M7_CT",-0.179420239455175,"AN002678","Cerebral cortex","3 weeks","Male"
"AD_M7_CT",-0.179420239455175,"AN002679","Cerebral cortex","3 weeks","Male"
"AD_M7_HC",-0.554928256197741,"AN002675","Hippocampus","3 weeks","Male"
"AD_M7_HC",-0.554928256197741,"AN002676","Hippocampus","3 weeks","Male"
"AD_M7_HC",-0.554928256197741,"AN002677","Hippocampus","3 weeks","Male"
"AD_M7_HC",-0.554928256197741,"AN002678","Hippocampus","3 weeks","Male"
"AD_M7_HC",-0.554928256197741,"AN002679","Hippocampus","3 weeks","Male"
"AD_M7_HT",-0.324895959275604,"AN002675","Hypothalamus","3 weeks","Male"
"AD_M7_HT",-0.324895959275604,"AN002676","Hypothalamus","3 weeks","Male"
"AD_M7_HT",-0.324895959275604,"AN002677","Hypothalamus","3 weeks","Male"
"AD_M7_HT",-0.324895959275604,"AN002678","Hypothalamus","3 weeks","Male"
"AD_M7_HT",-0.324895959275604,"AN002679","Hypothalamus","3 weeks","Male"
"AD_M7_MB",0.0349857721211878,"AN002675","Midbrain","3 weeks","Male"
"AD_M7_MB",0.0349857721211878,"AN002676","Midbrain","3 weeks","Male"
"AD_M7_MB",0.0349857721211878,"AN002677","Midbrain","3 weeks","Male"
"AD_M7_MB",0.0349857721211878,"AN002678","Midbrain","3 weeks","Male"
"AD_M7_MB",0.0349857721211878,"AN002679","Midbrain","3 weeks","Male"
"AD_M7_MD",-0.0778315672752605,"AN002675","Medulla","3 weeks","Male"
"AD_M7_MD",-0.0778315672752605,"AN002676","Medulla","3 weeks","Male"
"AD_M7_MD",-0.0778315672752605,"AN002677","Medulla","3 weeks","Male"
"AD_M7_MD",-0.0778315672752605,"AN002678","Medulla","3 weeks","Male"
"AD_M7_MD",-0.0778315672752605,"AN002679","Medulla","3 weeks","Male"
"AD_M7_OB",0.187671301880707,"AN002675","Olfactory bulb","3 weeks","Male"
"AD_M7_OB",0.187671301880707,"AN002676","Olfactory bulb","3 weeks","Male"
"AD_M7_OB",0.187671301880707,"AN002677","Olfactory bulb","3 weeks","Male"
"AD_M7_OB",0.187671301880707,"AN002678","Olfactory bulb","3 weeks","Male"
"AD_M7_OB",0.187671301880707,"AN002679","Olfactory bulb","3 weeks","Male"
"AD_M7_PON",0.00330813062540134,"AN002675","Pons","3 weeks","Male"
"AD_M7_PON",0.00330813062540134,"AN002676","Pons","3 weeks","Male"
"AD_M7_PON",0.00330813062540134,"AN002677","Pons","3 weeks","Male"
"AD_M7_PON",0.00330813062540134,"AN002678","Pons","3 weeks","Male"
"AD_M7_PON",0.00330813062540134,"AN002679","Pons","3 weeks","Male"
"AD_M7_TL",0.317987910193853,"AN002675","Thalamus","3 weeks","Male"
"AD_M7_TL",0.317987910193853,"AN002676","Thalamus","3 weeks","Male"
"AD_M7_TL",0.317987910193853,"AN002677","Thalamus","3 weeks","Male"
"AD_M7_TL",0.317987910193853,"AN002678","Thalamus","3 weeks","Male"
"AD_M7_TL",0.317987910193853,"AN002679","Thalamus","3 weeks","Male"
"AD_M8_BG",-0.227870650210474,"AN002675","Basal ganglia","3 weeks","Male"
"AD_M8_BG",-0.227870650210474,"AN002676","Basal ganglia","3 weeks","Male"
"AD_M8_BG",-0.227870650210474,"AN002677","Basal ganglia","3 weeks","Male"
"AD_M8_BG",-0.227870650210474,"AN002678","Basal ganglia","3 weeks","Male"
"AD_M8_BG",-0.227870650210474,"AN002679","Basal ganglia","3 weeks","Male"
"AD_M8_CB",-0.0353161954166337,"AN002675","Cerebellum","3 weeks","Male"
"AD_M8_CB",-0.0353161954166337,"AN002676","Cerebellum","3 weeks","Male"
"AD_M8_CB",-0.0353161954166337,"AN002677","Cerebellum","3 weeks","Male"
"AD_M8_CB",-0.0353161954166337,"AN002678","Cerebellum","3 weeks","Male"
"AD_M8_CB",-0.0353161954166337,"AN002679","Cerebellum","3 weeks","Male"
"AD_M8_CT",0.206728027430566,"AN002675","Cerebral cortex","3 weeks","Male"
"AD_M8_CT",0.206728027430566,"AN002676","Cerebral cortex","3 weeks","Male"
"AD_M8_CT",0.206728027430566,"AN002677","Cerebral cortex","3 weeks","Male"
"AD_M8_CT",0.206728027430566,"AN002678","Cerebral cortex","3 weeks","Male"
"AD_M8_CT",0.206728027430566,"AN002679","Cerebral cortex","3 weeks","Male"
"AD_M8_HC",0.0488657555369718,"AN002675","Hippocampus","3 weeks","Male"
"AD_M8_HC",0.0488657555369718,"AN002676","Hippocampus","3 weeks","Male"
"AD_M8_HC",0.0488657555369718,"AN002677","Hippocampus","3 weeks","Male"
"AD_M8_HC",0.0488657555369718,"AN002678","Hippocampus","3 weeks","Male"
"AD_M8_HC",0.0488657555369718,"AN002679","Hippocampus","3 weeks","Male"
"AD_M8_HT",0.0999414908184819,"AN002675","Hypothalamus","3 weeks","Male"
"AD_M8_HT",0.0999414908184819,"AN002676","Hypothalamus","3 weeks","Male"
"AD_M8_HT",0.0999414908184819,"AN002677","Hypothalamus","3 weeks","Male"
"AD_M8_HT",0.0999414908184819,"AN002678","Hypothalamus","3 weeks","Male"
"AD_M8_HT",0.0999414908184819,"AN002679","Hypothalamus","3 weeks","Male"
"AD_M8_MB",-0.282965422999594,"AN002675","Midbrain","3 weeks","Male"
"AD_M8_MB",-0.282965422999594,"AN002676","Midbrain","3 weeks","Male"
"AD_M8_MB",-0.282965422999594,"AN002677","Midbrain","3 weeks","Male"
"AD_M8_MB",-0.282965422999594,"AN002678","Midbrain","3 weeks","Male"
"AD_M8_MB",-0.282965422999594,"AN002679","Midbrain","3 weeks","Male"
"AD_M8_MD",-0.300733480983159,"AN002675","Medulla","3 weeks","Male"
"AD_M8_MD",-0.300733480983159,"AN002676","Medulla","3 weeks","Male"
"AD_M8_MD",-0.300733480983159,"AN002677","Medulla","3 weeks","Male"
"AD_M8_MD",-0.300733480983159,"AN002678","Medulla","3 weeks","Male"
"AD_M8_MD",-0.300733480983159,"AN002679","Medulla","3 weeks","Male"
"AD_M8_OB",0.416619852240707,"AN002675","Olfactory bulb","3 weeks","Male"
"AD_M8_OB",0.416619852240707,"AN002676","Olfactory bulb","3 weeks","Male"
"AD_M8_OB",0.416619852240707,"AN002677","Olfactory bulb","3 weeks","Male"
"AD_M8_OB",0.416619852240707,"AN002678","Olfactory bulb","3 weeks","Male"
"AD_M8_OB",0.416619852240707,"AN002679","Olfactory bulb","3 weeks","Male"
"AD_M8_PON",-0.15244722742599,"AN002675","Pons","3 weeks","Male"
"AD_M8_PON",-0.15244722742599,"AN002676","Pons","3 weeks","Male"
"AD_M8_PON",-0.15244722742599,"AN002677","Pons","3 weeks","Male"
"AD_M8_PON",-0.15244722742599,"AN002678","Pons","3 weeks","Male"
"AD_M8_PON",-0.15244722742599,"AN002679","Pons","3 weeks","Male"
"AD_M8_TL",0.679355299420707,"AN002675","Thalamus","3 weeks","Male"
"AD_M8_TL",0.679355299420707,"AN002676","Thalamus","3 weeks","Male"
"AD_M8_TL",0.679355299420707,"AN002677","Thalamus","3 weeks","Male"
"AD_M8_TL",0.679355299420707,"AN002678","Thalamus","3 weeks","Male"
"AD_M8_TL",0.679355299420707,"AN002679","Thalamus","3 weeks","Male"
"EA_F1_BG",0.0368586442491521,"AN002675","Basal ganglia","16 weeks","Female"
"EA_F1_BG",0.0368586442491521,"AN002676","Basal ganglia","16 weeks","Female"
"EA_F1_BG",0.0368586442491521,"AN002677","Basal ganglia","16 weeks","Female"
"EA_F1_BG",0.0368586442491521,"AN002678","Basal ganglia","16 weeks","Female"
"EA_F1_BG",0.0368586442491521,"AN002679","Basal ganglia","16 weeks","Female"
"EA_F1_CB",-0.132848984454058,"AN002675","Cerebellum","16 weeks","Female"
"EA_F1_CB",-0.132848984454058,"AN002676","Cerebellum","16 weeks","Female"
"EA_F1_CB",-0.132848984454058,"AN002677","Cerebellum","16 weeks","Female"
"EA_F1_CB",-0.132848984454058,"AN002678","Cerebellum","16 weeks","Female"
"EA_F1_CB",-0.132848984454058,"AN002679","Cerebellum","16 weeks","Female"
"EA_F1_CT",0.397902848553198,"AN002675","Cerebral cortex","16 weeks","Female"
"EA_F1_CT",0.397902848553198,"AN002676","Cerebral cortex","16 weeks","Female"
"EA_F1_CT",0.397902848553198,"AN002677","Cerebral cortex","16 weeks","Female"
"EA_F1_CT",0.397902848553198,"AN002678","Cerebral cortex","16 weeks","Female"
"EA_F1_CT",0.397902848553198,"AN002679","Cerebral cortex","16 weeks","Female"
"EA_F1_HC",-0.228040044327624,"AN002675","Hippocampus","16 weeks","Female"
"EA_F1_HC",-0.228040044327624,"AN002676","Hippocampus","16 weeks","Female"
"EA_F1_HC",-0.228040044327624,"AN002677","Hippocampus","16 weeks","Female"
"EA_F1_HC",-0.228040044327624,"AN002678","Hippocampus","16 weeks","Female"
"EA_F1_HC",-0.228040044327624,"AN002679","Hippocampus","16 weeks","Female"
"EA_F1_HT",0.0818094041867345,"AN002675","Hypothalamus","16 weeks","Female"
"EA_F1_HT",0.0818094041867345,"AN002676","Hypothalamus","16 weeks","Female"
"EA_F1_HT",0.0818094041867345,"AN002677","Hypothalamus","16 weeks","Female"
"EA_F1_HT",0.0818094041867345,"AN002678","Hypothalamus","16 weeks","Female"
"EA_F1_HT",0.0818094041867345,"AN002679","Hypothalamus","16 weeks","Female"
"EA_F1_MB",-0.275000387831406,"AN002675","Midbrain","16 weeks","Female"
"EA_F1_MB",-0.275000387831406,"AN002676","Midbrain","16 weeks","Female"
"EA_F1_MB",-0.275000387831406,"AN002677","Midbrain","16 weeks","Female"
"EA_F1_MB",-0.275000387831406,"AN002678","Midbrain","16 weeks","Female"
"EA_F1_MB",-0.275000387831406,"AN002679","Midbrain","16 weeks","Female"
"EA_F1_MD",-0.0779420365211366,"AN002675","Medulla","16 weeks","Female"
"EA_F1_MD",-0.0779420365211366,"AN002676","Medulla","16 weeks","Female"
"EA_F1_MD",-0.0779420365211366,"AN002677","Medulla","16 weeks","Female"
"EA_F1_MD",-0.0779420365211366,"AN002678","Medulla","16 weeks","Female"
"EA_F1_MD",-0.0779420365211366,"AN002679","Medulla","16 weeks","Female"
"EA_F1_OB",0.227496047340461,"AN002675","Olfactory bulb","16 weeks","Female"
"EA_F1_OB",0.227496047340461,"AN002676","Olfactory bulb","16 weeks","Female"
"EA_F1_OB",0.227496047340461,"AN002677","Olfactory bulb","16 weeks","Female"
"EA_F1_OB",0.227496047340461,"AN002678","Olfactory bulb","16 weeks","Female"
"EA_F1_OB",0.227496047340461,"AN002679","Olfactory bulb","16 weeks","Female"
"EA_F1_PON",-0.37884278078256,"AN002675","Pons","16 weeks","Female"
"EA_F1_PON",-0.37884278078256,"AN002676","Pons","16 weeks","Female"
"EA_F1_PON",-0.37884278078256,"AN002677","Pons","16 weeks","Female"
"EA_F1_PON",-0.37884278078256,"AN002678","Pons","16 weeks","Female"
"EA_F1_PON",-0.37884278078256,"AN002679","Pons","16 weeks","Female"
"EA_F1_TL",-0.10617649682135,"AN002675","Thalamus","16 weeks","Female"
"EA_F1_TL",-0.10617649682135,"AN002676","Thalamus","16 weeks","Female"
"EA_F1_TL",-0.10617649682135,"AN002677","Thalamus","16 weeks","Female"
"EA_F1_TL",-0.10617649682135,"AN002678","Thalamus","16 weeks","Female"
"EA_F1_TL",-0.10617649682135,"AN002679","Thalamus","16 weeks","Female"
"EA_F2_BG",-0.164127596687369,"AN002675","Basal ganglia","16 weeks","Female"
"EA_F2_BG",-0.164127596687369,"AN002676","Basal ganglia","16 weeks","Female"
"EA_F2_BG",-0.164127596687369,"AN002677","Basal ganglia","16 weeks","Female"
"EA_F2_BG",-0.164127596687369,"AN002678","Basal ganglia","16 weeks","Female"
"EA_F2_BG",-0.164127596687369,"AN002679","Basal ganglia","16 weeks","Female"
"EA_F2_CB",0.853592346448716,"AN002675","Cerebellum","16 weeks","Female"
"EA_F2_CB",0.853592346448716,"AN002676","Cerebellum","16 weeks","Female"
"EA_F2_CB",0.853592346448716,"AN002677","Cerebellum","16 weeks","Female"
"EA_F2_CB",0.853592346448716,"AN002678","Cerebellum","16 weeks","Female"
"EA_F2_CB",0.853592346448716,"AN002679","Cerebellum","16 weeks","Female"
"EA_F2_CT",0.0668316038263338,"AN002675","Cerebral cortex","16 weeks","Female"
"EA_F2_CT",0.0668316038263338,"AN002676","Cerebral cortex","16 weeks","Female"
"EA_F2_CT",0.0668316038263338,"AN002677","Cerebral cortex","16 weeks","Female"
"EA_F2_CT",0.0668316038263338,"AN002678","Cerebral cortex","16 weeks","Female"
"EA_F2_CT",0.0668316038263338,"AN002679","Cerebral cortex","16 weeks","Female"
"EA_F2_HC",0.274664138243922,"AN002675","Hippocampus","16 weeks","Female"
"EA_F2_HC",0.274664138243922,"AN002676","Hippocampus","16 weeks","Female"
"EA_F2_HC",0.274664138243922,"AN002677","Hippocampus","16 weeks","Female"
"EA_F2_HC",0.274664138243922,"AN002678","Hippocampus","16 weeks","Female"
"EA_F2_HC",0.274664138243922,"AN002679","Hippocampus","16 weeks","Female"
"EA_F2_HT",0.159606477942469,"AN002675","Hypothalamus","16 weeks","Female"
"EA_F2_HT",0.159606477942469,"AN002676","Hypothalamus","16 weeks","Female"
"EA_F2_HT",0.159606477942469,"AN002677","Hypothalamus","16 weeks","Female"
"EA_F2_HT",0.159606477942469,"AN002678","Hypothalamus","16 weeks","Female"
"EA_F2_HT",0.159606477942469,"AN002679","Hypothalamus","16 weeks","Female"
"EA_F2_MB",0.287010416653725,"AN002675","Midbrain","16 weeks","Female"
"EA_F2_MB",0.287010416653725,"AN002676","Midbrain","16 weeks","Female"
"EA_F2_MB",0.287010416653725,"AN002677","Midbrain","16 weeks","Female"
"EA_F2_MB",0.287010416653725,"AN002678","Midbrain","16 weeks","Female"
"EA_F2_MB",0.287010416653725,"AN002679","Midbrain","16 weeks","Female"
"EA_F2_MD",-0.0143427314541252,"AN002675","Medulla","16 weeks","Female"
"EA_F2_MD",-0.0143427314541252,"AN002676","Medulla","16 weeks","Female"
"EA_F2_MD",-0.0143427314541252,"AN002677","Medulla","16 weeks","Female"
"EA_F2_MD",-0.0143427314541252,"AN002678","Medulla","16 weeks","Female"
"EA_F2_MD",-0.0143427314541252,"AN002679","Medulla","16 weeks","Female"
"EA_F2_OB",0.307994516964102,"AN002675","Olfactory bulb","16 weeks","Female"
"EA_F2_OB",0.307994516964102,"AN002676","Olfactory bulb","16 weeks","Female"
"EA_F2_OB",0.307994516964102,"AN002677","Olfactory bulb","16 weeks","Female"
"EA_F2_OB",0.307994516964102,"AN002678","Olfactory bulb","16 weeks","Female"
"EA_F2_OB",0.307994516964102,"AN002679","Olfactory bulb","16 weeks","Female"
"EA_F2_PON",0.464686945591822,"AN002675","Pons","16 weeks","Female"
"EA_F2_PON",0.464686945591822,"AN002676","Pons","16 weeks","Female"
"EA_F2_PON",0.464686945591822,"AN002677","Pons","16 weeks","Female"
"EA_F2_PON",0.464686945591822,"AN002678","Pons","16 weeks","Female"
"EA_F2_PON",0.464686945591822,"AN002679","Pons","16 weeks","Female"
"EA_F2_TL",0.60126111535951,"AN002675","Thalamus","16 weeks","Female"
"EA_F2_TL",0.60126111535951,"AN002676","Thalamus","16 weeks","Female"
"EA_F2_TL",0.60126111535951,"AN002677","Thalamus","16 weeks","Female"
"EA_F2_TL",0.60126111535951,"AN002678","Thalamus","16 weeks","Female"
"EA_F2_TL",0.60126111535951,"AN002679","Thalamus","16 weeks","Female"
"EA_F3_BG",0.773209877643481,"AN002675","Basal ganglia","16 weeks","Female"
"EA_F3_BG",0.773209877643481,"AN002676","Basal ganglia","16 weeks","Female"
"EA_F3_BG",0.773209877643481,"AN002677","Basal ganglia","16 weeks","Female"
"EA_F3_BG",0.773209877643481,"AN002678","Basal ganglia","16 weeks","Female"
"EA_F3_BG",0.773209877643481,"AN002679","Basal ganglia","16 weeks","Female"
"EA_F3_CB",0.538116306965574,"AN002675","Cerebellum","16 weeks","Female"
"EA_F3_CB",0.538116306965574,"AN002676","Cerebellum","16 weeks","Female"
"EA_F3_CB",0.538116306965574,"AN002677","Cerebellum","16 weeks","Female"
"EA_F3_CB",0.538116306965574,"AN002678","Cerebellum","16 weeks","Female"
"EA_F3_CB",0.538116306965574,"AN002679","Cerebellum","16 weeks","Female"
"EA_F3_CT",0.213254075511074,"AN002675","Cerebral cortex","16 weeks","Female"
"EA_F3_CT",0.213254075511074,"AN002676","Cerebral cortex","16 weeks","Female"
"EA_F3_CT",0.213254075511074,"AN002677","Cerebral cortex","16 weeks","Female"
"EA_F3_CT",0.213254075511074,"AN002678","Cerebral cortex","16 weeks","Female"
"EA_F3_CT",0.213254075511074,"AN002679","Cerebral cortex","16 weeks","Female"
"EA_F3_HC",-0.0962946860566028,"AN002675","Hippocampus","16 weeks","Female"
"EA_F3_HC",-0.0962946860566028,"AN002676","Hippocampus","16 weeks","Female"
"EA_F3_HC",-0.0962946860566028,"AN002677","Hippocampus","16 weeks","Female"
"EA_F3_HC",-0.0962946860566028,"AN002678","Hippocampus","16 weeks","Female"
"EA_F3_HC",-0.0962946860566028,"AN002679","Hippocampus","16 weeks","Female"
"EA_F3_HT",0.325728935619578,"AN002675","Hypothalamus","16 weeks","Female"
"EA_F3_HT",0.325728935619578,"AN002676","Hypothalamus","16 weeks","Female"
"EA_F3_HT",0.325728935619578,"AN002677","Hypothalamus","16 weeks","Female"
"EA_F3_HT",0.325728935619578,"AN002678","Hypothalamus","16 weeks","Female"
"EA_F3_HT",0.325728935619578,"AN002679","Hypothalamus","16 weeks","Female"
"EA_F3_MB",-0.284640497248251,"AN002675","Midbrain","16 weeks","Female"
"EA_F3_MB",-0.284640497248251,"AN002676","Midbrain","16 weeks","Female"
"EA_F3_MB",-0.284640497248251,"AN002677","Midbrain","16 weeks","Female"
"EA_F3_MB",-0.284640497248251,"AN002678","Midbrain","16 weeks","Female"
"EA_F3_MB",-0.284640497248251,"AN002679","Midbrain","16 weeks","Female"
"EA_F3_MD",0.533900318242882,"AN002675","Medulla","16 weeks","Female"
"EA_F3_MD",0.533900318242882,"AN002676","Medulla","16 weeks","Female"
"EA_F3_MD",0.533900318242882,"AN002677","Medulla","16 weeks","Female"
"EA_F3_MD",0.533900318242882,"AN002678","Medulla","16 weeks","Female"
"EA_F3_MD",0.533900318242882,"AN002679","Medulla","16 weeks","Female"
"EA_F3_OB",-0.110229565904998,"AN002675","Olfactory bulb","16 weeks","Female"
"EA_F3_OB",-0.110229565904998,"AN002676","Olfactory bulb","16 weeks","Female"
"EA_F3_OB",-0.110229565904998,"AN002677","Olfactory bulb","16 weeks","Female"
"EA_F3_OB",-0.110229565904998,"AN002678","Olfactory bulb","16 weeks","Female"
"EA_F3_OB",-0.110229565904998,"AN002679","Olfactory bulb","16 weeks","Female"
"EA_F3_PON",-0.163314022079804,"AN002675","Pons","16 weeks","Female"
"EA_F3_PON",-0.163314022079804,"AN002676","Pons","16 weeks","Female"
"EA_F3_PON",-0.163314022079804,"AN002677","Pons","16 weeks","Female"
"EA_F3_PON",-0.163314022079804,"AN002678","Pons","16 weeks","Female"
"EA_F3_PON",-0.163314022079804,"AN002679","Pons","16 weeks","Female"
"EA_F3_TL",0.183192869248255,"AN002675","Thalamus","16 weeks","Female"
"EA_F3_TL",0.183192869248255,"AN002676","Thalamus","16 weeks","Female"
"EA_F3_TL",0.183192869248255,"AN002677","Thalamus","16 weeks","Female"
"EA_F3_TL",0.183192869248255,"AN002678","Thalamus","16 weeks","Female"
"EA_F3_TL",0.183192869248255,"AN002679","Thalamus","16 weeks","Female"
"EA_F4_BG",-0.062251563248736,"AN002675","Basal ganglia","16 weeks","Female"
"EA_F4_BG",-0.062251563248736,"AN002676","Basal ganglia","16 weeks","Female"
"EA_F4_BG",-0.062251563248736,"AN002677","Basal ganglia","16 weeks","Female"
"EA_F4_BG",-0.062251563248736,"AN002678","Basal ganglia","16 weeks","Female"
"EA_F4_BG",-0.062251563248736,"AN002679","Basal ganglia","16 weeks","Female"
"EA_F4_CB",0.390623291366863,"AN002675","Cerebellum","16 weeks","Female"
"EA_F4_CB",0.390623291366863,"AN002676","Cerebellum","16 weeks","Female"
"EA_F4_CB",0.390623291366863,"AN002677","Cerebellum","16 weeks","Female"
"EA_F4_CB",0.390623291366863,"AN002678","Cerebellum","16 weeks","Female"
"EA_F4_CB",0.390623291366863,"AN002679","Cerebellum","16 weeks","Female"
"EA_F4_CT",0.248002922863944,"AN002675","Cerebral cortex","16 weeks","Female"
"EA_F4_CT",0.248002922863944,"AN002676","Cerebral cortex","16 weeks","Female"
"EA_F4_CT",0.248002922863944,"AN002677","Cerebral cortex","16 weeks","Female"
"EA_F4_CT",0.248002922863944,"AN002678","Cerebral cortex","16 weeks","Female"
"EA_F4_CT",0.248002922863944,"AN002679","Cerebral cortex","16 weeks","Female"
"EA_F4_HC",0.347831121569753,"AN002675","Hippocampus","16 weeks","Female"
"EA_F4_HC",0.347831121569753,"AN002676","Hippocampus","16 weeks","Female"
"EA_F4_HC",0.347831121569753,"AN002677","Hippocampus","16 weeks","Female"
"EA_F4_HC",0.347831121569753,"AN002678","Hippocampus","16 weeks","Female"
"EA_F4_HC",0.347831121569753,"AN002679","Hippocampus","16 weeks","Female"
"EA_F4_HT",-0.126411865527425,"AN002675","Hypothalamus","16 weeks","Female"
"EA_F4_HT",-0.126411865527425,"AN002676","Hypothalamus","16 weeks","Female"
