"Stroke","Module"
-0.0638348562756824,"ME8"
-0.483644959673563,"ME14"
-0.519243202284682,"ME5"
-0.655107411068957,"ME2"
-0.544993991922745,"ME6"
0.165868248125538,"ME1"
0.19957461289101,"ME16"
0.0827501606783525,"ME9"
0.615579193724702,"ME10"
0.252559864862542,"ME11"
0.596756110723396,"ME3"
0.296395998544558,"ME13"
0.381119206078931,"ME15"
0.346622029323099,"ME12"
0.137612884946505,"ME4"
0.1616537720189,"ME7"
0.30631075482599,"ME0"
